,train_losses,valid_losses
262,{'mean_absolute_error': 1.3552514913396816},{'mean_absolute_error': 1.2068337567959544}
263,{'mean_absolute_error': 1.4306799676448192},{'mean_absolute_error': 1.3011602954114643}
264,{'mean_absolute_error': 1.362799832900887},{'mean_absolute_error': 1.2284812055350527}
265,{'mean_absolute_error': 1.4381733286492862},{'mean_absolute_error': 1.3046064909710091}
266,{'mean_absolute_error': 1.409699330872911},{'mean_absolute_error': 1.2853436507808798}
267,{'mean_absolute_error': 1.4173230930295013},{'mean_absolute_error': 1.295413779213477}
268,{'mean_absolute_error': 1.4432623073690063},{'mean_absolute_error': 1.3343065394124884}
269,{'mean_absolute_error': 1.4294167747681137},{'mean_absolute_error': 1.3266147639775163}
270,{'mean_absolute_error': 1.4009565243930224},{'mean_absolute_error': 1.2825003432954205}
271,{'mean_absolute_error': 1.4441371252494752},{'mean_absolute_error': 1.3330090975141113}
272,{'mean_absolute_error': 1.423352587239996},{'mean_absolute_error': 1.3121378537350135}
273,{'mean_absolute_error': 1.4582524644245307},{'mean_absolute_error': 1.356252078858428}
274,{'mean_absolute_error': 1.4062800457882423},{'mean_absolute_error': 1.2999040479884705}
275,{'mean_absolute_error': 1.4057591516012573},{'mean_absolute_error': 1.2810144305009923}
276,{'mean_absolute_error': 1.5365098967167439},{'mean_absolute_error': 1.4052873470992022}
277,{'mean_absolute_error': 1.438846653399381},{'mean_absolute_error': 1.3209745449370367}
278,{'mean_absolute_error': 1.3887271012082676},{'mean_absolute_error': 1.2745866191510953}
279,{'mean_absolute_error': 1.3904045260266387},{'mean_absolute_error': 1.276774354667603}
280,{'mean_absolute_error': 1.3991690945666833},{'mean_absolute_error': 1.276505078877512}
281,{'mean_absolute_error': 1.4250791199302908},{'mean_absolute_error': 1.3067817455302648}
282,{'mean_absolute_error': 1.4643013062339596},{'mean_absolute_error': 1.3512646938537662}
283,{'mean_absolute_error': 1.4150781594598818},{'mean_absolute_error': 1.3170090350232357}
284,{'mean_absolute_error': 1.4068766271921913},{'mean_absolute_error': 1.3073317468624237}
285,{'mean_absolute_error': 1.458161495365994},{'mean_absolute_error': 1.3575379361811264}
286,{'mean_absolute_error': 1.483323855698625},{'mean_absolute_error': 1.3763757107853822}
287,{'mean_absolute_error': 1.4540043993958491},{'mean_absolute_error': 1.3602969475993263}
288,{'mean_absolute_error': 1.4468232847315647},{'mean_absolute_error': 1.3579532228335813}
289,{'mean_absolute_error': 1.3977092133862727},{'mean_absolute_error': 1.2854222354048208}
290,{'mean_absolute_error': 1.3570844525860064},{'mean_absolute_error': 1.2456112929788774}
291,{'mean_absolute_error': 1.468636875273037},{'mean_absolute_error': 1.3728994005284418}
292,{'mean_absolute_error': 1.4965391556306233},{'mean_absolute_error': 1.3833459954610994}
293,{'mean_absolute_error': 1.3814587936983267},{'mean_absolute_error': 1.2642229427471947}
294,{'mean_absolute_error': 1.394176527448086},{'mean_absolute_error': 1.2827801952017874}
295,{'mean_absolute_error': 1.4578582908873774},{'mean_absolute_error': 1.341187876105148}
296,{'mean_absolute_error': 1.4403392318516257},{'mean_absolute_error': 1.3340628729480064}
297,{'mean_absolute_error': 1.4436702235791055},{'mean_absolute_error': 1.3380907039386212}
298,{'mean_absolute_error': 1.409761415708157},{'mean_absolute_error': 1.3215188720276498}
299,{'mean_absolute_error': 1.522799007691915},{'mean_absolute_error': 1.4432020956202394}
300,{'mean_absolute_error': 1.4566740047424227},{'mean_absolute_error': 1.3888261759045524}
301,{'mean_absolute_error': 1.5088243774415264},{'mean_absolute_error': 1.423008435843431}
302,{'mean_absolute_error': 1.4127565249853309},{'mean_absolute_error': 1.3520342988437253}
303,{'mean_absolute_error': 1.4686862414015367},{'mean_absolute_error': 1.395823931140522}
304,{'mean_absolute_error': 1.4985633077365499},{'mean_absolute_error': 1.4354429548197392}
305,{'mean_absolute_error': 1.4307716138502784},{'mean_absolute_error': 1.3935941698072585}
306,{'mean_absolute_error': 1.4196228470950236},{'mean_absolute_error': 1.3759825564126915}
307,{'mean_absolute_error': 1.4206862798794078},{'mean_absolute_error': 1.3380740333017291}
308,{'mean_absolute_error': 1.4955235043345771},{'mean_absolute_error': 1.4118741205069325}
309,{'mean_absolute_error': 1.4712080668233936},{'mean_absolute_error': 1.3924944085074964}
310,{'mean_absolute_error': 1.3310940283057477},{'mean_absolute_error': 1.2521618423531256}
311,{'mean_absolute_error': 1.4365991181651536},{'mean_absolute_error': 1.3415000934679027}
