,train_losses,valid_losses
0,1.708277702331543,0.774293327331543
1,1.0878726959228515,0.74165358543396
2,1.0290526390075683,0.6970168590545655
3,0.9814329147338867,0.686230993270874
4,0.9267146110534668,0.6622931003570557
5,0.9080366134643555,0.6629133224487305
6,0.9404006958007812,0.642298698425293
7,0.9924257278442383,0.6093584537506104
8,0.7876075744628906,0.6170367240905762
9,0.8381177902221679,0.6057266235351563
10,0.8216633796691895,0.5792213916778565
11,0.8838602066040039,0.5719297409057618
12,0.6529362678527832,0.5589457988739014
13,0.9855477333068847,0.5454882144927978
14,0.7938177108764648,0.5345570087432862
15,0.7794069766998291,0.5396273612976075
16,0.6920305252075195,0.506929874420166
17,0.7597993373870849,0.5157580375671387
18,0.5992176055908203,0.5148638725280762
19,0.759807014465332,0.4946118354797363
20,0.7456104755401611,0.5047565460205078
21,0.7646188735961914,0.4930307865142822
22,0.6902252674102783,0.48099894523620607
23,0.5419654846191406,0.4945845603942871
24,0.724505090713501,0.4882326126098633
25,0.7187017917633056,0.4737990379333496
26,0.7387723922729492,0.47589893341064454
27,0.6626309394836426,0.4510152816772461
28,0.6769580841064453,0.44438533782958983
29,0.7084558010101318,0.45952515602111815
30,0.7021678447723388,0.44015841484069823
31,0.716645622253418,0.43986310958862307
32,0.7409453868865967,0.4499527931213379
33,0.6254546165466308,0.41793599128723147
34,0.6874831199645997,0.4294684410095215
35,0.688758134841919,0.427736234664917
36,0.7125572840372721,0.4195396900177002
37,0.6997092723846435,0.41309142112731934
38,0.7375636100769043,0.40471630096435546
39,0.6771324634552002,0.41824955940246583
40,0.681199312210083,0.39534826278686525
41,0.7325184504191081,0.39990055561065674
42,0.5821463108062744,0.3972280025482178
43,0.8524622917175293,0.40390949249267577
44,0.6731656074523926,0.3981102228164673
45,0.6633571147918701,0.3979771137237549
46,0.6466885248819987,0.3815844774246216
47,0.6148069858551025,0.3693424463272095
48,0.7449821949005127,0.3839066505432129
49,0.6603128910064697,0.3860133409500122
50,0.6585703372955323,0.3677558660507202
51,0.6566714604695638,0.3697353363037109
52,0.6096487998962402,0.3863168478012085
53,0.5365338802337647,0.36593379974365237
54,0.6413010597229004,0.39502859115600586
55,0.6513965129852295,0.3630079984664917
56,0.6546159108479818,0.37095069885253906
57,0.5337695121765137,0.3587412595748901
58,0.5592123985290527,0.35177900791168215
59,0.6307468414306641,0.35013623237609864
60,0.6348385810852051,0.3582517862319946
61,0.5799555460611979,0.344250226020813
62,0.5896972179412842,0.35562982559204104
63,0.6259897708892822,0.33547534942626955
64,0.629167890548706,0.36174798011779785
65,0.6330198764801025,0.3428625583648682
66,0.6081235885620118,0.34135756492614744
67,0.6332560062408448,0.331300687789917
68,0.5692601203918457,0.33285672664642335
69,0.6235179901123047,0.33071978092193605
70,0.6239741325378418,0.3334142446517944
71,0.6316464106241862,0.3227344751358032
72,0.5682912826538086,0.32258555889129636
73,0.46614909172058105,0.33151707649230955
74,0.6214791297912597,0.32191874980926516
75,0.6186428070068359,0.31519057750701907
76,0.6420988082885742,0.3118854522705078
77,0.5342471599578857,0.3109262466430664
78,0.68951416015625,0.3097447395324707
79,0.6021624565124511,0.3048412322998047
80,0.6084658145904541,0.31385691165924073
81,0.5943700790405273,0.298563814163208
82,0.6199628353118897,0.29327356815338135
83,0.6129550457000732,0.2966825246810913
84,0.6054714679718017,0.3057608127593994
85,0.6037694931030273,0.28830890655517577
86,0.5849606196085612,0.309260892868042
87,0.659552812576294,0.2946608304977417
88,0.6381807804107666,0.3002279758453369
89,0.5978833675384522,0.2956428527832031
90,0.6029053688049316,0.2904853582382202
91,0.6896275838216146,0.29622366428375246
92,0.5914017200469971,0.28524954319000245
93,0.6912597179412842,0.27450296878814695
94,0.5977744579315185,0.29159936904907224
95,0.5946286678314209,0.286507773399353
96,0.5358914057413737,0.28803191184997556
97,0.5973920345306396,0.27387592792510984
98,0.6014352798461914,0.2830173492431641
99,0.5884545803070068,0.2783040046691895
