,learning_rate,validity_loss
0,1e-05,2.090323028564453
1,1.2e-05,3.5658837890625
2,1.44e-05,1.5801214599609374
3,1.7279999999999997e-05,2.835321044921875
4,2.0735999999999996e-05,2.0082821655273437
5,2.4883199999999996e-05,1.6088496398925782
6,2.9859839999999994e-05,1.5817268371582032
7,3.583180799999999e-05,1.6734298706054687
8,4.299816959999999e-05,1.4029156494140624
9,5.159780351999999e-05,1.4164739990234374
10,6.191736422399998e-05,3.1258831787109376
11,7.430083706879998e-05,1.7665945434570312
12,8.916100448255998e-05,1.3454206848144532
13,0.00010699320537907197,2.1660226440429686
14,0.00012839184645488635,1.1874847412109375
15,0.0001540702157458636,1.1108839416503906
16,0.0001848842588950363,1.2815174865722656
17,0.00022186111067404356,1.0752306365966797
18,0.00026623333280885225,1.3063613891601562
19,0.00031947999937062267,1.284722900390625
20,0.0003833759992447472,0.9095017242431641
21,0.0004600511990936966,1.0650745391845704
22,0.0005520614389124359,0.955576171875
23,0.000662473726694923,0.8938677978515625
24,0.0007949684720339076,0.8714601135253907
25,0.0009539621664406891,0.8390351104736328
26,0.001144754599728827,0.9450209045410156
27,0.0013737055196745922,0.9408805084228515
28,0.0016484466236095106,0.8111258697509766
29,0.0019781359483314128,0.8935460662841797
30,0.0023737631379976954,0.8934691619873046
31,0.0028485157655972343,0.9263997650146485
32,0.003418218918716681,0.9179854583740235
33,0.004101862702460017,0.9320015716552734
34,0.00492223524295202,0.8900850677490234
35,0.005906682291542424,0.9028437042236328
36,0.0070880187498509085,0.879031982421875
37,0.00850562249982109,0.9472248840332032
38,0.010206746999785308,0.9696197509765625
39,0.01224809639974237,0.9847171783447266
40,0.014697715679690842,1.0649716186523437
41,0.017637258815629008,1.1015003204345704
42,0.021164710578754808,1.1550205993652343
43,0.02539765269450577,1.3573727416992187
44,0.03047718323340692,1.5612997436523437
45,0.0365726198800883,2.0528225708007812
46,0.04388714385610596,2.67981689453125
47,0.05266457262732715,3.157561950683594
48,0.06319748715279258,4.266755981445312
49,0.0758369845833511,5.773043823242188
50,0.09100438150002131,6.912828979492187
