,train_losses,valid_losses
0,1.050989818572998,0.8729742050170899
1,0.8182769139607747,0.6704597473144531
2,0.8436125755310059,0.5923474311828614
3,0.6535090446472168,0.5412557601928711
4,0.7951254844665527,0.4782551765441895
5,0.7653421878814697,0.43676071166992186
6,0.755967394510905,0.38400452136993407
7,0.7293732643127442,0.3548949480056763
8,0.7226637840270996,0.33201136589050295
9,0.7277293682098389,0.3293212175369263
10,0.7173825740814209,0.28331077098846436
11,0.6538549423217773,0.26833257675170896
12,0.6841749668121337,0.26068179607391356
13,0.7438763618469239,0.233278489112854
14,0.700266981124878,0.2322854518890381
15,0.6974737644195557,0.22270545959472657
16,0.7706768035888671,0.1981329083442688
17,0.785628080368042,0.20345001220703124
18,0.4637301921844482,0.18547725677490234
19,0.6743363857269287,0.16816310882568358
20,0.6743412017822266,0.16462599039077758
21,0.6721576054890951,0.1585660457611084
22,0.7194107055664063,0.14990813732147218
23,0.6441205978393555,0.1452542781829834
24,0.658074140548706,0.1329050302505493
25,0.6487718105316163,0.1322234034538269
26,0.6861152648925781,0.1385646343231201
27,0.6502429485321045,0.127146315574646
28,0.6184355258941651,0.11554970741271972
29,0.644432783126831,0.13051341772079467
30,0.6320747375488281,0.11619035005569459
31,0.7002883911132812,0.10973496437072754
32,0.686283016204834,0.1141731858253479
33,0.5927374362945557,0.0987673282623291
34,0.626507568359375,0.09710161089897155
35,0.6188114643096924,0.0967541754245758
36,0.6385705312093098,0.1137052297592163
37,0.688925313949585,0.09884880781173706
38,0.5950188159942627,0.09995898604393005
39,0.6259026527404785,0.09571307301521301
40,0.6095110416412354,0.09834108352661133
41,0.6102221171061198,0.09969183206558227
42,0.6441977977752685,0.1056984543800354
43,0.6287622928619385,0.08576428890228271
44,0.599296236038208,0.08918902277946472
45,0.602972412109375,0.07914166450500489
46,0.6458260218302408,0.0818731427192688
47,0.6096603393554687,0.08149617314338684
48,0.5393870830535888,0.0896174132823944
49,0.5807827472686767,0.08376239538192749
50,0.5773704051971436,0.07267571091651917
51,0.6421260197957357,0.07710919976234436
52,0.6066042900085449,0.065700101852417
53,0.4649802684783936,0.07513223886489868
54,0.5739384174346924,0.0744040548801422
55,0.5620336055755615,0.07023153305053711
56,0.5413286209106445,0.06526998281478882
57,0.6056046962738038,0.06991759538650513
58,0.5834701061248779,0.06176522970199585
59,0.5553118705749511,0.05895830392837524
60,0.5490705966949463,0.0663470208644867
61,0.5119533538818359,0.07148838639259339
62,0.5905829906463623,0.06625195741653442
63,0.5431494235992431,0.0642422080039978
64,0.554257583618164,0.06792765259742736
65,0.5353094577789307,0.07075574994087219
66,0.5897361755371093,0.07131381034851074
67,0.5768393993377685,0.06762913465499878
68,0.40971975326538085,0.0631445050239563
69,0.528022575378418,0.06427847743034362
70,0.5254337310791015,0.05393145680427551
71,0.531790002187093,0.057376629114151
72,0.5492684841156006,0.06482081413269043
73,0.5230646133422852,0.061273610591888426
74,0.518123197555542,0.06493441462516784
75,0.5132765769958496,0.054827159643173216
76,0.5039785703023275,0.06592450737953186
77,0.5119687080383301,0.05375763177871704
78,0.5394963264465332,0.06035405993461609
79,0.5006153583526611,0.06523457765579224
80,0.5010350704193115,0.05621389746665954
81,0.49591147104899086,0.06070765256881714
82,0.5361725807189941,0.05882145762443543
83,0.4628709316253662,0.06664019823074341
84,0.48822574615478515,0.057532256841659545
85,0.4964923858642578,0.04832943081855774
86,0.4864490509033203,0.052199095487594604
87,0.5268617630004883,0.050278693437576294
88,0.4216522216796875,0.057289290428161624
89,0.48991665840148924,0.05136663317680359
90,0.476868724822998,0.05133569836616516
91,0.4807689348856608,0.051080328226089475
92,0.49542860984802245,0.05537218451499939
93,0.4048881530761719,0.047318434715270995
94,0.4619752407073975,0.04053725302219391
95,0.4737092018127441,0.05579968094825745
96,0.47219870885213217,0.05394721031188965
97,0.433594274520874,0.057523906230926514
98,0.4147204875946045,0.05665118098258972
99,0.45795254707336425,0.054025405645370485
100,0.46495709419250486,0.056314504146575926
101,0.4657847086588542,0.05025909543037414
102,0.4310105800628662,0.04452983736991882
103,0.5201406478881836,0.04385895729064941
104,0.45661377906799316,0.04316655397415161
105,0.4499511241912842,0.05163617134094238
106,0.4968123435974121,0.05622929334640503
107,0.49988861083984376,0.06283203959465027
108,0.4819027900695801,0.053879737854003906
109,0.43893914222717284,0.05267651677131653
110,0.4370131492614746,0.04661195278167725
111,0.41981703440348306,0.04550533890724182
112,0.40175976753234866,0.052370095252990724
113,0.43524441719055174,0.04630515277385712
114,0.4329411029815674,0.0542415976524353
115,0.4281471252441406,0.04621555507183075
116,0.45101868311564125,0.04245946705341339
117,0.37896413803100587,0.04363384246826172
118,0.45238800048828126,0.042341896891593934
119,0.4269870281219482,0.044633987545967105
120,0.4290192127227783,0.05315043330192566
121,0.4246521949768066,0.04822881519794464
122,0.4459249496459961,0.04738475978374481
123,0.4714516639709473,0.04591252207756043
124,0.41017675399780273,0.0446839302778244
125,0.40120997428894045,0.04071773290634155
126,0.4315770149230957,0.03995594382286072
127,0.4463809490203857,0.04562358260154724
128,0.3183180093765259,0.04028400182723999
129,0.39442899227142336,0.05130759477615356
130,0.39526383876800536,0.0421880841255188
131,0.4155043919881185,0.04238005578517914
132,0.3729733467102051,0.047604307532310486
133,0.4630000591278076,0.040567412972450256
134,0.3936795473098755,0.041526758670806886
135,0.3938733100891113,0.044113215804100034
136,0.38968578974405926,0.048310187458992
137,0.3655785799026489,0.045514294505119325
138,0.38096773624420166,0.04079156517982483
139,0.3926563024520874,0.042952355742454526
140,0.37682156562805175,0.0370481550693512
141,0.40128049850463865,0.043887016177177426
142,0.3701413631439209,0.04081798791885376
143,0.30271928310394286,0.048844724893569946
144,0.37190215587615966,0.045131105184555056
145,0.3822044610977173,0.054002678394317626
146,0.377282969156901,0.048281428217887876
147,0.3624969244003296,0.04163224995136261
148,0.4150890350341797,0.042513296008110046
149,0.38336520195007323,0.040638452768325804
150,0.3774028539657593,0.034345030784606934
151,0.37146387100219724,0.04972539246082306
152,0.39959425926208497,0.04600844383239746
153,0.41194639205932615,0.04150612354278564
154,0.3774892568588257,0.04474542140960693
155,0.36314711570739744,0.03360293209552765
156,0.35976921717325844,0.03560697436332703
157,0.37045505046844485,0.035371461510658266
158,0.3721402645111084,0.03542906641960144
159,0.3569016695022583,0.03633730411529541
160,0.3577256679534912,0.04451877474784851
161,0.3790244738260905,0.04511987566947937
162,0.3622864246368408,0.04208362400531769
163,0.47694826126098633,0.03882316052913666
164,0.36105809211730955,0.04103738069534302
165,0.35484282970428466,0.042310905456542966
166,0.34585723876953123,0.04254286885261536
167,0.3422435522079468,0.03533075749874115
168,0.35923917293548585,0.039016199111938474
169,0.3469706058502197,0.03839839994907379
170,0.3420113563537598,0.040556329488754275
171,0.3295717239379883,0.03636751770973205
172,0.3664249897003174,0.033264380693435666
173,0.36288340091705323,0.03804816901683807
174,0.3513981819152832,0.039117032289505006
175,0.3333944082260132,0.039581391215324405
176,0.34782819747924804,0.052844226360321045
177,0.29220218658447267,0.038352927565574645
178,0.3411058187484741,0.04053826332092285
179,0.33631584644317625,0.04118605256080628
180,0.3403500556945801,0.04377602636814117
181,0.34470961888631185,0.034162205457687375
182,0.30461137294769286,0.045907461643218996
183,0.349456262588501,0.03659217953681946
184,0.33939394950866697,0.032879647612571714
185,0.3235077619552612,0.036173421144485476
186,0.3705377260843913,0.03664951324462891
187,0.32995216846466063,0.03831304609775543
188,0.29164245128631594,0.03850256502628326
189,0.3308653593063354,0.04651994705200195
190,0.3261576652526855,0.03893623948097229
191,0.3081162134806315,0.037622830271720885
192,0.3177840232849121,0.037044718861579895
193,0.30607051849365235,0.03482922613620758
194,0.3251424074172974,0.03948419988155365
195,0.3165983915328979,0.03179774582386017
196,0.3467865943908691,0.04325874149799347
197,0.3669029712677002,0.03232352733612061
198,0.30559091567993163,0.05090798139572143
199,0.31495473384857176,0.03835024535655975
