,train_scores_1,valid_scores_1,train_scores_2,valid_scores_2,train_scores_3,valid_scores_3
106,{'mean_absolute_error': 0.32936443881619615},{'mean_absolute_error': 1.1630073646868366},{'mean_absolute_error': 0.360370617387519},{'mean_absolute_error': 1.1416733192675284},{'mean_absolute_error': 0.3515545051936591},{'mean_absolute_error': 1.0951225184019537}
107,{'mean_absolute_error': 0.28610359672217717},{'mean_absolute_error': 1.1359544636489547},{'mean_absolute_error': 0.32458673573497004},{'mean_absolute_error': 1.0928640397338527},{'mean_absolute_error': 0.3814709106778953},{'mean_absolute_error': 1.1708974546768827}
108,{'mean_absolute_error': 0.342678547986175},{'mean_absolute_error': 1.1170763933404897},{'mean_absolute_error': 0.33685129189560326},{'mean_absolute_error': 1.1157960684330936},{'mean_absolute_error': 0.29408425930047283},{'mean_absolute_error': 1.1209068093079682}
109,{'mean_absolute_error': 0.3105795748540123},{'mean_absolute_error': 1.1624230669143965},{'mean_absolute_error': 0.3580862355459},{'mean_absolute_error': 1.144974268983454},{'mean_absolute_error': 0.32731147380776954},{'mean_absolute_error': 1.1525519719530049}
110,{'mean_absolute_error': 0.3156145675275587},{'mean_absolute_error': 1.1226661236122273},{'mean_absolute_error': 0.3935112065973324},{'mean_absolute_error': 1.1908875039238447},{'mean_absolute_error': 0.37586639811728134},{'mean_absolute_error': 1.121505045285158}
111,{'mean_absolute_error': 0.3105059244474414},{'mean_absolute_error': 1.1457879141310436},{'mean_absolute_error': 0.351880926683096},{'mean_absolute_error': 1.1283858871558654},{'mean_absolute_error': 0.2818118995915403},{'mean_absolute_error': 1.1084990336061087}
112,{'mean_absolute_error': 0.27792904768912763},{'mean_absolute_error': 1.1497091433510118},{'mean_absolute_error': 0.3089347195830135},{'mean_absolute_error': 1.134492078984787},{'mean_absolute_error': 0.36287972508554095},{'mean_absolute_error': 1.0953795779124902}
113,{'mean_absolute_error': 0.29298575547151745},{'mean_absolute_error': 1.130051301910498},{'mean_absolute_error': 0.3224665179924286},{'mean_absolute_error': 1.1358096358945895},{'mean_absolute_error': 0.3526729993906451},{'mean_absolute_error': 1.124084415593479}
114,{'mean_absolute_error': 0.2734938093124132},{'mean_absolute_error': 1.1389900990335604},{'mean_absolute_error': 0.36182697225853144},{'mean_absolute_error': 1.0892762165917937},{'mean_absolute_error': 0.2904624801578287},{'mean_absolute_error': 1.1057588237661193}
115,{'mean_absolute_error': 0.27080831262262833},{'mean_absolute_error': 1.148618872723151},{'mean_absolute_error': 0.323228577327269},{'mean_absolute_error': 1.1574150765757272},{'mean_absolute_error': 0.3501637193666792},{'mean_absolute_error': 1.149842067529249}
116,{'mean_absolute_error': 0.2899682819323457},{'mean_absolute_error': 1.150133233826841},{'mean_absolute_error': 0.3339732257100984},{'mean_absolute_error': 1.1376568030988983},{'mean_absolute_error': 0.30813283099482636},{'mean_absolute_error': 1.0727238374976578}
117,{'mean_absolute_error': 0.3083929322791994},{'mean_absolute_error': 1.126415019819156},{'mean_absolute_error': 0.29116988737073934},{'mean_absolute_error': 1.0890824209490897},{'mean_absolute_error': 0.3297800446870961},{'mean_absolute_error': 1.1129331933173856}
118,{'mean_absolute_error': 0.27855748511311224},{'mean_absolute_error': 1.1363514020266439},{'mean_absolute_error': 0.35784730285999294},{'mean_absolute_error': 1.0824809029978377},{'mean_absolute_error': 0.307309663459192},{'mean_absolute_error': 1.0947962366579362}
119,{'mean_absolute_error': 0.2638479480239233},{'mean_absolute_error': 1.1537640942047525},{'mean_absolute_error': 0.2833405128421297},{'mean_absolute_error': 1.111415490816531},{'mean_absolute_error': 0.3156265881822159},{'mean_absolute_error': 1.130727136694828}
120,{'mean_absolute_error': 0.26923530187368133},{'mean_absolute_error': 1.1344084446412712},{'mean_absolute_error': 0.2763055667626247},{'mean_absolute_error': 1.1098379581832034},{'mean_absolute_error': 0.31120705503742707},{'mean_absolute_error': 1.0770211934205203}
121,{'mean_absolute_error': 0.3439656358173737},{'mean_absolute_error': 1.1900371944476529},{'mean_absolute_error': 0.2912769075477473},{'mean_absolute_error': 1.0997854975183465},{'mean_absolute_error': 0.3117868449492837},{'mean_absolute_error': 1.1319627365520486}
122,{'mean_absolute_error': 0.2606330015399416},{'mean_absolute_error': 1.154409184465267},{'mean_absolute_error': 0.3185641131259744},{'mean_absolute_error': 1.1107650848336512},{'mean_absolute_error': 0.3108465935654087},{'mean_absolute_error': 1.115990984261531}
123,{'mean_absolute_error': 0.2827932174753006},{'mean_absolute_error': 1.1198452976461135},{'mean_absolute_error': 0.31259224786873013},{'mean_absolute_error': 1.0943452481903475},{'mean_absolute_error': 0.29253561904347325},{'mean_absolute_error': 1.0513135213788782}
124,{'mean_absolute_error': 0.28217776276912937},{'mean_absolute_error': 1.1343462847534107},{'mean_absolute_error': 0.3028692960637737},{'mean_absolute_error': 1.1452119355471435},{'mean_absolute_error': 0.38132478315659785},{'mean_absolute_error': 1.1180686017408505}
125,{'mean_absolute_error': 0.2809282063683588},{'mean_absolute_error': 1.121730462549123},{'mean_absolute_error': 0.27715167374120087},{'mean_absolute_error': 1.0897753450143128},{'mean_absolute_error': 0.27981139650976633},{'mean_absolute_error': 1.0753903162275285}
126,{'mean_absolute_error': 0.2577441051025773},{'mean_absolute_error': 1.1255818798048096},{'mean_absolute_error': 0.29230809567083654},{'mean_absolute_error': 1.0766792014603135},{'mean_absolute_error': 0.36596818110744833},{'mean_absolute_error': 1.0959389311357015}
127,{'mean_absolute_error': 0.32824059976809267},{'mean_absolute_error': 1.1941895081169904},{'mean_absolute_error': 0.30233092345857276},{'mean_absolute_error': 1.0740979240716817},{'mean_absolute_error': 0.26704083828262865},{'mean_absolute_error': 1.1085758008815254}
128,{'mean_absolute_error': 0.30628369087954843},{'mean_absolute_error': 1.1311603134035433},{'mean_absolute_error': 0.30987458152810005},{'mean_absolute_error': 1.0632826990512574},{'mean_absolute_error': 0.30679046538315696},{'mean_absolute_error': 1.0712183371202413}
129,{'mean_absolute_error': 0.28778816348081293},{'mean_absolute_error': 1.1521565358139436},{'mean_absolute_error': 0.358495333068927},{'mean_absolute_error': 1.1188380982115609},{'mean_absolute_error': 0.288398919514381},{'mean_absolute_error': 1.0681805261779214}
130,{'mean_absolute_error': 0.3421716682406851},{'mean_absolute_error': 1.188392015592187},{'mean_absolute_error': 0.28288174611322414},{'mean_absolute_error': 1.0950174710023608},{'mean_absolute_error': 0.27693136755219644},{'mean_absolute_error': 1.0594797703260102}
131,{'mean_absolute_error': 0.29026730225921904},{'mean_absolute_error': 1.1322772864239659},{'mean_absolute_error': 0.3332747242667295},{'mean_absolute_error': 1.1189874575481586},{'mean_absolute_error': 0.2903556496847277},{'mean_absolute_error': 1.0626205980509653}
132,{'mean_absolute_error': 0.33865401064873263},{'mean_absolute_error': 1.1949653396385935},{'mean_absolute_error': 0.27583500019381463},{'mean_absolute_error': 1.1518839384918385},{'mean_absolute_error': 0.2722479315331008},{'mean_absolute_error': 1.0600258718501991}
133,{'mean_absolute_error': 0.25016076737249765},{'mean_absolute_error': 1.155948789012641},{'mean_absolute_error': 0.32640678327774303},{'mean_absolute_error': 1.1652008962725113},{'mean_absolute_error': 0.32424162668764733},{'mean_absolute_error': 1.1366376631490305}
134,{'mean_absolute_error': 0.25782305144927126},{'mean_absolute_error': 1.1943914162834608},{'mean_absolute_error': 0.2960457010543295},{'mean_absolute_error': 1.113073113004417},{'mean_absolute_error': 0.2948325641164901},{'mean_absolute_error': 1.1061234975211418}
135,{'mean_absolute_error': 0.2888433014221496},{'mean_absolute_error': 1.1396039069895445},{'mean_absolute_error': 0.3329408508057974},{'mean_absolute_error': 1.0672387975920272},{'mean_absolute_error': 0.276174332922335},{'mean_absolute_error': 1.084132804438938}
136,{'mean_absolute_error': 0.2697642545036814},{'mean_absolute_error': 1.1729905714845528},{'mean_absolute_error': 0.2777330213405615},{'mean_absolute_error': 1.1036265098490594},{'mean_absolute_error': 0.3302098384997649},{'mean_absolute_error': 1.0726348918111805}
137,{'mean_absolute_error': 0.28104226392900955},{'mean_absolute_error': 1.1450140291577933},{'mean_absolute_error': 0.30941824128446566},{'mean_absolute_error': 1.1155422224220948},{'mean_absolute_error': 0.2522936767990835},{'mean_absolute_error': 1.1289061707326618}
138,{'mean_absolute_error': 0.2523480137802085},{'mean_absolute_error': 1.167301780540041},{'mean_absolute_error': 0.3726234554266584},{'mean_absolute_error': 1.1255443571090278},{'mean_absolute_error': 0.25905435856233555},{'mean_absolute_error': 1.1027135413871478}
139,{'mean_absolute_error': 0.2538658744565055},{'mean_absolute_error': 1.1329902933513045},{'mean_absolute_error': 0.32740664217730897},{'mean_absolute_error': 1.1433576800037368},{'mean_absolute_error': 0.37484170204670164},{'mean_absolute_error': 1.1143716827623114}
140,{'mean_absolute_error': 0.25100948651243454},{'mean_absolute_error': 1.1520148473371172},{'mean_absolute_error': 0.2626394672480298},{'mean_absolute_error': 1.0931538164314567},{'mean_absolute_error': 0.2753361225328132},{'mean_absolute_error': 1.103589671674411}
141,{'mean_absolute_error': 0.23858482365082012},{'mean_absolute_error': 1.1471105549044778},{'mean_absolute_error': 0.3035548124254246},{'mean_absolute_error': 1.0843783530021396},{'mean_absolute_error': 0.27644604898647246},{'mean_absolute_error': 1.1527375373260103}
142,{'mean_absolute_error': 0.2603341614615292},{'mean_absolute_error': 1.1334967168407055},{'mean_absolute_error': 0.2780729539603132},{'mean_absolute_error': 1.0939755038736503},{'mean_absolute_error': 0.2862502841273277},{'mean_absolute_error': 1.0689128625470612}
143,{'mean_absolute_error': 0.29817958285679813},{'mean_absolute_error': 1.1410783786644818},{'mean_absolute_error': 0.25747276844579425},{'mean_absolute_error': 1.1020361286009783},{'mean_absolute_error': 0.32645893260088266},{'mean_absolute_error': 1.118986244070484}
144,{'mean_absolute_error': 0.23891805219063994},{'mean_absolute_error': 1.165553628571575},{'mean_absolute_error': 0.3640727424192506},{'mean_absolute_error': 1.1620482143180457},{'mean_absolute_error': 0.2633808719378398},{'mean_absolute_error': 1.0710559014136876}
145,{'mean_absolute_error': 0.2349907342060293},{'mean_absolute_error': 1.141319087765304},{'mean_absolute_error': 0.2649372399192603},{'mean_absolute_error': 1.0987973711230912},{'mean_absolute_error': 0.27550534616199224},{'mean_absolute_error': 1.0934338023948498}
146,{'mean_absolute_error': 0.2501686508625668},{'mean_absolute_error': 1.1710259943003802},{'mean_absolute_error': 0.27384926660705877},{'mean_absolute_error': 1.1232916800600479},{'mean_absolute_error': 0.24298195733536496},{'mean_absolute_error': 1.1264799695271759}
147,{'mean_absolute_error': 0.2798105075027954},{'mean_absolute_error': 1.137686679625426},{'mean_absolute_error': 0.3027102550044226},{'mean_absolute_error': 1.0854541858387956},{'mean_absolute_error': 0.3035830003457394},{'mean_absolute_error': 1.0641005704343858}
148,{'mean_absolute_error': 0.2218696697032048},{'mean_absolute_error': 1.133608962104015},{'mean_absolute_error': 0.25820165312865573},{'mean_absolute_error': 1.094957090185083},{'mean_absolute_error': 0.28746869332229685},{'mean_absolute_error': 1.0894365184836383}
149,{'mean_absolute_error': 0.24944985968301162},{'mean_absolute_error': 1.1364491291632035},{'mean_absolute_error': 0.2659014110812353},{'mean_absolute_error': 1.1119399597058852},{'mean_absolute_error': 0.31789237697156825},{'mean_absolute_error': 1.1490055530631476}
150,{'mean_absolute_error': 0.2037451867866949},{'mean_absolute_error': 1.145120039507555},{'mean_absolute_error': 0.2681653858307291},{'mean_absolute_error': 1.1000295590795768},{'mean_absolute_error': 0.26583132554543454},{'mean_absolute_error': 1.057638891318069}
151,{'mean_absolute_error': 0.24933066463270348},{'mean_absolute_error': 1.1476089638908098},{'mean_absolute_error': 0.2948870760842019},{'mean_absolute_error': 1.094960419454188},{'mean_absolute_error': 0.2677286662804967},{'mean_absolute_error': 1.0844182736191201}
152,{'mean_absolute_error': 0.2571361576367483},{'mean_absolute_error': 1.1390749223207646},{'mean_absolute_error': 0.25792501652235306},{'mean_absolute_error': 1.1330157239457004},{'mean_absolute_error': 0.24070521359941324},{'mean_absolute_error': 1.0866993352196457}
153,{'mean_absolute_error': 0.2962833427921872},{'mean_absolute_error': 1.1538431333634511},{'mean_absolute_error': 0.252796000470171},{'mean_absolute_error': 1.120273183755088},{'mean_absolute_error': 0.236832490726267},{'mean_absolute_error': 1.0901987237893103}
154,{'mean_absolute_error': 0.2345217277623651},{'mean_absolute_error': 1.1653319765498704},{'mean_absolute_error': 0.2684762866041414},{'mean_absolute_error': 1.1147547923986862},{'mean_absolute_error': 0.22911563915755268},{'mean_absolute_error': 1.081936888847013}
155,{'mean_absolute_error': 0.23490371383979824},{'mean_absolute_error': 1.1415172943943068},{'mean_absolute_error': 0.23725692607623927},{'mean_absolute_error': 1.0821160456589665},{'mean_absolute_error': 0.2262620279307223},{'mean_absolute_error': 1.0852142780564336}
156,{'mean_absolute_error': 0.21209962347370145},{'mean_absolute_error': 1.1377456674408808},{'mean_absolute_error': 0.23566033858955876},{'mean_absolute_error': 1.0799616787041473},{'mean_absolute_error': 0.24086535159332578},{'mean_absolute_error': 1.1191321157555694}
157,{'mean_absolute_error': 0.2177640363984799},{'mean_absolute_error': 1.1388700038733177},{'mean_absolute_error': 0.2891674322666221},{'mean_absolute_error': 1.1360727074982355},{'mean_absolute_error': 0.23547902590855382},{'mean_absolute_error': 1.0992220898313507}
158,{'mean_absolute_error': 0.24773464020580924},{'mean_absolute_error': 1.1297860964120428},{'mean_absolute_error': 0.2488861186629364},{'mean_absolute_error': 1.0788010600563471},{'mean_absolute_error': 0.22575474113059832},{'mean_absolute_error': 1.0885456988735918}
159,{'mean_absolute_error': 0.2144564327807859},{'mean_absolute_error': 1.1528803368496803},{'mean_absolute_error': 0.2491220908004613},{'mean_absolute_error': 1.0893788723334321},{'mean_absolute_error': 0.22851301014584857},{'mean_absolute_error': 1.0812481252024253}
160,{'mean_absolute_error': 0.264767401908196},{'mean_absolute_error': 1.1831939782736087},{'mean_absolute_error': 0.23617231249328763},{'mean_absolute_error': 1.111798111015101},{'mean_absolute_error': 0.261235990782748},{'mean_absolute_error': 1.079245523521011}
161,{'mean_absolute_error': 0.21381556243441885},{'mean_absolute_error': 1.166486150315218},{'mean_absolute_error': 0.23678481206018795},{'mean_absolute_error': 1.088536112410026},{'mean_absolute_error': 0.23404956362820495},{'mean_absolute_error': 1.0965412806202266}
162,{'mean_absolute_error': 0.24094400581049777},{'mean_absolute_error': 1.1441492898954388},{'mean_absolute_error': 0.23021248973742947},{'mean_absolute_error': 1.0830795072864081},{'mean_absolute_error': 0.28271930554550845},{'mean_absolute_error': 1.0594375664766236}
163,{'mean_absolute_error': 0.28226505776243993},{'mean_absolute_error': 1.1463330546497246},{'mean_absolute_error': 0.24019670738443594},{'mean_absolute_error': 1.117829883645389},{'mean_absolute_error': 0.2670465440515026},{'mean_absolute_error': 1.0700706837466738}
164,{'mean_absolute_error': 0.24478323211856293},{'mean_absolute_error': 1.1329000518808106},{'mean_absolute_error': 0.23862053784444748},{'mean_absolute_error': 1.0816567413752336},{'mean_absolute_error': 0.22831294297539442},{'mean_absolute_error': 1.0716800114831604}
165,{'mean_absolute_error': 0.2890852049567608},{'mean_absolute_error': 1.131130270059727},{'mean_absolute_error': 0.26044822851935834},{'mean_absolute_error': 1.0923957096296977},{'mean_absolute_error': 0.23655838135055837},{'mean_absolute_error': 1.0901958131428768}
166,{'mean_absolute_error': 0.281922805467575},{'mean_absolute_error': 1.168204453446776},{'mean_absolute_error': 0.27106258240267506},{'mean_absolute_error': 1.1041918999043379},{'mean_absolute_error': 0.22047545862964688},{'mean_absolute_error': 1.0820170897935832}
167,{'mean_absolute_error': 0.2581855797723509},{'mean_absolute_error': 1.1510287148692055},{'mean_absolute_error': 0.23868175470326358},{'mean_absolute_error': 1.103178670228188},{'mean_absolute_error': 0.21493257038895866},{'mean_absolute_error': 1.0985546060146412}
168,{'mean_absolute_error': 0.24236272536583683},{'mean_absolute_error': 1.120399489944391},{'mean_absolute_error': 0.2188018027315219},{'mean_absolute_error': 1.09657792114618},{'mean_absolute_error': 0.2378084212216674},{'mean_absolute_error': 1.08453555413711}
169,{'mean_absolute_error': 0.3018358702179456},{'mean_absolute_error': 1.1798878476316021},{'mean_absolute_error': 0.2562361844302942},{'mean_absolute_error': 1.068786465179574},{'mean_absolute_error': 0.24038870818328306},{'mean_absolute_error': 1.0727549936292728}
170,{'mean_absolute_error': 0.22662139931182224},{'mean_absolute_error': 1.1589458681536924},{'mean_absolute_error': 0.2226174068780008},{'mean_absolute_error': 1.0997841204254035},{'mean_absolute_error': 0.2134828671967192},{'mean_absolute_error': 1.0924582321304122}
171,{'mean_absolute_error': 0.21677996037991495},{'mean_absolute_error': 1.1375081707199453},{'mean_absolute_error': 0.23749565582019155},{'mean_absolute_error': 1.1042506198362139},{'mean_absolute_error': 0.26321195046060486},{'mean_absolute_error': 1.1159348789176293}
172,{'mean_absolute_error': 0.26780658740926366},{'mean_absolute_error': 1.130508715813592},{'mean_absolute_error': 0.2609202102625953},{'mean_absolute_error': 1.0895597585792725},{'mean_absolute_error': 0.21758636217295474},{'mean_absolute_error': 1.0565197210021504}
173,{'mean_absolute_error': 0.22980112518510218},{'mean_absolute_error': 1.151096582581967},{'mean_absolute_error': 0.2241284214649944},{'mean_absolute_error': 1.088538010129906},{'mean_absolute_error': 0.24199971198192843},{'mean_absolute_error': 1.0823849694222332}
174,{'mean_absolute_error': 0.2528086915553304},{'mean_absolute_error': 1.11929523466922},{'mean_absolute_error': 0.3163646211960922},{'mean_absolute_error': 1.1266533653467734},{'mean_absolute_error': 0.2585212370571581},{'mean_absolute_error': 1.0503631157025497}
175,{'mean_absolute_error': 0.21203534588627937},{'mean_absolute_error': 1.1578381015459642},{'mean_absolute_error': 0.2358666321104895},{'mean_absolute_error': 1.1048798036122105},{'mean_absolute_error': 0.2361579744894334},{'mean_absolute_error': 1.1139023528601069}
176,{'mean_absolute_error': 0.24387539277746753},{'mean_absolute_error': 1.1351196152846124},{'mean_absolute_error': 0.2673605251107246},{'mean_absolute_error': 1.0773340874266155},{'mean_absolute_error': 0.27571352895884965},{'mean_absolute_error': 1.0935761839865425}
177,{'mean_absolute_error': 0.20579162530651116},{'mean_absolute_error': 1.1567238408568796},{'mean_absolute_error': 0.27487208267941454},{'mean_absolute_error': 1.0902939146214157},{'mean_absolute_error': 0.26418866388351986},{'mean_absolute_error': 1.111656581231}
178,{'mean_absolute_error': 0.2764176455861705},{'mean_absolute_error': 1.1273797229014486},{'mean_absolute_error': 0.3489350540705235},{'mean_absolute_error': 1.1448881153566681},{'mean_absolute_error': 0.2188783840344407},{'mean_absolute_error': 1.073899857844136}
179,{'mean_absolute_error': 0.21844236678248813},{'mean_absolute_error': 1.1546389465656874},{'mean_absolute_error': 0.2666686594565755},{'mean_absolute_error': 1.0782485673772764},{'mean_absolute_error': 0.37232033900160627},{'mean_absolute_error': 1.1602478358496184}
180,{'mean_absolute_error': 0.2536263169814672},{'mean_absolute_error': 1.1075009009939436},{'mean_absolute_error': 0.22194489300582923},{'mean_absolute_error': 1.1127304275279262},{'mean_absolute_error': 0.2624308372963168},{'mean_absolute_error': 1.0882412291066403}
181,{'mean_absolute_error': 0.2491780317430169},{'mean_absolute_error': 1.1304537511666983},{'mean_absolute_error': 0.24734969489752875},{'mean_absolute_error': 1.097749442368999},{'mean_absolute_error': 0.20591863025341747},{'mean_absolute_error': 1.0679208973727836}
182,{'mean_absolute_error': 0.2130026502358577},{'mean_absolute_error': 1.1460406511999053},{'mean_absolute_error': 0.2823214940089421},{'mean_absolute_error': 1.0854546208490976},{'mean_absolute_error': 0.2214675367551066},{'mean_absolute_error': 1.0797084869867353}
183,{'mean_absolute_error': 0.263161153565527},{'mean_absolute_error': 1.1324163776154346},{'mean_absolute_error': 0.24869737306787393},{'mean_absolute_error': 1.0807744992006396},{'mean_absolute_error': 0.24327399588076046},{'mean_absolute_error': 1.0792045592526684}
184,{'mean_absolute_error': 0.21933494589405922},{'mean_absolute_error': 1.1464838616820532},{'mean_absolute_error': 0.261187234333388},{'mean_absolute_error': 1.1204147204065011},{'mean_absolute_error': 0.2677727631083777},{'mean_absolute_error': 1.097014994756337}
185,{'mean_absolute_error': 0.19139622958250685},{'mean_absolute_error': 1.1414476478866253},{'mean_absolute_error': 0.2701011999335216},{'mean_absolute_error': 1.0847454822788658},{'mean_absolute_error': 0.22798012093423875},{'mean_absolute_error': 1.0506477301399664}
186,{'mean_absolute_error': 0.19345871554265687},{'mean_absolute_error': 1.160595419182771},{'mean_absolute_error': 0.2256928607792242},{'mean_absolute_error': 1.1022144046411453},{'mean_absolute_error': 0.21739942079925795},{'mean_absolute_error': 1.087458051683951}
187,{'mean_absolute_error': 0.226107192151201},{'mean_absolute_error': 1.1382187608232335},{'mean_absolute_error': 0.2261438138763695},{'mean_absolute_error': 1.0658530379421354},{'mean_absolute_error': 0.24585359921167715},{'mean_absolute_error': 1.0780574462615}
188,{'mean_absolute_error': 0.20586691876535917},{'mean_absolute_error': 1.157676227649694},{'mean_absolute_error': 0.2467330058958377},{'mean_absolute_error': 1.0747487906597029},{'mean_absolute_error': 0.24056742923250934},{'mean_absolute_error': 1.0590720585287208}
189,{'mean_absolute_error': 0.2380350976754339},{'mean_absolute_error': 1.1596228223743843},{'mean_absolute_error': 0.2727000560628183},{'mean_absolute_error': 1.0624646246076725},{'mean_absolute_error': 0.21700995707520598},{'mean_absolute_error': 1.070319305311646}
190,{'mean_absolute_error': 0.24746607832676407},{'mean_absolute_error': 1.1673327462419834},{'mean_absolute_error': 0.23306217206063654},{'mean_absolute_error': 1.0763206950041806},{'mean_absolute_error': 0.26080608425661195},{'mean_absolute_error': 1.0708746469029464}
191,{'mean_absolute_error': 0.20833185638474033},{'mean_absolute_error': 1.1380188269568394},{'mean_absolute_error': 0.2107017853598947},{'mean_absolute_error': 1.0941120731762188},{'mean_absolute_error': 0.22784035776766673},{'mean_absolute_error': 1.0661102418114465}
192,{'mean_absolute_error': 0.2310630114228565},{'mean_absolute_error': 1.1677382941185692},{'mean_absolute_error': 0.22861649394520622},{'mean_absolute_error': 1.0829991496339766},{'mean_absolute_error': 0.23111739932172398},{'mean_absolute_error': 1.1156863951487561}
193,{'mean_absolute_error': 0.19749267952560365},{'mean_absolute_error': 1.1489996834564462},{'mean_absolute_error': 0.21667940837929817},{'mean_absolute_error': 1.0823804021282004},{'mean_absolute_error': 0.22167532887981273},{'mean_absolute_error': 1.0870746617214861}
194,{'mean_absolute_error': 0.21311353362604454},{'mean_absolute_error': 1.1713873429396426},{'mean_absolute_error': 0.28629628766005},{'mean_absolute_error': 1.0625106933930715},{'mean_absolute_error': 0.2532742414840061},{'mean_absolute_error': 1.094437369586659}
195,{'mean_absolute_error': 0.19868080759820958},{'mean_absolute_error': 1.1400535848992586},{'mean_absolute_error': 0.21298292152154186},{'mean_absolute_error': 1.067852673223324},{'mean_absolute_error': 0.24471253238640936},{'mean_absolute_error': 1.0581477649462998}
196,{'mean_absolute_error': 0.24308539728770573},{'mean_absolute_error': 1.1462326577262651},{'mean_absolute_error': 0.23703075449318015},{'mean_absolute_error': 1.085484146423043},{'mean_absolute_error': 0.21560341064111252},{'mean_absolute_error': 1.0844040776475234}
197,{'mean_absolute_error': 0.21117594603688536},{'mean_absolute_error': 1.141203947198938},{'mean_absolute_error': 0.23155881580585203},{'mean_absolute_error': 1.0796195526156482},{'mean_absolute_error': 0.30209489699011377},{'mean_absolute_error': 1.1318319505092238}
198,{'mean_absolute_error': 0.19921654842293082},{'mean_absolute_error': 1.1398698493877577},{'mean_absolute_error': 0.2557467077089858},{'mean_absolute_error': 1.1011393692115912},{'mean_absolute_error': 0.2073086652899926},{'mean_absolute_error': 1.0692374633565813}
199,{'mean_absolute_error': 0.24172764379133452},{'mean_absolute_error': 1.1404933506361017},{'mean_absolute_error': 0.22974883188556913},{'mean_absolute_error': 1.0748009699681877},{'mean_absolute_error': 0.19776715819815358},{'mean_absolute_error': 1.065623259057653}
200,{'mean_absolute_error': 0.2362483989776707},{'mean_absolute_error': 1.149071915159437},{'mean_absolute_error': 0.3080767907727694},{'mean_absolute_error': 1.1024086360994105},{'mean_absolute_error': 0.22832595253646595},{'mean_absolute_error': 1.0890079443787621}
201,{'mean_absolute_error': 0.18709612583046872},{'mean_absolute_error': 1.1430689154702176},{'mean_absolute_error': 0.20966625215262677},{'mean_absolute_error': 1.0831787918121936},{'mean_absolute_error': 0.19714567305108052},{'mean_absolute_error': 1.0737884740389854}
202,{'mean_absolute_error': 0.2038059351733931},{'mean_absolute_error': 1.1343627556075537},{'mean_absolute_error': 0.2904825654700654},{'mean_absolute_error': 1.147475215137509},{'mean_absolute_error': 0.22877519647786146},{'mean_absolute_error': 1.0836217989186034}
203,{'mean_absolute_error': 0.25143859174405153},{'mean_absolute_error': 1.1606578848953248},{'mean_absolute_error': 0.2554034919881463},{'mean_absolute_error': 1.0655400519684068},{'mean_absolute_error': 0.19461163955601413},{'mean_absolute_error': 1.0811158858471845}
204,{'mean_absolute_error': 0.1951388672474269},{'mean_absolute_error': 1.1539668303081212},{'mean_absolute_error': 0.37251695350589364},{'mean_absolute_error': 1.208768240518872},{'mean_absolute_error': 0.28122630582609726},{'mean_absolute_error': 1.025367079162273}
205,{'mean_absolute_error': 0.2351281179335236},{'mean_absolute_error': 1.1369034269874911},{'mean_absolute_error': 0.25422820024648196},{'mean_absolute_error': 1.1055202308664211},{'mean_absolute_error': 0.210272465698472},{'mean_absolute_error': 1.0697288179025208}
206,{'mean_absolute_error': 0.21557787557337138},{'mean_absolute_error': 1.123069152321088},{'mean_absolute_error': 0.254065403442227},{'mean_absolute_error': 1.094128925697495},{'mean_absolute_error': 0.20728176039883817},{'mean_absolute_error': 1.0743561848248402}
207,{'mean_absolute_error': 0.26970255880532445},{'mean_absolute_error': 1.195479056583779},{'mean_absolute_error': 0.23387591923614348},{'mean_absolute_error': 1.0772431707254497},{'mean_absolute_error': 0.1948885850365578},{'mean_absolute_error': 1.072881668490753}
208,{'mean_absolute_error': 0.2738740300994756},{'mean_absolute_error': 1.1638041744514336},{'mean_absolute_error': 0.19736774085383252},{'mean_absolute_error': 1.0847822732103163},{'mean_absolute_error': 0.1881509557198342},{'mean_absolute_error': 1.0642667979434501}
209,{'mean_absolute_error': 0.21367968036587962},{'mean_absolute_error': 1.1733414204768409},{'mean_absolute_error': 0.24492023909627636},{'mean_absolute_error': 1.070795414287168},{'mean_absolute_error': 0.26058347441035495},{'mean_absolute_error': 1.0875470371858071}
210,{'mean_absolute_error': 0.18739007483800316},{'mean_absolute_error': 1.153420124753411},{'mean_absolute_error': 0.24635844554574374},{'mean_absolute_error': 1.0752557412202473},{'mean_absolute_error': 0.22505022630257582},{'mean_absolute_error': 1.077181942485334}
211,{'mean_absolute_error': 0.2443988155842556},{'mean_absolute_error': 1.1345673725651944},{'mean_absolute_error': 0.23150847240032824},{'mean_absolute_error': 1.0582081521446094},{'mean_absolute_error': 0.27157432192192366},{'mean_absolute_error': 1.088057395637242}
212,{'mean_absolute_error': 0.20889324349741026},{'mean_absolute_error': 1.1515578028205458},{'mean_absolute_error': 0.21266156662473365},{'mean_absolute_error': 1.0814618968208232},{'mean_absolute_error': 0.21133339611107096},{'mean_absolute_error': 1.0842656274968085}
213,{'mean_absolute_error': 0.1991574104709295},{'mean_absolute_error': 1.1401351652770713},{'mean_absolute_error': 0.20053141195011692},{'mean_absolute_error': 1.098013465029023},{'mean_absolute_error': 0.18691565510341626},{'mean_absolute_error': 1.0641412665243701}
