,train_losses,valid_losses,train_score,valid_score,test_score
0,21.3702392578125,0.8917659521102905,{'rms_score': 0.8484058418075886},{'rms_score': 0.05048399792271294},{'rms_score': 0.7771143591257298}
1,1.5607450008392334,0.6518544554710388,0,0,0
2,1.2692698240280151,0.425902396440506,0,0,0
3,1.2634551525115967,0.40740329027175903,0,0,0
4,1.211653232574463,0.3784393072128296,0,0,0
5,1.2015398740768433,0.38500553369522095,0,0,0
6,1.212419867515564,0.3932478725910187,0,0,0
7,1.1570806503295898,0.3850410282611847,0,0,0
8,1.1431320905685425,0.36676204204559326,0,0,0
9,1.1589782238006592,0.35226479172706604,0,0,0
10,1.1498290300369263,0.35370028018951416,0,0,0
11,1.1555291414260864,0.34327420592308044,0,0,0
12,0.792389452457428,0.3291635513305664,0,0,0
13,1.1523737907409668,0.30443617701530457,0,0,0
14,1.1506105661392212,0.296409010887146,0,0,0
15,1.1486488580703735,0.2818581461906433,0,0,0
16,1.1228430271148682,0.2772299647331238,0,0,0
17,1.1274690628051758,0.260007381439209,0,0,0
18,1.1436573266983032,0.2476385533809662,0,0,0
19,1.13767409324646,0.24082975089550018,0,0,0
20,1.127603530883789,0.24560514092445374,0,0,0
21,1.1309927701950073,0.21815313398838043,0,0,0
22,1.1157668828964233,0.20815959572792053,0,0,0
23,1.105090618133545,0.19098499417304993,0,0,0
24,1.1135735511779785,0.19901025295257568,0,0,0
25,1.09005606174469,0.17753960192203522,0,0,0
26,1.056142807006836,0.18075285851955414,0,0,0
27,1.0106964111328125,0.15383507311344147,0,0,0
28,0.9947254657745361,0.14533931016921997,0,0,0
29,1.0118290185928345,0.14574922621250153,0,0,0
30,0.9880678653717041,0.13497324287891388,0,0,0
31,0.9725973606109619,0.11520504206418991,0,0,0
32,0.940277099609375,0.12078271061182022,0,0,0
33,0.9160367846488953,0.11878794431686401,0,0,0
34,0.897063672542572,0.10635096579790115,0,0,0
35,0.8964235782623291,0.11255183815956116,0,0,0
36,0.85136878490448,0.1043207198381424,0,0,0
37,0.7728624939918518,0.09704288095235825,0,0,0
38,0.8175904154777527,0.08072628080844879,0,0,0
39,0.779583752155304,0.08536536991596222,0,0,0
40,0.7624920606613159,0.07699114829301834,0,0,0
41,0.7507784366607666,0.09804382175207138,0,0,0
42,0.7277382612228394,0.08255825191736221,0,0,0
43,0.6879812479019165,0.08525565266609192,0,0,0
44,0.6005218029022217,0.07615599036216736,0,0,0
45,0.5359233021736145,0.06779149919748306,0,0,0
46,0.4609255790710449,0.07537414878606796,0,0,0
47,0.39122605323791504,0.06527898460626602,0,0,0
48,0.366196870803833,0.06649769097566605,0,0,0
49,0.3311651945114136,0.06554509699344635,0,0,0
50,0.33043989539146423,0.05813880264759064,0,0,0
51,0.29436028003692627,0.05713759735226631,0,0,0
52,0.30868634581565857,0.05686206743121147,0,0,0
53,0.3000669479370117,0.05742112547159195,0,0,0
54,0.30861565470695496,0.060735493898391724,0,0,0
55,0.2751089036464691,0.061847373843193054,0,0,0
56,0.2754914164543152,0.05347820371389389,0,0,0
57,0.2610863447189331,0.06634890288114548,0,0,0
58,0.2722139060497284,0.054749831557273865,0,0,0
59,0.2829025089740753,0.06328145414590836,0,0,0
60,0.25720518827438354,0.04765063896775246,0,0,0
61,0.2569545805454254,0.04780172184109688,0,0,0
