,train_mean,train_eiso,train_riso,train_vert,valid_mean,valid_eiso,valid_riso,valid_vert,
237,1.3809883445,2.7239018287,1.3515539123,0.0675092924,1.1674046655,2.1653100515,1.2697395733,0.0671643717,
238,1.3780944716,2.7156706134,1.3511093018,0.0675034997,1.1646467772,2.1578878682,1.268890093,0.0671623703,
239,1.375063926,2.7065438887,1.3511477538,0.0675001357,1.1622798373,2.1497867309,1.2698830405,0.0671697405,
240,1.3769404109,2.7119730826,1.3513376197,0.0675105304,1.1645445762,2.1550076708,1.271409574,0.0672164837,
241,1.3766562071,2.7113440909,1.3511284088,0.0674961217,1.1644350694,2.1546552895,1.2714598038,0.0671901148,
242,1.3725363959,2.699526592,1.3506006245,0.0674819713,1.1605142693,2.144022183,1.2703581326,0.0671624923,
243,1.3719427172,2.6982461505,1.3501080474,0.0674739537,1.159864821,2.1430663196,1.269374353,0.0671537904,
244,1.3724015676,2.6999351187,1.349802937,0.0674666469,1.1603623184,2.144870965,1.2690682376,0.0671477526,
245,1.3693252673,2.692046877,1.3484628616,0.0674660633,1.1565663528,2.1376938735,1.2648416347,0.0671635501,
246,1.371350092,2.6979591586,1.3486335842,0.0674575331,1.1590309048,2.1434864191,1.2664517889,0.0671545063,
247,1.3737304487,2.7055759508,1.3481748376,0.0674405578,1.1611635641,2.150795467,1.265577204,0.0671180213,
248,1.3702873645,2.694671361,1.3487512533,0.0674394792,1.1589129089,2.1409391224,1.2686644086,0.0671351956,
249,1.3738445261,2.7058278423,1.348267513,0.0674382231,1.1621455473,2.1515176388,1.2677694327,0.0671495705,
250,1.3763958263,2.7132466781,1.3485027739,0.067438027,1.1651154998,2.1586725541,1.2695083197,0.0671656255,
251,1.3741354977,2.7079615621,1.347012269,0.067432662,1.1620052906,2.1539545097,1.2648947819,0.0671665803,
252,1.3746796392,2.7095341504,1.3470741646,0.0674306026,1.1629805594,2.1557021743,1.2660633461,0.0671761577,
253,1.3702215322,2.6962255935,1.3470110894,0.0674279136,1.1591955355,2.1436177095,1.2667846866,0.0671842106,
254,1.3746985809,2.7106428991,1.3460408992,0.0674119443,1.1628522903,2.1572969729,1.2640998795,0.0671600185,
255,1.3717733105,2.702055533,1.3458681212,0.0673962774,1.160393747,2.1495619035,1.2644840184,0.0671353191,
256,1.3729829965,2.7059815985,1.3455802149,0.0673871761,1.1616712847,2.1534718163,1.2644141682,0.0671278695,
257,1.3767113303,2.7172725871,1.3454854571,0.0673759466,1.1655082526,2.1643597079,1.2650499924,0.0671150575,
258,1.3751298999,2.7125010616,1.3455156412,0.0673729967,1.1644876498,2.1601598758,1.2661795855,0.0671234881,
259,1.3713387898,2.7017997164,1.3448469293,0.0673697236,1.160740057,2.1503332394,1.2647551815,0.0671317502,
260,1.3716991562,2.7032733488,1.3444629554,0.0673611645,1.1611490317,2.1519375717,1.2643833213,0.0671262022,
261,1.3745087233,2.7129053912,1.3432832933,0.0673374853,1.1631381186,2.1613399802,1.2609934651,0.0670809106,
262,1.367773157,2.6934061848,1.3425792282,0.067334058,1.1565660728,2.1431650086,1.2594414451,0.0670917648,
263,1.3697457921,2.6996583212,1.3422359168,0.0673431383,1.1585723503,2.1492907743,1.2592933956,0.0671328811,
264,1.368199485,2.6951645657,1.342110581,0.0673233083,1.1574736009,2.1453392467,1.2599826597,0.0670988964,
265,1.3659910945,2.6893144382,1.3413524148,0.0673064306,1.1551119709,2.1400551543,1.2582074525,0.0670733059,
266,1.3649741957,2.6859985314,1.3416317645,0.0672922914,1.1549030087,2.1371991207,1.260456305,0.0670536004,
267,1.3705084904,2.7024282427,1.3418092548,0.0672879737,1.1607653419,2.1530118505,1.262222917,0.067061258,
268,1.3701479992,2.7015693192,1.3416008147,0.0672738638,1.1606895875,2.1524524951,1.2625722395,0.0670440281,
269,1.3715299456,2.7057844537,1.3415564594,0.0672489237,1.16238075,2.1567725295,1.2633784413,0.0669912792,
270,1.3657805264,2.6897686313,1.3403247582,0.0672481897,1.156371722,2.1418254358,1.2602725404,0.06701719,
271,1.3673586845,2.6946545603,1.3401638967,0.0672575964,1.1582135961,2.1467148139,1.2608628553,0.067063119,
272,1.3642684938,2.6856107522,1.3399437661,0.067250963,1.15552238,2.1383640398,1.2611367788,0.0670663215,
273,1.3696564104,2.7025659318,1.3391685927,0.0672347066,1.1604604225,2.1547648234,1.2595707464,0.0670456977,
274,1.3665876867,2.6941798445,1.3383503813,0.0672328343,1.1572802568,2.146993652,1.2577860201,0.0670610982,
275,1.3738119855,2.7166020888,1.3376336211,0.0672002467,1.1640044754,2.1687055334,1.2563085064,0.0669993864,
276,1.3734320351,2.7155943502,1.3375142648,0.0671874902,1.1640275714,2.1680699183,1.2570241369,0.0669886589,
277,1.3660214589,2.694392218,1.3364846715,0.0671874873,1.1564404768,2.1479569398,1.2543530918,0.067011399,
278,1.3676737419,2.6991284311,1.3367163289,0.0671764659,1.1587773846,2.1528284089,1.2564977977,0.0670059473,
279,1.3686523873,2.7031449503,1.3356640164,0.0671481951,1.1592774741,2.1569907894,1.2538862443,0.0669553885,
280,1.3617644477,2.6823489748,1.3357964701,0.0671478982,1.1532528274,2.1371643891,1.2556158811,0.066978212,
281,1.3643653296,2.6904257552,1.3355222118,0.0671480217,1.1560104901,2.1452282242,1.2558015669,0.0670016792,
282,1.3650425405,2.6925380563,1.3354646065,0.0671249588,1.1570689695,2.1475036144,1.2567357531,0.0669675409,
283,1.366429741,2.6980370309,1.3341468023,0.06710539,1.1578545748,2.1531422354,1.2534804679,0.0669410211,
284,1.3642476882,2.6924510024,1.3332016607,0.0670904015,1.1554023909,2.1479551147,1.2513242029,0.0669278551,
285,1.364878563,2.6945215409,1.3330389935,0.0670751547,1.1564250933,2.150274243,1.2520865468,0.06691449,
286,1.3673104753,2.7016814077,1.3331918055,0.0670582126,1.1594480566,2.1575892652,1.2538583801,0.0668965245,
287,1.3659557507,2.6985686071,1.3322462901,0.0670523548,1.1578824592,2.1548691674,1.2518708653,0.066907345,
288,1.3638923861,2.6928020661,1.3318192427,0.0670558495,1.1560335621,2.1494879369,1.251672334,0.0669404155,
289,1.360115396,2.6821848603,1.3311163912,0.0670449365,1.1523188499,2.1394616744,1.2505556755,0.0669391997,
290,1.3613754389,2.6868607765,1.3302506388,0.0670149013,1.1533323206,2.1442195678,1.2488847465,0.0668926474,
291,1.3609600112,2.6862014021,1.3296829716,0.0669956601,1.1529930393,2.1438708744,1.248237751,0.0668704923,
292,1.3635145646,2.6942234759,1.3293464503,0.0669737677,1.1557574064,2.1520298492,1.2484005824,0.0668417878,
293,1.3720453689,2.7192555873,1.3299298695,0.0669506499,1.165011654,2.17656526,1.2516620876,0.0668076144,
294,1.373730839,2.7243035581,1.3299502967,0.066938662,1.1671676863,2.1816900921,1.2530055514,0.0668074155,
295,1.373044212,2.7230775528,1.3291280418,0.0669270415,1.1664247207,2.1808709348,1.2515947941,0.0668084331,
296,1.3616660669,2.6906588778,1.3274295723,0.0669097506,1.1545787042,2.149674723,1.2472659056,0.0667954841,
297,1.3649326083,2.7003347101,1.3275660309,0.0668970839,1.1584265993,2.1594382522,1.2490471587,0.066794387,
298,1.3634128278,2.6960998501,1.3272514435,0.0668871899,1.1572399779,2.15557886,1.249342516,0.0667985577,
299,1.3592116951,2.684435323,1.3263272037,0.0668725587,1.1529129434,2.1442946375,1.2476539335,0.0667902594,
300,1.3567644413,2.6775446704,1.325887008,0.0668616454,1.1507437117,2.1378752612,1.2475633724,0.0667925014,
301,1.3592948617,2.6860450942,1.3249830433,0.0668564476,1.1530639872,2.1464390911,1.2459447487,0.0668081219,
302,1.3559627221,2.6770205267,1.3240349613,0.0668326782,1.1496294467,2.137920446,1.2441868582,0.0667810361,
303,1.3534163221,2.6699995245,1.323437462,0.0668119798,1.1472663237,2.13136665,1.2436704156,0.0667619055,
304,1.3603284275,2.6913520255,1.3228467467,0.0667865103,1.1541572238,2.1525483149,1.2431904554,0.0667329011,
305,1.3676321641,2.7137199331,1.322400453,0.0667761061,1.1615067838,2.1746258792,1.243154943,0.0667395293,
306,1.3623815151,2.6988621801,1.3215420015,0.0667403638,1.1562836227,2.1603867952,1.2417767178,0.0666873552,
307,1.3580805085,2.6860780867,1.3214500322,0.0667134067,1.152584798,2.1480833174,1.2430191383,0.0666519384,
308,1.3634038195,2.7016003168,1.3219163473,0.0666947946,1.1587227274,2.1636506259,1.2458774136,0.0666401425,
309,1.3616328034,2.6970374571,1.3211860671,0.066674886,1.1570326502,2.15950171,1.2449703347,0.066625906,
310,1.3545174437,2.6774866458,1.3194046111,0.066661074,1.1492928908,2.1405370532,1.2407129316,0.0666286876,
311,1.3536360441,2.675003161,1.3192575423,0.0666474291,1.148959149,2.1384601927,1.2417867589,0.0666304953,
312,1.3541815454,2.6776653744,1.3182394889,0.0666397728,1.149321842,2.141324688,1.2399936929,0.0666471451,
313,1.3554408574,2.6822895005,1.317405856,0.0666272158,1.150555994,2.1462136704,1.2388013775,0.0666529341,
314,1.354193324,2.6791596373,1.3168364294,0.0665839054,1.149533328,2.1433752229,1.2386405436,0.0665842174,
315,1.3585608555,2.6932251281,1.3159027229,0.0665547153,1.1537393414,2.1575549256,1.2371124742,0.0665506244,
316,1.3597125463,2.6960875577,1.3165118391,0.0665382422,1.1559594132,2.1606660566,1.240660784,0.066551399,
317,1.3613509416,2.702949477,1.3145863385,0.0665170092,1.1567764749,2.1676459957,1.236145379,0.0665380499,
318,1.3587748512,2.6952797725,1.3145365927,0.0665081882,1.1548712806,2.1604708019,1.2375847686,0.0665582712,
319,1.3592903036,2.6966157568,1.3147727589,0.0664823952,1.1561562245,2.1621055743,1.2398262071,0.0665368923,
320,1.3521904227,2.6775099839,1.3126090096,0.0664522745,1.1482496983,2.1434991722,1.2347452592,0.0665046635,
321,1.3547839755,2.6858768643,1.3120351992,0.066439863,1.1510596372,2.1521068755,1.2345547664,0.0665172697,
322,1.3537506475,2.6838639908,1.310974951,0.0664130006,1.1499352329,2.1504274041,1.2328820104,0.0664962841,
323,1.3511950792,2.6774297911,1.3097724381,0.0663830084,1.14716091,2.1443101661,1.2307063498,0.066466214,
324,1.3453293006,2.6600865449,1.3095311734,0.0663701834,1.1418468241,2.1273599979,1.2317003665,0.0664801077,
325,1.3465686841,2.6644669366,1.3088964577,0.0663426579,1.1432866825,2.1320220022,1.2313792417,0.0664588036,
326,1.3423823786,2.6530395235,1.3078021297,0.0663054825,1.1389392523,2.120678707,1.2297250642,0.0664139857,
327,1.3412246883,2.6502519786,1.3071505843,0.0662715019,1.1379350007,2.1180474096,1.2293798004,0.0663777923,
328,1.345652698,2.6664585547,1.3042625178,0.0662370213,1.1407868917,2.1346569483,1.2213628285,0.0663408981,
329,1.3540050834,2.6919240971,1.3038883418,0.0662028115,1.1496831432,2.160503504,1.2222426593,0.0663032664,
330,1.354687039,2.6932020521,1.3046590991,0.0661999659,1.1517443282,2.1620623289,1.226818179,0.0663524767,
331,1.3497889722,2.6776880348,1.3054831468,0.066195735,1.1481304402,2.1468119068,1.2312020162,0.0663773975,
332,1.3462374625,2.6676447412,1.3049115357,0.0661561106,1.144848597,2.1368474888,1.2313590273,0.0663392748,
333,1.352610452,2.6886274066,1.3030728519,0.0661310975,1.1507782817,2.1584321979,1.2275758771,0.0663267702,
334,1.3509401752,2.685305637,1.3014463026,0.0660685859,1.1486893333,2.1554075993,1.2244259824,0.0662344184,
335,1.3545035894,2.6966301449,1.3008410646,0.0660395587,1.1525778243,2.1670235953,1.224491662,0.0662182157,
336,1.3525938949,2.6916081429,1.3001490832,0.0660244586,1.1509801026,2.1623597211,1.2243436346,0.066236952,
337,1.3540882795,2.6968253086,1.2994444445,0.0659950853,1.1527494082,2.1679039275,1.2241248379,0.0662194591,
338,1.3400595757,2.655248334,1.2989617314,0.0659686616,1.1389129212,2.1260203998,1.2245104186,0.0662079453,
339,1.3423632397,2.6639792088,1.2971864167,0.0659240936,1.1407155726,2.1349297671,1.2210560293,0.0661609214,
340,1.3462955314,2.6777831461,1.2952252264,0.0658782218,1.1441185351,2.1495102865,1.2167420966,0.0661032223,
341,1.3410139049,2.6622675674,1.2949116135,0.0658625338,1.1393081347,2.1337918698,1.2180062344,0.0661262998,
342,1.3434231358,2.6702963624,1.2941272292,0.0658458159,1.142047161,2.1423290769,1.2176744254,0.0661379808,
343,1.3432432308,2.6712291377,1.2926976221,0.0658029325,1.141640953,2.143542036,1.2152825538,0.0660982692,
344,1.3419790455,2.6681868997,1.2920056947,0.065744542,1.1406061574,2.1405631772,1.2152319006,0.0660233945,
345,1.3487040664,2.6895779134,1.2908161926,0.0657180933,1.1475084172,2.1628937885,1.2136125887,0.0660188743,
346,1.3493886941,2.691973272,1.2904929423,0.0656998681,1.1487726526,2.1655957277,1.2146889371,0.0660332931,
347,1.3411161639,2.6682267545,1.2894502814,0.065671456,1.1403336153,2.1413842,1.2135917149,0.0660249311,
348,1.3426407625,2.6729673036,1.2893569566,0.0655980274,1.1425621039,2.1465726816,1.215191492,0.0659221379,
349,1.3406891991,2.6683657967,1.2881339962,0.0655678044,1.1405403586,2.1421068782,1.2135971941,0.0659170034,
350,1.3390747859,2.6647548718,1.286966167,0.0655033191,1.138888009,2.1387019909,1.2121439314,0.0658181046,
351,1.3424813159,2.6758650479,1.2861024267,0.0654764732,1.1425813662,2.1502952464,1.2116166782,0.0658321739,
352,1.3445022402,2.6829643819,1.2850929604,0.0654493781,1.1448342684,2.1578886904,1.210771781,0.0658423338,
353,1.3398029272,2.6704145335,1.2835929689,0.0654012792,1.1398517815,2.1452986888,1.208455832,0.0658008236,
354,1.3379050749,2.6650230436,1.2833285369,0.0653636441,1.1385370846,2.1400555868,1.2097719602,0.0657837066,
355,1.3386727095,2.66908248,1.2816211944,0.065314454,1.1390321184,2.1444517872,1.2069058154,0.0657387526,
356,1.3407376031,2.6773301716,1.2796187819,0.0652638559,1.1407102898,2.153270033,1.2031680454,0.065692791,
357,1.3315311974,2.6511469641,1.2782302157,0.0652164123,1.1313214031,2.1270972051,1.201210842,0.0656561621,
358,1.3336188545,2.6572304764,1.2784515109,0.065174576,1.13434264,2.1333423058,1.2040564551,0.0656291593,
359,1.3339266039,2.6588696357,1.2777744206,0.0651357555,1.1350224531,2.1352118922,1.2042403648,0.0656151022,
360,1.3307827922,2.6516253161,1.2756263554,0.065096705,1.1313406783,2.1281765111,1.2002439157,0.0656016081,
361,1.3315253424,2.6539892614,1.2755431219,0.065043644,1.132774751,2.1307085445,1.2020591394,0.0655565691,
362,1.3305214083,2.6518293349,1.2747497154,0.0649851746,1.1320326439,2.1287423804,1.2018605818,0.0654949695,
363,1.3297900396,2.6519129837,1.2724832745,0.0649738604,1.130752905,2.1290821923,1.1976270852,0.0655494374,
364,1.3304358315,2.6558265841,1.2705759818,0.0649049286,1.1310767949,2.1333688342,1.1943863681,0.0654751823,
365,1.3317956174,2.6610503939,1.2694809273,0.0648555311,1.132639037,2.1389807586,1.1934920829,0.0654442694,
366,1.3328287024,2.6655585375,1.2681458281,0.0647817416,1.1337333827,2.1438976972,1.1919488192,0.0653536317,
367,1.3339421666,2.6691006594,1.2679826837,0.0647431567,1.1356880715,2.147849204,1.1938595544,0.0653554562,
368,1.3325556326,2.6663583844,1.2665991606,0.0647093527,1.1343071823,2.1453096509,1.1922487706,0.0653631255,
369,1.3334377507,2.6698395122,1.2658169633,0.0646567768,1.1356033273,2.1491751804,1.1923046111,0.0653301903,
370,1.3286176343,2.6551974163,1.2660493415,0.0646061451,1.1314952308,2.1343247496,1.1948540539,0.0653068888,
371,1.3297561408,2.6608110782,1.2639258777,0.0645314665,1.1323650259,2.1404206024,1.1914365007,0.0652379746,
372,1.3304178281,2.6643468226,1.2624447809,0.0644618807,1.1330366131,2.1443812128,1.1895613007,0.0651673259,
373,1.3321626049,2.6730597943,1.259003912,0.0644241086,1.1336822166,2.1534900386,1.1823755616,0.0651810495,
374,1.335190209,2.6824564017,1.2587503617,0.0643638635,1.1375015614,2.1633748417,1.1839879017,0.0651419408,
375,1.3335699317,2.6786583176,1.2577487354,0.0643027421,1.1360721639,2.1596411993,1.1834712988,0.0651039937,
376,1.328558469,2.6658397845,1.2556002043,0.0642354182,1.1306030058,2.1467590458,1.1799984219,0.0650515498,
377,1.330995141,2.6730796475,1.2557249483,0.0641808273,1.1338993459,2.1543364649,1.1823290494,0.0650325233,
378,1.32487205,2.6554153107,1.2550628911,0.064137948,1.128062947,2.1365343505,1.1826170827,0.0650374078,
379,1.324957868,2.6574628444,1.2533546166,0.0640561429,1.1280891213,2.1389089154,1.1803941505,0.0649642979,
380,1.3245064078,2.6569718483,1.252578723,0.0639686521,1.1279879436,2.1386150724,1.1804784076,0.0648703507,
381,1.3234892201,2.6551498694,1.2513905716,0.0639272194,1.1270870746,2.1369025208,1.1794715912,0.0648871117,
382,1.3241314014,2.6593869261,1.2491584111,0.0638488668,1.1274438059,2.1415120755,1.1760019075,0.0648174346,
383,1.3266695599,2.6692361573,1.2470030909,0.0637694315,1.1297421586,2.1518024767,1.1726767431,0.0647472559,
384,1.3311373421,2.6832648224,1.2464382544,0.0637089496,1.1347473907,2.1661972683,1.1733156018,0.064729302,
385,1.3293458278,2.6790924416,1.245328831,0.0636162109,1.1331421491,2.1622284946,1.1725703784,0.0646275743,
386,1.3265679257,2.6716280256,1.2445157433,0.0635600084,1.1307002435,2.1549035605,1.1725718617,0.0646253084,
387,1.3207031535,2.657624538,1.2409900397,0.0634948829,1.1238256849,2.1406263762,1.166252541,0.0645981376,
388,1.3242923097,2.6704053926,1.2390534655,0.0634180712,1.1273998989,2.1540082615,1.1636414637,0.0645499714,
389,1.3180907308,2.6517039979,1.2392472806,0.063320914,1.121744793,2.1347800037,1.1659993055,0.0644550697,
390,1.3185578498,2.6554372387,1.2369787907,0.0632575199,1.1219720069,2.1388596542,1.1626129182,0.0644434481,
391,1.3247363017,2.6763680146,1.2346599228,0.0631809676,1.1280332668,2.1606013305,1.1590952966,0.0644031733,
392,1.3228381343,2.6716924346,1.2337117515,0.063110217,1.126389286,2.155972233,1.1588174027,0.0643782223,
393,1.3213869542,2.6683986649,1.2327169161,0.0630452815,1.1252018086,2.1527859803,1.1584557082,0.0643637374,
394,1.3152390142,2.6509501571,1.2317877428,0.0629791426,1.1190997942,2.1346217461,1.1583340007,0.0643436357,
395,1.3176093779,2.6596543322,1.2302895777,0.0628842238,1.1217147921,2.1439766248,1.1569003992,0.0642673523,
396,1.3191018609,2.6653268247,1.2291893902,0.0627893677,1.123478712,2.14997756,1.1562646853,0.0641938908,
397,1.3172629513,2.6616326782,1.2274644102,0.0626917655,1.1214936365,2.1461146117,1.1542568822,0.0641094157,
398,1.3196364994,2.6714265622,1.2248761415,0.0626067944,1.1236015348,2.1564327995,1.15031561,0.0640561949,
399,1.3215953374,2.6799042017,1.2223666094,0.0625152012,1.1253298631,2.1655865152,1.1464123899,0.0639906841,
400,1.3189925162,2.6721112565,1.2224169973,0.0624492949,1.1233765782,2.1576805596,1.1484644099,0.063984765,
401,1.3165329912,2.6661178128,1.2211012159,0.062379945,1.1209812855,2.1515782537,1.1473938589,0.0639717438,
402,1.3135752242,2.6590654711,1.2193752473,0.0622849541,1.1178881122,2.1443216142,1.1454374761,0.0639052464,
403,1.3182522232,2.6750212101,1.2175326128,0.0622028467,1.1228910554,2.1615458324,1.143258356,0.0638689777,
404,1.3168221168,2.6719653382,1.2163791959,0.0621218164,1.1216564475,2.158509889,1.1426241373,0.0638353163,
405,1.3180154096,2.6764774321,1.2155528563,0.0620159405,1.1233248518,2.1634831523,1.1427329942,0.063758409,
406,1.3187166021,2.6818141513,1.212419518,0.0619161371,1.1236181117,2.1695242521,1.1376394995,0.0636905835,
407,1.3162144083,2.6768188037,1.2100289565,0.0617954647,1.1207936119,2.1645262384,1.1342686944,0.0635859027,
408,1.3162248074,2.6786686703,1.2083339886,0.0616717632,1.1209206508,2.1668487181,1.132438884,0.0634743504,
409,1.3135130545,2.6713603506,1.2076200897,0.0615587231,1.1184804288,2.1591575502,1.1329043632,0.0633793731,
410,1.3103680691,2.6624722764,1.2071467754,0.0614851556,1.1157105147,2.1497753955,1.1339810544,0.0633750941,
411,1.3079872532,2.6591242792,1.203465498,0.0613719824,1.1123862961,2.1462637287,1.127611957,0.0632832026,
412,1.3077301793,2.6599967852,1.2019257127,0.06126804,1.112290608,2.1473559546,1.1263008862,0.0632149832,
413,1.3021939612,2.6425973564,1.2028004609,0.0611840662,1.1076498144,2.1287781577,1.1309755311,0.0631957543,
414,1.3058521986,2.6569939941,1.1994920587,0.0610705431,1.1110025982,2.1444418095,1.1254505888,0.0631153963,
415,1.3043146085,2.6557505275,1.1962344163,0.0609588818,1.1086714107,2.1431794054,1.1198014879,0.0630333389,
416,1.3088056062,2.6690707388,1.1964876717,0.0608584081,1.1147229016,2.1578829617,1.1233085801,0.0629771631,
417,1.3122958338,2.6823309768,1.1937844311,0.0607720935,1.1181450523,2.1722642436,1.1192117308,0.0629591825,
418,1.3092527776,2.6748141603,1.1923195601,0.0606246126,1.1151509896,2.1644499065,1.1181970525,0.0628060097,
419,1.3096116069,2.6762526184,1.1920703284,0.0605118738,1.116481127,2.1662250832,1.1204861981,0.0627320997,
420,1.3053231243,2.6663588968,1.1891982272,0.0604122488,1.1113850539,2.1557374012,1.115734292,0.0626834686,
421,1.3001282446,2.6531413124,1.1869423189,0.0603011024,1.1057803867,2.1421362328,1.1125892698,0.0626156575,
422,1.3060994137,2.6724881126,1.1856007532,0.0602093752,1.1123826051,2.1627025053,1.1118627346,0.0625825753,
423,1.3059570421,2.6738235355,1.1839624263,0.0600851644,1.1124092702,2.1643235738,1.1104139497,0.0624902872,
424,1.2989789294,2.6522492358,1.1847078644,0.059979688,1.1065439188,2.1420861216,1.1151058317,0.0624398032,
425,1.300273007,2.6586338249,1.1823546254,0.0598305706,1.1077931102,2.1490265829,1.1120502157,0.0623025321,
426,1.2993319117,2.6585166864,1.1797560744,0.0597229743,1.1065596438,2.1490775129,1.1083511327,0.0622502859,
427,1.3051177842,2.6780869431,1.177648468,0.0596179415,1.1125424417,2.1694919704,1.1059286203,0.0622067345,
428,1.303863146,2.6770038677,1.1751348932,0.0594506771,1.1109429626,2.1684886372,1.1022989546,0.062041296,
429,1.3025850824,2.6761851406,1.1722664596,0.0593036469,1.109116845,2.167798896,1.0976458983,0.0619057406,
430,1.3088053393,2.6974131727,1.1698211458,0.0591816995,1.1155614414,2.1907333325,1.0941165488,0.0618344428,
431,1.3067909335,2.6922708118,1.1690025595,0.0590994293,1.1141732287,2.1853996355,1.0952710047,0.0618490459,
432,1.3015726309,2.6778887574,1.1678316277,0.0589975076,1.1091848455,2.1703828289,1.0953593163,0.0618123914,
433,1.3026767559,2.6830768563,1.1661063088,0.0588471026,1.1104505869,2.1758782737,1.0937824894,0.0616909976,
434,1.3015809654,2.6817010172,1.1643356043,0.0587062748,1.1094555251,2.1746974685,1.092088667,0.0615804397,
435,1.3000847517,2.6787427576,1.1629379369,0.0585735606,1.1082473403,2.1719545459,1.0912984113,0.0614890638,
436,1.2946349435,2.6632677108,1.1621857794,0.0584513404,1.103062506,2.1559125652,1.0918536934,0.0614212594,
437,1.2914053672,2.6565495685,1.15932724,0.058339293,1.0992577869,2.1486807101,1.0877139077,0.0613787427,
438,1.2978621565,2.6774909132,1.157892309,0.0582032475,1.1063913947,2.1710579564,1.086824781,0.0612914469,
439,1.2953692055,2.67249826,1.155529799,0.0580795575,1.1037119998,2.1659972586,1.0839091539,0.0612295868,
440,1.2942693631,2.6708972902,1.1539833551,0.0579274439,1.1027606401,2.1644283101,1.0827437396,0.0611098705,
441,1.2924117149,2.6679062816,1.1515380928,0.0577907702,1.1006295756,2.1613511509,1.0795152876,0.0610222882,
442,1.2925503101,2.6697633042,1.1502633732,0.057624253,1.1011207522,2.1635211321,1.0789646239,0.0608765006,
443,1.2904027579,2.6648119361,1.1489036924,0.0574926452,1.0990848211,2.1583075819,1.0781416273,0.060805254,
444,1.2908834289,2.667568473,1.1477089439,0.0573728698,1.0999359856,2.1613149726,1.0777383739,0.0607546102,
445,1.2932688994,2.6775400707,1.1450500247,0.0572166026,1.102159131,2.1719671362,1.0738703352,0.0606399217,
446,1.2956097201,2.6858955069,1.1438464928,0.0570871604,1.1049022327,2.1807705175,1.0733601364,0.0605760442,
447,1.2894870648,2.6686338453,1.1428273979,0.0569999513,1.0987918072,2.1625495769,1.0732296369,0.0605962078,
448,1.2940519536,2.6852749379,1.1400449288,0.0568359941,1.1032816131,2.1802883029,1.0690764915,0.0604800448,
449,1.2882855728,2.6692077815,1.1389424547,0.0567064822,1.0975319009,2.1632703123,1.0688953048,0.0604300856,
450,1.2927869601,2.6851671979,1.1366514144,0.056542268,1.1021216598,2.1801999491,1.065856739,0.0603082913,
451,1.2883264371,2.6733690266,1.1352028249,0.0564074597,1.0976267379,2.167782937,1.0648452504,0.0602520263,
452,1.2947099136,2.6939680081,1.1338960076,0.0562657253,1.1045465321,2.1893249976,1.0641369268,0.0601776719,
453,1.2946464493,2.6964165197,1.1314375614,0.0560852669,1.1041440797,2.1917743234,1.0606361246,0.0600217913,
454,1.2876567099,2.6753609413,1.1316308156,0.0559783729,1.097750855,2.1697718566,1.0634749573,0.0600057511,
455,1.279365896,2.6545088327,1.1277682776,0.0558205776,1.0877538818,2.1468641545,1.0564985893,0.0598989016,
456,1.2831295591,2.6683338971,1.1253613122,0.0556934681,1.0917014928,2.162211125,1.0530401447,0.0598532087,
457,1.2823461547,2.6670963552,1.1243948202,0.0555472888,1.0912076809,2.1607184917,1.0531328056,0.0597717454,
458,1.2795097479,2.6590550433,1.1240731495,0.0554010508,1.0886905858,2.1514586071,1.0549222517,0.0596908986,
459,1.27971432,2.6608928986,1.123013455,0.0552366063,1.0893098898,2.1534539866,1.0548934066,0.0595822761,
460,1.278503788,2.6614507447,1.1189630373,0.0550975819,1.086892138,2.1539410097,1.0472111085,0.0595242959,
461,1.2792634193,2.6661867565,1.1167004323,0.054903069,1.0875527507,2.1591900859,1.0441077871,0.0593603789,
462,1.2827857433,2.6770200203,1.1165534602,0.0547837494,1.092235804,2.1711009685,1.0462685895,0.0593378541,
463,1.2854159839,2.6863243122,1.1152579465,0.054665693,1.0954481654,2.181440454,1.0455845687,0.0593194735,
464,1.2839928074,2.6834738952,1.1139710199,0.054533507,1.0941551701,2.1783165975,1.0448820416,0.0592668714,
465,1.2750139438,2.6593888443,1.1113196767,0.0543333105,1.0835821206,2.1510468074,1.0406050758,0.0590944786,
466,1.2731119958,2.6540264182,1.1111132484,0.0541963207,1.0823952296,2.1454495642,1.0427027042,0.0590334204,
467,1.2776656889,2.6687188595,1.1102247804,0.0540534268,1.0877814376,2.1613418349,1.0430404158,0.0589620622,
468,1.2802968599,2.6794071592,1.1075723028,0.0539111176,1.090453426,2.1736135474,1.0388641845,0.0588825462,
469,1.2785603431,2.6764405982,1.1054814156,0.0537590155,1.0883401818,2.1701809262,1.0360548608,0.0587847583,
470,1.2803064111,2.6838681993,1.1034409553,0.0536100788,1.0903080873,2.1785971564,1.0336291273,0.0586979783,
471,1.2779098155,2.678815057,1.1014700565,0.053444333,1.0875116862,2.1727468333,1.03121488,0.0585733452,
472,1.278287641,2.6826477683,1.0989221188,0.053293036,1.0876396854,2.177006299,1.027427962,0.058484795,
473,1.2782587248,2.6837530136,1.0978534376,0.0531697233,1.0879397973,2.1782063496,1.0271682596,0.0584447827,
474,1.2749539878,2.6744529794,1.0973778702,0.0530311136,1.0847550609,2.1678537282,1.0280403202,0.0583711343,
475,1.2814197426,2.697575669,1.093806642,0.0528769168,1.0912427794,2.1933834219,1.0220697219,0.0582751944,
