,train_scores_1,valid_scores_1,train_scores_2,valid_scores_2,train_scores_3,valid_scores_3
109,{'mean_absolute_error': 1.958454568948166},{'mean_absolute_error': 3.978956638567526},{'mean_absolute_error': 1.7817161316347734},{'mean_absolute_error': 3.216302419143523},{'mean_absolute_error': 1.7126389619136928},{'mean_absolute_error': 3.3311189689043648}
110,{'mean_absolute_error': 1.725750686087435},{'mean_absolute_error': 3.7131879084681017},{'mean_absolute_error': 1.702335892763171},{'mean_absolute_error': 2.8599724873715764},{'mean_absolute_error': 1.8652667317145382},{'mean_absolute_error': 3.804327092317716}
111,{'mean_absolute_error': 1.711329155608724},{'mean_absolute_error': 3.531154505540152},{'mean_absolute_error': 1.7227822313307621},{'mean_absolute_error': 2.8350706930314864},{'mean_absolute_error': 1.713087545950566},{'mean_absolute_error': 3.351546388471981}
112,{'mean_absolute_error': 1.6712352569901159},{'mean_absolute_error': 3.6236603963167098},{'mean_absolute_error': 1.7508777051512043},{'mean_absolute_error': 3.133167068239029},{'mean_absolute_error': 1.696594711263793},{'mean_absolute_error': 3.359104889238473}
113,{'mean_absolute_error': 1.6768013444688428},{'mean_absolute_error': 3.5975598054052926},{'mean_absolute_error': 1.6476307161723025},{'mean_absolute_error': 2.785037446130707},{'mean_absolute_error': 1.6576791294162927},{'mean_absolute_error': 3.413359190188837}
114,{'mean_absolute_error': 1.8091865996006096},{'mean_absolute_error': 3.668568920927001},{'mean_absolute_error': 1.6064696242858458},{'mean_absolute_error': 2.882399013417981},{'mean_absolute_error': 1.659691540219746},{'mean_absolute_error': 3.4473661470917363}
115,{'mean_absolute_error': 1.8420940784777542},{'mean_absolute_error': 3.701392797757381},{'mean_absolute_error': 1.6096661776159291},{'mean_absolute_error': 2.963610669623223},{'mean_absolute_error': 1.8424123015000966},{'mean_absolute_error': 3.4258765862555856}
116,{'mean_absolute_error': 1.6912136061467387},{'mean_absolute_error': 3.5820420577643812},{'mean_absolute_error': 1.6317340279607748},{'mean_absolute_error': 2.786283972595827},{'mean_absolute_error': 1.715396051719605},{'mean_absolute_error': 3.3896306532086204}
117,{'mean_absolute_error': 1.7571567020358734},{'mean_absolute_error': 3.473885555415413},{'mean_absolute_error': 1.6814782877930796},{'mean_absolute_error': 2.7412377260989107},{'mean_absolute_error': 1.720528744602383},{'mean_absolute_error': 3.726165864236553}
118,{'mean_absolute_error': 1.6876363283117666},{'mean_absolute_error': 3.6221703275972685},{'mean_absolute_error': 1.5809166413781808},{'mean_absolute_error': 3.012265985252528},{'mean_absolute_error': 1.752460730843152},{'mean_absolute_error': 3.197476264604408}
119,{'mean_absolute_error': 1.6953962032456025},{'mean_absolute_error': 3.5968315710278875},{'mean_absolute_error': 1.5676336200126257},{'mean_absolute_error': 2.826582798584545},{'mean_absolute_error': 1.637836297081645},{'mean_absolute_error': 3.3236328726023845}
120,{'mean_absolute_error': 1.8513386845302477},{'mean_absolute_error': 3.6419027980398795},{'mean_absolute_error': 1.6142014327942378},{'mean_absolute_error': 2.794606706475268},{'mean_absolute_error': 1.6395937937401328},{'mean_absolute_error': 3.3951834225692683}
121,{'mean_absolute_error': 1.6480414848234097},{'mean_absolute_error': 3.5843632412410806},{'mean_absolute_error': 1.5762849752694432},{'mean_absolute_error': 2.9034895197177537},{'mean_absolute_error': 1.6777008776481768},{'mean_absolute_error': 3.3288543751631363}
122,{'mean_absolute_error': 1.6407261200277714},{'mean_absolute_error': 3.5828515689863125},{'mean_absolute_error': 1.5347740766954303},{'mean_absolute_error': 2.8481638351772682},{'mean_absolute_error': 1.6305136164380645},{'mean_absolute_error': 3.3236934383193097}
123,{'mean_absolute_error': 1.695788607033451},{'mean_absolute_error': 3.4557903279290754},{'mean_absolute_error': 1.5704410523443986},{'mean_absolute_error': 2.836916441369787},{'mean_absolute_error': 1.7046777615478337},{'mean_absolute_error': 3.5082099014582324}
124,{'mean_absolute_error': 1.77170456464734},{'mean_absolute_error': 3.5891781087509056},{'mean_absolute_error': 1.5712213578030878},{'mean_absolute_error': 2.7521495768611572},{'mean_absolute_error': 1.6289244045847229},{'mean_absolute_error': 3.3348681827285516}
125,{'mean_absolute_error': 1.6614390797788436},{'mean_absolute_error': 3.612321279640793},{'mean_absolute_error': 1.5747705383070218},{'mean_absolute_error': 2.7636203785597155},{'mean_absolute_error': 1.6177856901629855},{'mean_absolute_error': 3.396281113343303}
126,{'mean_absolute_error': 1.670170343663502},{'mean_absolute_error': 3.527358082164942},{'mean_absolute_error': 1.5438609717209635},{'mean_absolute_error': 2.8394710774122944},{'mean_absolute_error': 1.6707037122630815},{'mean_absolute_error': 3.382831047469821}
127,{'mean_absolute_error': 1.6265924154483151},{'mean_absolute_error': 3.555608567637595},{'mean_absolute_error': 1.5665367536018238},{'mean_absolute_error': 2.767992332640878},{'mean_absolute_error': 1.688438296723445},{'mean_absolute_error': 3.175925127376292}
128,{'mean_absolute_error': 1.6210567995416227},{'mean_absolute_error': 3.626638246749664},{'mean_absolute_error': 1.5653396457376858},{'mean_absolute_error': 2.8276328215035313},{'mean_absolute_error': 1.675908242987083},{'mean_absolute_error': 3.277993805261196}
129,{'mean_absolute_error': 1.7198394358955675},{'mean_absolute_error': 3.7893590646364577},{'mean_absolute_error': 1.5121183660941524},{'mean_absolute_error': 2.8470002521773785},{'mean_absolute_error': 1.5977663564396416},{'mean_absolute_error': 3.531690257399776}
130,{'mean_absolute_error': 1.982097567866312},{'mean_absolute_error': 4.020307379388859},{'mean_absolute_error': 1.5864250224900587},{'mean_absolute_error': 2.7860931336647763},{'mean_absolute_error': 1.615105530881345},{'mean_absolute_error': 3.3565564831606953}
131,{'mean_absolute_error': 1.6280530294610869},{'mean_absolute_error': 3.5639887421734513},{'mean_absolute_error': 1.5489290111345702},{'mean_absolute_error': 2.7873424658999486},{'mean_absolute_error': 1.5798155974457588},{'mean_absolute_error': 3.47881313783847}
132,{'mean_absolute_error': 1.7559058714528064},{'mean_absolute_error': 3.550097587709906},{'mean_absolute_error': 1.5226617562244613},{'mean_absolute_error': 2.891171623717397},{'mean_absolute_error': 1.5798902893670934},{'mean_absolute_error': 3.525917201751196}
133,{'mean_absolute_error': 1.6080287600950174},{'mean_absolute_error': 3.599355910052405},{'mean_absolute_error': 1.5815097419431536},{'mean_absolute_error': 2.7495926193899374},{'mean_absolute_error': 1.6293443044847624},{'mean_absolute_error': 3.284925904959301}
134,{'mean_absolute_error': 1.6526599133048532},{'mean_absolute_error': 3.636871974602524},{'mean_absolute_error': 1.6100224819780442},{'mean_absolute_error': 2.8148613552408714},{'mean_absolute_error': 1.9190934972650726},{'mean_absolute_error': 3.555226587209296}
135,{'mean_absolute_error': 1.5996390669773308},{'mean_absolute_error': 3.5312060745460063},{'mean_absolute_error': 1.5605033010063314},{'mean_absolute_error': 2.7738249656441907},{'mean_absolute_error': 1.5692677186891053},{'mean_absolute_error': 3.577513278861385}
136,{'mean_absolute_error': 1.6041893697147072},{'mean_absolute_error': 3.5874443471910378},{'mean_absolute_error': 1.6056456650853128},{'mean_absolute_error': 2.820121745737849},{'mean_absolute_error': 1.6350638714138495},{'mean_absolute_error': 3.309188573492889}
137,{'mean_absolute_error': 1.63456371180446},{'mean_absolute_error': 3.6697197735675333},{'mean_absolute_error': 1.505140851008129},{'mean_absolute_error': 2.803365037806169},{'mean_absolute_error': 1.6161893734113366},{'mean_absolute_error': 3.3424790280866548}
138,{'mean_absolute_error': 1.5945150062778368},{'mean_absolute_error': 3.5702855554774016},{'mean_absolute_error': 1.5764712488180606},{'mean_absolute_error': 2.954663873565433},{'mean_absolute_error': 1.6781691914634889},{'mean_absolute_error': 3.7166236178884433}
139,{'mean_absolute_error': 1.6855433069767007},{'mean_absolute_error': 3.589208426096824},{'mean_absolute_error': 1.5022616523994374},{'mean_absolute_error': 2.783269071473315},{'mean_absolute_error': 1.7081346996327136},{'mean_absolute_error': 3.3618657929412676}
140,{'mean_absolute_error': 1.640142239178596},{'mean_absolute_error': 3.647140401679275},{'mean_absolute_error': 1.598124175624355},{'mean_absolute_error': 2.927469210843574},{'mean_absolute_error': 1.5803041151984811},{'mean_absolute_error': 3.4303024839082052}
141,{'mean_absolute_error': 1.6717626031040813},{'mean_absolute_error': 3.487093081250659},{'mean_absolute_error': 1.4927521878462429},{'mean_absolute_error': 2.793268774370385},{'mean_absolute_error': 1.5842569253564716},{'mean_absolute_error': 3.4569018756880525}
142,{'mean_absolute_error': 1.607047016028211},{'mean_absolute_error': 3.544567746149147},{'mean_absolute_error': 1.595849753908943},{'mean_absolute_error': 2.8648082168310576},{'mean_absolute_error': 1.6523585607851943},{'mean_absolute_error': 3.4138068703392395}
143,{'mean_absolute_error': 1.5825913031829948},{'mean_absolute_error': 3.613314871573434},{'mean_absolute_error': 1.5538268098319354},{'mean_absolute_error': 2.7734071405427545},{'mean_absolute_error': 1.6103248949709341},{'mean_absolute_error': 3.30829314425007}
144,{'mean_absolute_error': 1.6139706458423673},{'mean_absolute_error': 3.449738525215318},{'mean_absolute_error': 1.4628033761378356},{'mean_absolute_error': 2.8576765933276222},{'mean_absolute_error': 1.5896209474282204},{'mean_absolute_error': 3.540601086443447}
145,{'mean_absolute_error': 1.5817383725834921},{'mean_absolute_error': 3.523031244391804},{'mean_absolute_error': 1.569120747751345},{'mean_absolute_error': 2.864310582277147},{'mean_absolute_error': 1.6305258990288167},{'mean_absolute_error': 3.4786422703748796}
146,{'mean_absolute_error': 1.5471340814544965},{'mean_absolute_error': 3.547631063317312},{'mean_absolute_error': 1.4666697488761293},{'mean_absolute_error': 2.868141657283384},{'mean_absolute_error': 1.584557468815285},{'mean_absolute_error': 3.3897217276106826}
147,{'mean_absolute_error': 1.63607094766126},{'mean_absolute_error': 3.574274440544112},{'mean_absolute_error': 1.4683035714499653},{'mean_absolute_error': 2.853435388201019},{'mean_absolute_error': 1.7953857574675909},{'mean_absolute_error': 3.605183439573842}
148,{'mean_absolute_error': 1.559661403976363},{'mean_absolute_error': 3.5587348265372882},{'mean_absolute_error': 1.4983109859273254},{'mean_absolute_error': 2.795739227694495},{'mean_absolute_error': 1.559883321681579},{'mean_absolute_error': 3.438882348086734}
149,{'mean_absolute_error': 1.7856390971248717},{'mean_absolute_error': 3.5518256460076265},{'mean_absolute_error': 1.652731267566652},{'mean_absolute_error': 2.847773009405211},{'mean_absolute_error': 1.5740070057988924},{'mean_absolute_error': 3.428700620513352}
150,{'mean_absolute_error': 1.6361793033791827},{'mean_absolute_error': 3.392477764799817},{'mean_absolute_error': 1.513925267508719},{'mean_absolute_error': 2.834152029726502},{'mean_absolute_error': 1.7664872053329106},{'mean_absolute_error': 3.4186854125300443}
151,{'mean_absolute_error': 1.571690753363616},{'mean_absolute_error': 3.5601017632111627},{'mean_absolute_error': 1.4781839457983024},{'mean_absolute_error': 2.9923984457489814},{'mean_absolute_error': 1.5452231429164562},{'mean_absolute_error': 3.570193243312084}
152,{'mean_absolute_error': 1.9511042110759087},{'mean_absolute_error': 4.07647913926843},{'mean_absolute_error': 1.4684293645882687},{'mean_absolute_error': 2.9298579146535815},{'mean_absolute_error': 1.5425468234420483},{'mean_absolute_error': 3.4859412885143577}
153,{'mean_absolute_error': 1.7575909817385809},{'mean_absolute_error': 3.5703733084889833},{'mean_absolute_error': 1.6365712775295638},{'mean_absolute_error': 2.9138377114045193},{'mean_absolute_error': 1.5859576939564337},{'mean_absolute_error': 3.3627232853312368}
154,{'mean_absolute_error': 1.63038695124022},{'mean_absolute_error': 3.530781985575696},{'mean_absolute_error': 1.5015986643704833},{'mean_absolute_error': 2.7757253956171493},{'mean_absolute_error': 1.585423125433013},{'mean_absolute_error': 3.399427795862613}
155,{'mean_absolute_error': 1.5627840546941993},{'mean_absolute_error': 3.515270177343396},{'mean_absolute_error': 1.4830070484489448},{'mean_absolute_error': 2.8011573375372514},{'mean_absolute_error': 1.5863087878990711},{'mean_absolute_error': 3.5011577626055}
156,{'mean_absolute_error': 1.5496550048774045},{'mean_absolute_error': 3.509831502114011},{'mean_absolute_error': 1.4671818309507578},{'mean_absolute_error': 2.902546803955468},{'mean_absolute_error': 1.5487757554657475},{'mean_absolute_error': 3.531330117401522}
157,{'mean_absolute_error': 1.5890431959809603},{'mean_absolute_error': 3.500028273191144},{'mean_absolute_error': 1.4628176658311753},{'mean_absolute_error': 2.851855193230416},{'mean_absolute_error': 1.5730872808162666},{'mean_absolute_error': 3.369540867170887}
158,{'mean_absolute_error': 1.5372411475662835},{'mean_absolute_error': 3.5863054747927685},{'mean_absolute_error': 1.5048776851306047},{'mean_absolute_error': 2.8199418922844735},{'mean_absolute_error': 1.5906203688646081},{'mean_absolute_error': 3.5781920724541334}
159,{'mean_absolute_error': 1.5309563960618733},{'mean_absolute_error': 3.48355557250429},{'mean_absolute_error': 1.4862343860159035},{'mean_absolute_error': 2.8372384065301253},{'mean_absolute_error': 1.5418274174669142},{'mean_absolute_error': 3.5351853216412494}
160,{'mean_absolute_error': 1.6075297977144658},{'mean_absolute_error': 3.365491303514206},{'mean_absolute_error': 1.5122487399662339},{'mean_absolute_error': 2.8464839293598123},{'mean_absolute_error': 1.5613128625915147},{'mean_absolute_error': 3.4849464486038757}
161,{'mean_absolute_error': 1.5410132111589814},{'mean_absolute_error': 3.49926602626182},{'mean_absolute_error': 1.5766244812950843},{'mean_absolute_error': 2.8088391049674275},{'mean_absolute_error': 1.5903740481413584},{'mean_absolute_error': 3.3522120068298222}
162,{'mean_absolute_error': 1.6222946646806726},{'mean_absolute_error': 3.6270374825094382},{'mean_absolute_error': 1.434631314951254},{'mean_absolute_error': 2.8779388221078346},{'mean_absolute_error': 1.5300389637070289},{'mean_absolute_error': 3.4796880527444163}
163,{'mean_absolute_error': 1.6502587113571283},{'mean_absolute_error': 3.5345232125322195},{'mean_absolute_error': 1.4366868264202932},{'mean_absolute_error': 2.9009715443803463},{'mean_absolute_error': 1.6830696661346178},{'mean_absolute_error': 3.920442565931951}
164,{'mean_absolute_error': 1.5207443260089983},{'mean_absolute_error': 3.5467169878527773},{'mean_absolute_error': 1.5101473367551348},{'mean_absolute_error': 2.8414263617483697},{'mean_absolute_error': 1.590234678255141},{'mean_absolute_error': 3.420740807353418}
165,{'mean_absolute_error': 1.639372023894477},{'mean_absolute_error': 3.6588392075328007},{'mean_absolute_error': 1.4211627740163315},{'mean_absolute_error': 2.9066613918703945},{'mean_absolute_error': 1.538858707273246},{'mean_absolute_error': 3.4038098303158777}
166,{'mean_absolute_error': 1.5704783092154186},{'mean_absolute_error': 3.4308223456620435},{'mean_absolute_error': 1.4618114612406725},{'mean_absolute_error': 2.9766664023475755},{'mean_absolute_error': 1.5322691609472943},{'mean_absolute_error': 3.512834356179539}
167,{'mean_absolute_error': 1.6122883639109338},{'mean_absolute_error': 3.6025168759971122},{'mean_absolute_error': 1.5402033464291844},{'mean_absolute_error': 2.9728782131908678},{'mean_absolute_error': 1.5145867282344958},{'mean_absolute_error': 3.5626369816678167}
168,{'mean_absolute_error': 1.5559534403754822},{'mean_absolute_error': 3.6437308844121463},{'mean_absolute_error': 1.4745760049268528},{'mean_absolute_error': 2.947992198475067},{'mean_absolute_error': 1.5504904190674416},{'mean_absolute_error': 3.6185398194336513}
169,{'mean_absolute_error': 1.5475328798505092},{'mean_absolute_error': 3.424499586697841},{'mean_absolute_error': 1.4552608657052073},{'mean_absolute_error': 2.887512450422908},{'mean_absolute_error': 1.6989626159387308},{'mean_absolute_error': 3.236517968520992}
170,{'mean_absolute_error': 1.5289092641694222},{'mean_absolute_error': 3.471869874998311},{'mean_absolute_error': 1.4700855335130618},{'mean_absolute_error': 2.9057242355379582},{'mean_absolute_error': 1.525268280497572},{'mean_absolute_error': 3.528096283537887}
171,{'mean_absolute_error': 1.6231354716349724},{'mean_absolute_error': 3.6476486555826657},{'mean_absolute_error': 1.435994199968193},{'mean_absolute_error': 2.929298422895731},{'mean_absolute_error': 1.7690678086247482},{'mean_absolute_error': 4.038270311327059}
172,{'mean_absolute_error': 1.5113430049766308},{'mean_absolute_error': 3.530240147766892},{'mean_absolute_error': 1.4550656411516898},{'mean_absolute_error': 2.868494797076819},{'mean_absolute_error': 1.6741107510456867},{'mean_absolute_error': 3.3805880670585866}
173,{'mean_absolute_error': 1.504372122909262},{'mean_absolute_error': 3.5233333195101313},{'mean_absolute_error': 1.6880466246691577},{'mean_absolute_error': 3.0554027930460883},{'mean_absolute_error': 1.607529491227881},{'mean_absolute_error': 3.3996879172320855}
174,{'mean_absolute_error': 1.500837943326044},{'mean_absolute_error': 3.60704413382572},{'mean_absolute_error': 1.43740758373704},{'mean_absolute_error': 2.9762139862354946},{'mean_absolute_error': 1.580394471594288},{'mean_absolute_error': 3.694653648981572}
175,{'mean_absolute_error': 1.527377490381362},{'mean_absolute_error': 3.504519164888041},{'mean_absolute_error': 1.4244331632161993},{'mean_absolute_error': 3.0003880839341632},{'mean_absolute_error': 1.5509187692735633},{'mean_absolute_error': 3.704043981709266}
176,{'mean_absolute_error': 1.4937990233338312},{'mean_absolute_error': 3.529448872225379},{'mean_absolute_error': 1.5118123205416258},{'mean_absolute_error': 2.895507965818237},{'mean_absolute_error': 1.5335759903163244},{'mean_absolute_error': 3.5174025845397536}
177,{'mean_absolute_error': 1.4915734416649153},{'mean_absolute_error': 3.5526005576376627},{'mean_absolute_error': 1.4150959499809952},{'mean_absolute_error': 2.9767999376662653},{'mean_absolute_error': 1.6453214486830554},{'mean_absolute_error': 3.32960551529442}
178,{'mean_absolute_error': 1.4898069336971265},{'mean_absolute_error': 3.515907768786272},{'mean_absolute_error': 1.4452585649031136},{'mean_absolute_error': 2.942237028241},{'mean_absolute_error': 1.509591196941715},{'mean_absolute_error': 3.436930947490561}
179,{'mean_absolute_error': 1.5646487450735156},{'mean_absolute_error': 3.5484772029907448},{'mean_absolute_error': 1.5748467065654455},{'mean_absolute_error': 2.8423275122833314},{'mean_absolute_error': 1.7322546574651176},{'mean_absolute_error': 3.885784493685544}
180,{'mean_absolute_error': 1.4850073272656215},{'mean_absolute_error': 3.588549131115405},{'mean_absolute_error': 1.4108229248961919},{'mean_absolute_error': 2.8906790833144913},{'mean_absolute_error': 1.5399660961516128},{'mean_absolute_error': 3.51610508349672}
181,{'mean_absolute_error': 1.486245076374612},{'mean_absolute_error': 3.5233412791304364},{'mean_absolute_error': 1.5031982247111586},{'mean_absolute_error': 3.0435940804993997},{'mean_absolute_error': 1.6317795929615384},{'mean_absolute_error': 3.548892707445509}
182,{'mean_absolute_error': 1.519988242525443},{'mean_absolute_error': 3.5829073343250775},{'mean_absolute_error': 1.4466234711134474},{'mean_absolute_error': 2.860068559253826},{'mean_absolute_error': 1.5231718706328496},{'mean_absolute_error': 3.604298349045958}
183,{'mean_absolute_error': 1.493143782144073},{'mean_absolute_error': 3.49041196317487},{'mean_absolute_error': 1.5099558193253835},{'mean_absolute_error': 2.9668880884795037},{'mean_absolute_error': 1.5071484766276115},{'mean_absolute_error': 3.4536374573129707}
184,{'mean_absolute_error': 1.5284335572321168},{'mean_absolute_error': 3.6192238833405974},{'mean_absolute_error': 1.548097055656287},{'mean_absolute_error': 3.125027993584743},{'mean_absolute_error': 1.6458179840210567},{'mean_absolute_error': 3.4728928355930475}
185,{'mean_absolute_error': 1.5110641670020828},{'mean_absolute_error': 3.6246221167970436},{'mean_absolute_error': 1.3938777326981948},{'mean_absolute_error': 2.9853584025558684},{'mean_absolute_error': 1.5114987958666821},{'mean_absolute_error': 3.4750923974888512}
186,{'mean_absolute_error': 1.6012757319078146},{'mean_absolute_error': 3.6102574777723357},{'mean_absolute_error': 1.4426292708640145},{'mean_absolute_error': 2.8754890341416},{'mean_absolute_error': 1.4917420773294356},{'mean_absolute_error': 3.4436414147452212}
187,{'mean_absolute_error': 1.4921166037735112},{'mean_absolute_error': 3.5086046815889564},{'mean_absolute_error': 1.4706949406749663},{'mean_absolute_error': 2.9895415543000525},{'mean_absolute_error': 1.4911090756353564},{'mean_absolute_error': 3.4630244058522113}
188,{'mean_absolute_error': 1.5036986976974192},{'mean_absolute_error': 3.578007104079503},{'mean_absolute_error': 1.4514102939067057},{'mean_absolute_error': 2.989326058982002},{'mean_absolute_error': 1.5213331386680324},{'mean_absolute_error': 3.571455096613593}
189,{'mean_absolute_error': 1.4539390379896746},{'mean_absolute_error': 3.5961964509051194},{'mean_absolute_error': 1.415545191153751},{'mean_absolute_error': 2.9117460449602515},{'mean_absolute_error': 1.490315857199839},{'mean_absolute_error': 3.5511712098496666}
190,{'mean_absolute_error': 1.4785620846767844},{'mean_absolute_error': 3.5307085238371148},{'mean_absolute_error': 1.506687060278978},{'mean_absolute_error': 3.032589568132364},{'mean_absolute_error': 1.5056925579222133},{'mean_absolute_error': 3.606729351115216}
191,{'mean_absolute_error': 1.4320134755814815},{'mean_absolute_error': 3.592147325435296},{'mean_absolute_error': 1.5896599254858035},{'mean_absolute_error': 3.15466684535531},{'mean_absolute_error': 1.5662766072057759},{'mean_absolute_error': 3.573090905373577}
192,{'mean_absolute_error': 1.5034035264954462},{'mean_absolute_error': 3.679014531147331},{'mean_absolute_error': 1.3955546837483679},{'mean_absolute_error': 2.9547197611945846},{'mean_absolute_error': 1.584049112498593},{'mean_absolute_error': 3.494220468401883}
193,{'mean_absolute_error': 1.4847564384104956},{'mean_absolute_error': 3.556734841513686},{'mean_absolute_error': 1.414173110779326},{'mean_absolute_error': 2.885112053756431},{'mean_absolute_error': 1.5402453260268876},{'mean_absolute_error': 3.6163660062035436}
194,{'mean_absolute_error': 1.501646975103331},{'mean_absolute_error': 3.4986439366585516},{'mean_absolute_error': 1.4514823973356819},{'mean_absolute_error': 2.931141486033708},{'mean_absolute_error': 1.5075112833439415},{'mean_absolute_error': 3.6389011142068886}
195,{'mean_absolute_error': 1.6001342127070977},{'mean_absolute_error': 3.5832501477200753},{'mean_absolute_error': 1.5781473708601608},{'mean_absolute_error': 3.1451498702602008},{'mean_absolute_error': 1.4833034721017606},{'mean_absolute_error': 3.576572478928996}
196,{'mean_absolute_error': 1.5186165588526035},{'mean_absolute_error': 3.5437171218541126},{'mean_absolute_error': 1.3961165130409043},{'mean_absolute_error': 2.944065297398398},{'mean_absolute_error': 1.5208161653599968},{'mean_absolute_error': 3.549408083363703}
197,{'mean_absolute_error': 1.4899220068326158},{'mean_absolute_error': 3.5540542818919345},{'mean_absolute_error': 1.4554121674359095},{'mean_absolute_error': 2.8892896510996464},{'mean_absolute_error': 1.496453933536019},{'mean_absolute_error': 3.5089525602339338}
198,{'mean_absolute_error': 1.4652386766290675},{'mean_absolute_error': 3.628753176643136},{'mean_absolute_error': 1.4466399152289813},{'mean_absolute_error': 2.860757589281798},{'mean_absolute_error': 1.4864847620785115},{'mean_absolute_error': 3.497842829470891}
199,{'mean_absolute_error': 1.4557514671013774},{'mean_absolute_error': 3.58907342060001},{'mean_absolute_error': 1.3745112122847853},{'mean_absolute_error': 2.960458841183745},{'mean_absolute_error': 1.4657119351473673},{'mean_absolute_error': 3.650569731178917}
200,{'mean_absolute_error': 1.4692519279626521},{'mean_absolute_error': 3.5559822487824926},{'mean_absolute_error': 1.395009232031909},{'mean_absolute_error': 2.9498542999281994},{'mean_absolute_error': 1.4617601846348052},{'mean_absolute_error': 3.5570724777279525}
201,{'mean_absolute_error': 1.5516952983610242},{'mean_absolute_error': 3.7900233071179916},{'mean_absolute_error': 1.4113490573523348},{'mean_absolute_error': 2.9969441286201857},{'mean_absolute_error': 1.465879768653271},{'mean_absolute_error': 3.5825506818752006}
202,{'mean_absolute_error': 1.6626377946430448},{'mean_absolute_error': 3.6023767820712465},{'mean_absolute_error': 1.5705653600067446},{'mean_absolute_error': 3.03473286104481},{'mean_absolute_error': 1.4661029760957607},{'mean_absolute_error': 3.612420088762988}
203,{'mean_absolute_error': 1.5747655942137362},{'mean_absolute_error': 3.4545080989340393},{'mean_absolute_error': 1.4586251669940233},{'mean_absolute_error': 2.9787859666546996},{'mean_absolute_error': 1.5267701312647264},{'mean_absolute_error': 3.4518492299635004}
204,{'mean_absolute_error': 1.5581631293290483},{'mean_absolute_error': 3.8075595388600663},{'mean_absolute_error': 1.4368173031919782},{'mean_absolute_error': 3.186475013815344},{'mean_absolute_error': 1.5380311446771049},{'mean_absolute_error': 3.570388762912823}
205,{'mean_absolute_error': 1.468883468785627},{'mean_absolute_error': 3.537498233025528},{'mean_absolute_error': 1.6098937545120577},{'mean_absolute_error': 3.20742770287524},{'mean_absolute_error': 1.4468186670486842},{'mean_absolute_error': 3.6373512812411457}
206,{'mean_absolute_error': 1.5081434823867466},{'mean_absolute_error': 3.5576289304326303},{'mean_absolute_error': 1.3993257184402137},{'mean_absolute_error': 2.966292127791911},{'mean_absolute_error': 1.6341968143855794},{'mean_absolute_error': 3.4198190855634696}
207,{'mean_absolute_error': 1.4993598188546289},{'mean_absolute_error': 3.7677859257572828},{'mean_absolute_error': 1.372688745127446},{'mean_absolute_error': 2.9342077888184663},{'mean_absolute_error': 1.5613205929614045},{'mean_absolute_error': 3.789258623880461}
208,{'mean_absolute_error': 1.552965812043423},{'mean_absolute_error': 3.597725317094164},{'mean_absolute_error': 1.4661638669370363},{'mean_absolute_error': 3.0961754753684607},{'mean_absolute_error': 1.4762549990502385},{'mean_absolute_error': 3.575166147928486}
209,{'mean_absolute_error': 1.5137801112943992},{'mean_absolute_error': 3.479739807317512},{'mean_absolute_error': 1.3975463863558604},{'mean_absolute_error': 2.9241095843353087},{'mean_absolute_error': 1.4635448495679027},{'mean_absolute_error': 3.66162036525795}
210,{'mean_absolute_error': 1.4531959785589954},{'mean_absolute_error': 3.6926914428415016},{'mean_absolute_error': 1.3560733966191147},{'mean_absolute_error': 2.973835171725753},{'mean_absolute_error': 1.498844439149766},{'mean_absolute_error': 3.6819713999415336}
211,{'mean_absolute_error': 1.4331573322091973},{'mean_absolute_error': 3.625497337402137},{'mean_absolute_error': 1.427190706260429},{'mean_absolute_error': 3.0393192465384216},{'mean_absolute_error': 1.6030231735055736},{'mean_absolute_error': 3.720148388817789}
212,{'mean_absolute_error': 1.5015457051058663},{'mean_absolute_error': 3.621414340411946},{'mean_absolute_error': 1.5406983454418433},{'mean_absolute_error': 3.3217451713282844},{'mean_absolute_error': 1.5795867489412436},{'mean_absolute_error': 3.5288615328641795}
213,{'mean_absolute_error': 1.479717482976482},{'mean_absolute_error': 3.5818900179173436},{'mean_absolute_error': 1.4743766042611879},{'mean_absolute_error': 3.0244790113789826},{'mean_absolute_error': 1.5155707121541087},{'mean_absolute_error': 3.566298319893244}
214,{'mean_absolute_error': 1.4715548221158803},{'mean_absolute_error': 3.734574613149706},{'mean_absolute_error': 1.672148436501236},{'mean_absolute_error': 3.1566435795851593},{'mean_absolute_error': 1.4828444091830806},{'mean_absolute_error': 3.6395034838644618}
215,{'mean_absolute_error': 1.429142991466524},{'mean_absolute_error': 3.649518018078163},{'mean_absolute_error': 1.3557011215082533},{'mean_absolute_error': 3.042959796922381},{'mean_absolute_error': 1.482941124397447},{'mean_absolute_error': 3.576865982254381}
216,{'mean_absolute_error': 1.6231576613104124},{'mean_absolute_error': 3.740496021874914},{'mean_absolute_error': 1.468664284994432},{'mean_absolute_error': 2.9821760989555113},{'mean_absolute_error': 1.5199340926674563},{'mean_absolute_error': 3.5753224034925246}
217,{'mean_absolute_error': 1.5021440860732937},{'mean_absolute_error': 3.718582243742546},{'mean_absolute_error': 1.413344841319366},{'mean_absolute_error': 2.912302985749451},{'mean_absolute_error': 1.4761050793564778},{'mean_absolute_error': 3.613729641923687}
218,{'mean_absolute_error': 1.4459195543317367},{'mean_absolute_error': 3.646986592584455},{'mean_absolute_error': 1.359693950067072},{'mean_absolute_error': 3.0850987266242584},{'mean_absolute_error': 1.5297537537019839},{'mean_absolute_error': 3.4655644055795367}
