,train_scores_500,valid_scores_500,train_scores_1000,valid_scores_1000,train_scores_5000,valid_scores_5000,train_scores_7000,valid_scores_7000,train_scores_10000,valid_scores_10000,train_scores_15000,valid_scores_15000
206,{'mean_absolute_error': 0.9171348277512216},{'mean_absolute_error': 1.5538705241796682},{'mean_absolute_error': 0.739341035247157},{'mean_absolute_error': 1.3279892780323739},{'mean_absolute_error': 0.8577482154476818},{'mean_absolute_error': 1.0444100641945913},{'mean_absolute_error': 0.7811222274197919},{'mean_absolute_error': 1.231519111098316},{'mean_absolute_error': 0.7717383059554501},{'mean_absolute_error': 1.1617189820092735},{'mean_absolute_error': 0.7286875702635263},{'mean_absolute_error': 1.1712441644083411}
207,{'mean_absolute_error': 0.8476177774369664},{'mean_absolute_error': 1.4353833378450087},{'mean_absolute_error': 0.8407764585753009},{'mean_absolute_error': 1.428354346344446},{'mean_absolute_error': 0.866104309632273},{'mean_absolute_error': 1.078323904119527},{'mean_absolute_error': 0.793264153458628},{'mean_absolute_error': 1.2397442153989198},{'mean_absolute_error': 0.778434513837619},{'mean_absolute_error': 1.1672138351255414},{'mean_absolute_error': 0.7470597062031114},{'mean_absolute_error': 1.2131624145994935}
208,{'mean_absolute_error': 0.793230359364763},{'mean_absolute_error': 1.441467206590078},{'mean_absolute_error': 0.8785866674553394},{'mean_absolute_error': 1.4065554533481888},{'mean_absolute_error': 0.9120995658637522},{'mean_absolute_error': 1.123874199477224},{'mean_absolute_error': 0.8252724220756463},{'mean_absolute_error': 1.2409546350475895},{'mean_absolute_error': 0.7653204759376026},{'mean_absolute_error': 1.1744294653879046},{'mean_absolute_error': 0.7193765571362417},{'mean_absolute_error': 1.1584309377666815}
209,{'mean_absolute_error': 0.8686680649843985},{'mean_absolute_error': 1.4428288027003484},{'mean_absolute_error': 0.8695129032893096},{'mean_absolute_error': 1.3948139999949096},{'mean_absolute_error': 0.8451679913342762},{'mean_absolute_error': 1.0451074480633051},{'mean_absolute_error': 0.7979985650937333},{'mean_absolute_error': 1.2003187022252109},{'mean_absolute_error': 0.7734773484141619},{'mean_absolute_error': 1.182378847937208},{'mean_absolute_error': 0.7742422686473702},{'mean_absolute_error': 1.2244773774742006}
210,{'mean_absolute_error': 0.8357477512048823},{'mean_absolute_error': 1.4956333181377965},{'mean_absolute_error': 0.7448478244540253},{'mean_absolute_error': 1.2973491625699898},{'mean_absolute_error': 0.8597967133682662},{'mean_absolute_error': 1.036630387901797},{'mean_absolute_error': 0.7767747188523002},{'mean_absolute_error': 1.2232205533392746},{'mean_absolute_error': 0.770458065013129},{'mean_absolute_error': 1.1968516913639933},{'mean_absolute_error': 0.7119246115788331},{'mean_absolute_error': 1.1853831593084032}
211,{'mean_absolute_error': 0.8388559117451911},{'mean_absolute_error': 1.4441429304828086},{'mean_absolute_error': 0.7413137798287792},{'mean_absolute_error': 1.2874962234756429},{'mean_absolute_error': 0.8687538659147626},{'mean_absolute_error': 1.098197460041821},{'mean_absolute_error': 0.8098170401114401},{'mean_absolute_error': 1.2026169240917823},{'mean_absolute_error': 0.7981028682480072},{'mean_absolute_error': 1.1878990545944013},{'mean_absolute_error': 0.715332755436434},{'mean_absolute_error': 1.176545212825685}
212,{'mean_absolute_error': 0.7298078427741101},{'mean_absolute_error': 1.4367620751503987},{'mean_absolute_error': 0.7963343482638744},{'mean_absolute_error': 1.3036639270612693},{'mean_absolute_error': 0.8414931700444397},{'mean_absolute_error': 1.0368179646900562},{'mean_absolute_error': 0.7861061470048262},{'mean_absolute_error': 1.2553389771056087},{'mean_absolute_error': 0.7767341365453784},{'mean_absolute_error': 1.1943154612251696},{'mean_absolute_error': 0.7159020411304193},{'mean_absolute_error': 1.1747336681130671}
213,{'mean_absolute_error': 0.7495085845891861},{'mean_absolute_error': 1.4170437389904391},{'mean_absolute_error': 0.7486633403957259},{'mean_absolute_error': 1.3110667880392355},{'mean_absolute_error': 0.8512463569952171},{'mean_absolute_error': 1.0633082359944592},{'mean_absolute_error': 0.812623547111119},{'mean_absolute_error': 1.2679158126456491},{'mean_absolute_error': 0.8016446765854738},{'mean_absolute_error': 1.1980307537365023},{'mean_absolute_error': 0.7195663451992549},{'mean_absolute_error': 1.1600084346620043}
214,{'mean_absolute_error': 0.702556314901895},{'mean_absolute_error': 1.3951621320292045},{'mean_absolute_error': 0.771611614402659},{'mean_absolute_error': 1.331532291558426},{'mean_absolute_error': 0.8576494177577166},{'mean_absolute_error': 1.0529029477653273},{'mean_absolute_error': 0.7733595346904016},{'mean_absolute_error': 1.2006330026368393},{'mean_absolute_error': 0.7529286492793946},{'mean_absolute_error': 1.1744794950284225},{'mean_absolute_error': 0.7054983186559572},{'mean_absolute_error': 1.1714331044913537}
215,{'mean_absolute_error': 0.7466548530295395},{'mean_absolute_error': 1.3899036356274805},{'mean_absolute_error': 0.7797471545517738},{'mean_absolute_error': 1.3052899125555286},{'mean_absolute_error': 0.8378566079030617},{'mean_absolute_error': 1.0390257382876273},{'mean_absolute_error': 0.770086259707056},{'mean_absolute_error': 1.252570970764931},{'mean_absolute_error': 0.7991471401562541},{'mean_absolute_error': 1.250081535995338},{'mean_absolute_error': 0.7150432960106023},{'mean_absolute_error': 1.1794478506081412}
216,{'mean_absolute_error': 0.7235444589992389},{'mean_absolute_error': 1.3993740624021793},{'mean_absolute_error': 0.7904579907759673},{'mean_absolute_error': 1.2991166402141876},{'mean_absolute_error': 0.8444954237869791},{'mean_absolute_error': 1.0401720769310738},{'mean_absolute_error': 0.7802858493926905},{'mean_absolute_error': 1.2148629051992967},{'mean_absolute_error': 0.7447370224755034},{'mean_absolute_error': 1.165031944490213},{'mean_absolute_error': 0.7087050259134688},{'mean_absolute_error': 1.1772795521728456}
217,{'mean_absolute_error': 0.7527694107023212},{'mean_absolute_error': 1.396228716755845},{'mean_absolute_error': 0.7278602655180427},{'mean_absolute_error': 1.2890330184848615},{'mean_absolute_error': 0.868294409469366},{'mean_absolute_error': 1.0457267284361385},{'mean_absolute_error': 0.7631265394400522},{'mean_absolute_error': 1.2224756025326717},{'mean_absolute_error': 0.7539531190046075},{'mean_absolute_error': 1.2028736603032737},{'mean_absolute_error': 0.7103461747848484},{'mean_absolute_error': 1.1938175154453041}
218,{'mean_absolute_error': 0.7153829669332806},{'mean_absolute_error': 1.4303408939787843},{'mean_absolute_error': 0.7452718758878497},{'mean_absolute_error': 1.3254862540723085},{'mean_absolute_error': 0.8352451583259574},{'mean_absolute_error': 1.0680872581978633},{'mean_absolute_error': 0.7636400414035384},{'mean_absolute_error': 1.2323385424936442},{'mean_absolute_error': 0.7470816667018554},{'mean_absolute_error': 1.1797118089405552},{'mean_absolute_error': 0.6939537948030577},{'mean_absolute_error': 1.1707460811979202}
219,{'mean_absolute_error': 0.7743479329171401},{'mean_absolute_error': 1.4315026562057884},{'mean_absolute_error': 0.8080414318146365},{'mean_absolute_error': 1.329768439437777},{'mean_absolute_error': 0.8479724000958245},{'mean_absolute_error': 1.0788704206611683},{'mean_absolute_error': 0.7784154991012672},{'mean_absolute_error': 1.209160367146074},{'mean_absolute_error': 0.7876941308577154},{'mean_absolute_error': 1.2028363356790654},{'mean_absolute_error': 0.7011351104434316},{'mean_absolute_error': 1.1711792233871452}
220,{'mean_absolute_error': 0.7339584613877106},{'mean_absolute_error': 1.4524727698000777},{'mean_absolute_error': 0.7355121953528118},{'mean_absolute_error': 1.317773413284492},{'mean_absolute_error': 0.8329415191997424},{'mean_absolute_error': 1.04793422337461},{'mean_absolute_error': 0.8189917590664957},{'mean_absolute_error': 1.3004629483684051},{'mean_absolute_error': 0.7837397333407742},{'mean_absolute_error': 1.1967332993560567},{'mean_absolute_error': 0.7141933994266971},{'mean_absolute_error': 1.1981554083440968}
221,{'mean_absolute_error': 0.7364926362824095},{'mean_absolute_error': 1.4365159814588284},{'mean_absolute_error': 0.7235772525349148},{'mean_absolute_error': 1.2940116474544792},{'mean_absolute_error': 0.8326177023408606},{'mean_absolute_error': 1.0620791439789157},{'mean_absolute_error': 0.7585534037470525},{'mean_absolute_error': 1.2239935440288598},{'mean_absolute_error': 0.7334383983543404},{'mean_absolute_error': 1.1812986283775886},{'mean_absolute_error': 0.6883033762297899},{'mean_absolute_error': 1.1964124013694164}
222,{'mean_absolute_error': 0.6761689097228837},{'mean_absolute_error': 1.4478920512017448},{'mean_absolute_error': 0.7681982261008229},{'mean_absolute_error': 1.258101307524568},{'mean_absolute_error': 0.8357078063306503},{'mean_absolute_error': 1.0433577215609953},{'mean_absolute_error': 0.7624892518031425},{'mean_absolute_error': 1.220813905569388},{'mean_absolute_error': 0.7389208433820227},{'mean_absolute_error': 1.1952161619319832},{'mean_absolute_error': 0.7004058073414664},{'mean_absolute_error': 1.2043445347528081}
223,{'mean_absolute_error': 0.6894925455745936},{'mean_absolute_error': 1.4281410273497526},{'mean_absolute_error': 0.7335446929326892},{'mean_absolute_error': 1.2686156613787598},{'mean_absolute_error': 0.8347569173845629},{'mean_absolute_error': 1.0699624243863193},{'mean_absolute_error': 0.7737942997552931},{'mean_absolute_error': 1.2457833654417005},{'mean_absolute_error': 0.7355832512543803},{'mean_absolute_error': 1.1748197637765123},{'mean_absolute_error': 0.6821304601855342},{'mean_absolute_error': 1.1849805620828966}
224,{'mean_absolute_error': 0.6781533589487175},{'mean_absolute_error': 1.4153576227193705},{'mean_absolute_error': 0.7216091826837728},{'mean_absolute_error': 1.2769908609522986},{'mean_absolute_error': 0.8307534017529157},{'mean_absolute_error': 1.0520064595741856},{'mean_absolute_error': 0.7574588935259895},{'mean_absolute_error': 1.2634057331489386},{'mean_absolute_error': 0.7252212752509308},{'mean_absolute_error': 1.20030498317901},{'mean_absolute_error': 0.6819146632247838},{'mean_absolute_error': 1.1749526482129087}
225,{'mean_absolute_error': 0.6877993896143886},{'mean_absolute_error': 1.4046586416541458},{'mean_absolute_error': 0.7190569562708721},{'mean_absolute_error': 1.2904886640117352},{'mean_absolute_error': 0.8487285673283815},{'mean_absolute_error': 1.0849393634035298},{'mean_absolute_error': 0.7454362344449811},{'mean_absolute_error': 1.2426499263396842},{'mean_absolute_error': 0.7564455489826408},{'mean_absolute_error': 1.215525880551381},{'mean_absolute_error': 0.7037417062714827},{'mean_absolute_error': 1.2164699693895955}
226,{'mean_absolute_error': 0.6916524784927494},{'mean_absolute_error': 1.4078648268587826},{'mean_absolute_error': 0.7396068699815859},{'mean_absolute_error': 1.3458119490399998},{'mean_absolute_error': 0.8212028255146114},{'mean_absolute_error': 1.0478611154527138},{'mean_absolute_error': 0.7605096242259103},{'mean_absolute_error': 1.2629578731724371},{'mean_absolute_error': 0.7338534209548621},{'mean_absolute_error': 1.1767404444031961},{'mean_absolute_error': 0.7161139345914462},{'mean_absolute_error': 1.1958119633658204}
227,{'mean_absolute_error': 0.6796219294981213},{'mean_absolute_error': 1.4259841990013842},{'mean_absolute_error': 0.7333503931268575},{'mean_absolute_error': 1.264285248488002},{'mean_absolute_error': 0.8261551037195497},{'mean_absolute_error': 1.0478477747658448},{'mean_absolute_error': 0.747939833753358},{'mean_absolute_error': 1.2337232172026715},{'mean_absolute_error': 0.7708696951613675},{'mean_absolute_error': 1.211827791265497},{'mean_absolute_error': 0.6801140044575283},{'mean_absolute_error': 1.1914838038680062}
228,{'mean_absolute_error': 0.6918759894831783},{'mean_absolute_error': 1.4145465465629277},{'mean_absolute_error': 0.7353010827347891},{'mean_absolute_error': 1.3081018581377812},{'mean_absolute_error': 0.8279652849785643},{'mean_absolute_error': 1.0722647419605742},{'mean_absolute_error': 0.7542649202346824},{'mean_absolute_error': 1.2509536999244457},{'mean_absolute_error': 0.7241656296503256},{'mean_absolute_error': 1.1608878296549523},{'mean_absolute_error': 0.6789284537823544},{'mean_absolute_error': 1.1597682589738276}
229,{'mean_absolute_error': 0.7204521974662443},{'mean_absolute_error': 1.4564971901168702},{'mean_absolute_error': 0.7141920396089269},{'mean_absolute_error': 1.2778667460391444},{'mean_absolute_error': 0.8283470189229697},{'mean_absolute_error': 1.041489541698875},{'mean_absolute_error': 0.788241124350327},{'mean_absolute_error': 1.3175576160279447},{'mean_absolute_error': 0.761472785409172},{'mean_absolute_error': 1.1949484502633816},{'mean_absolute_error': 0.691039316177856},{'mean_absolute_error': 1.205533183920992}
230,{'mean_absolute_error': 0.7254362991145011},{'mean_absolute_error': 1.4491573943431808},{'mean_absolute_error': 0.71433379030172},{'mean_absolute_error': 1.2778540629871926},{'mean_absolute_error': 0.8250397071078341},{'mean_absolute_error': 1.064897724676159},{'mean_absolute_error': 0.747252889530644},{'mean_absolute_error': 1.2360563650493992},{'mean_absolute_error': 0.7235825134713371},{'mean_absolute_error': 1.1791660573071183},{'mean_absolute_error': 0.6610619547702018},{'mean_absolute_error': 1.2254570639996507}
231,{'mean_absolute_error': 0.6968211473268632},{'mean_absolute_error': 1.4491555731023713},{'mean_absolute_error': 0.7012202413466703},{'mean_absolute_error': 1.3008561932627318},{'mean_absolute_error': 0.8304713534213741},{'mean_absolute_error': 1.0889996773524524},{'mean_absolute_error': 0.7493280784760693},{'mean_absolute_error': 1.2411457863015196},{'mean_absolute_error': 0.7153671425285489},{'mean_absolute_error': 1.191558449653085},{'mean_absolute_error': 0.6738682398239259},{'mean_absolute_error': 1.167151555899401}
232,{'mean_absolute_error': 0.722321203874309},{'mean_absolute_error': 1.423818256368911},{'mean_absolute_error': 0.7138620273090199},{'mean_absolute_error': 1.2754629245137952},{'mean_absolute_error': 0.8095611228985906},{'mean_absolute_error': 1.060617082670679},{'mean_absolute_error': 0.7393565946361557},{'mean_absolute_error': 1.2716878190071912},{'mean_absolute_error': 0.7480925828225736},{'mean_absolute_error': 1.2165607695709102},{'mean_absolute_error': 0.6613901307620944},{'mean_absolute_error': 1.1651985182357976}
233,{'mean_absolute_error': 0.6884786346959234},{'mean_absolute_error': 1.4160506666214323},{'mean_absolute_error': 0.7168373553051697},{'mean_absolute_error': 1.2986370955248454},{'mean_absolute_error': 0.8387099557105179},{'mean_absolute_error': 1.0982282237227086},{'mean_absolute_error': 0.7507964096310036},{'mean_absolute_error': 1.2748272521763198},{'mean_absolute_error': 0.7492023144268699},{'mean_absolute_error': 1.221188779972805},{'mean_absolute_error': 0.6651031069006859},{'mean_absolute_error': 1.1820003364754106}
234,{'mean_absolute_error': 0.6972133632406226},{'mean_absolute_error': 1.3968016082555552},{'mean_absolute_error': 0.7721951499874954},{'mean_absolute_error': 1.3064587481764174},{'mean_absolute_error': 0.8234107918734921},{'mean_absolute_error': 1.0442254366557473},{'mean_absolute_error': 0.73589560412893},{'mean_absolute_error': 1.2424065798251966},{'mean_absolute_error': 0.733855493803633},{'mean_absolute_error': 1.2092172421291514},{'mean_absolute_error': 0.6609167192937617},{'mean_absolute_error': 1.2142034671445487}
235,{'mean_absolute_error': 0.6885505773483539},{'mean_absolute_error': 1.4128112832013804},{'mean_absolute_error': 0.7000866453508887},{'mean_absolute_error': 1.2970395059622164},{'mean_absolute_error': 0.8967601614446556},{'mean_absolute_error': 1.145226774620364},{'mean_absolute_error': 0.7461092349316858},{'mean_absolute_error': 1.298577044255919},{'mean_absolute_error': 0.7252809300013454},{'mean_absolute_error': 1.2073560151484861},{'mean_absolute_error': 0.6494064507261001},{'mean_absolute_error': 1.1971489900000993}
236,{'mean_absolute_error': 0.7271118842731837},{'mean_absolute_error': 1.4414029025344297},{'mean_absolute_error': 0.7108088750931111},{'mean_absolute_error': 1.35336008332603},{'mean_absolute_error': 0.8112658105862658},{'mean_absolute_error': 1.0683760757683851},{'mean_absolute_error': 0.7266774120295048},{'mean_absolute_error': 1.2773241085683502},{'mean_absolute_error': 0.7117106995288408},{'mean_absolute_error': 1.202158285126878},{'mean_absolute_error': 0.6561434317576578},{'mean_absolute_error': 1.183313260857271}
237,{'mean_absolute_error': 0.7369172272080944},{'mean_absolute_error': 1.4929838845247132},{'mean_absolute_error': 0.710962047436103},{'mean_absolute_error': 1.3118897989922504},{'mean_absolute_error': 0.8089398322542558},{'mean_absolute_error': 1.0813652779728882},{'mean_absolute_error': 0.7406038622209492},{'mean_absolute_error': 1.250218950419218},{'mean_absolute_error': 0.7104606708687212},{'mean_absolute_error': 1.1772823702998763},{'mean_absolute_error': 0.638496656906002},{'mean_absolute_error': 1.2012131630564744}
238,{'mean_absolute_error': 0.8070862937449441},{'mean_absolute_error': 1.4927360972853787},{'mean_absolute_error': 0.7176457178780886},{'mean_absolute_error': 1.2782412049874148},{'mean_absolute_error': 0.8012297568665787},{'mean_absolute_error': 1.0625953163975714},{'mean_absolute_error': 0.7320386921788334},{'mean_absolute_error': 1.2540240667598255},{'mean_absolute_error': 0.7431811232576473},{'mean_absolute_error': 1.198981958075319},{'mean_absolute_error': 0.6478284025866508},{'mean_absolute_error': 1.1891623843314718}
239,{'mean_absolute_error': 0.8219736660861607},{'mean_absolute_error': 1.5551807059440863},{'mean_absolute_error': 0.7134339856827168},{'mean_absolute_error': 1.295238541926684},{'mean_absolute_error': 0.8143390807177049},{'mean_absolute_error': 1.0594525996849573},{'mean_absolute_error': 0.7472054605142987},{'mean_absolute_error': 1.2871064907465182},{'mean_absolute_error': 0.698995317847996},{'mean_absolute_error': 1.1925810730046404},{'mean_absolute_error': 0.6600515953869996},{'mean_absolute_error': 1.1966169889699594}
240,{'mean_absolute_error': 0.8242178881258598},{'mean_absolute_error': 1.4866975929001163},{'mean_absolute_error': 0.7139276771542111},{'mean_absolute_error': 1.305981869043466},{'mean_absolute_error': 0.8183607573250234},{'mean_absolute_error': 1.0783905544973187},{'mean_absolute_error': 0.7267248949819013},{'mean_absolute_error': 1.2671147663127982},{'mean_absolute_error': 0.6965253634094203},{'mean_absolute_error': 1.1597820260624736},{'mean_absolute_error': 0.6798234260251944},{'mean_absolute_error': 1.1816174168087767}
241,{'mean_absolute_error': 0.8174628425210957},{'mean_absolute_error': 1.5352329142327732},{'mean_absolute_error': 0.6929321256255072},{'mean_absolute_error': 1.3046422615528428},{'mean_absolute_error': 0.8841920602116455},{'mean_absolute_error': 1.15844656568973},{'mean_absolute_error': 0.7293404529648985},{'mean_absolute_error': 1.2379679109304607},{'mean_absolute_error': 0.704501601869423},{'mean_absolute_error': 1.2090681435411796},{'mean_absolute_error': 0.6366479748064351},{'mean_absolute_error': 1.163412886861962}
242,{'mean_absolute_error': 0.8895000602173448},{'mean_absolute_error': 1.5080111209777602},{'mean_absolute_error': 0.7056691352801553},{'mean_absolute_error': 1.3434243267883794},{'mean_absolute_error': 0.7994448364032161},{'mean_absolute_error': 1.0746998409224604},{'mean_absolute_error': 0.740430886878343},{'mean_absolute_error': 1.2594459530860322},{'mean_absolute_error': 0.7068954414753781},{'mean_absolute_error': 1.2003373695546244},{'mean_absolute_error': 0.6435573067391287},{'mean_absolute_error': 1.1919492823514435}
243,{'mean_absolute_error': 0.7875240750608341},{'mean_absolute_error': 1.5154550996241336},{'mean_absolute_error': 0.702692875294516},{'mean_absolute_error': 1.2913401000351787},{'mean_absolute_error': 0.7976938685294576},{'mean_absolute_error': 1.063281707363451},{'mean_absolute_error': 0.727330460345427},{'mean_absolute_error': 1.297268158534405},{'mean_absolute_error': 0.6967172736976983},{'mean_absolute_error': 1.1586500963337827},{'mean_absolute_error': 0.6231609493014018},{'mean_absolute_error': 1.1846244683459575}
244,{'mean_absolute_error': 0.7298481034077766},{'mean_absolute_error': 1.443140583141567},{'mean_absolute_error': 0.697353976039988},{'mean_absolute_error': 1.2892878082137904},{'mean_absolute_error': 0.8019044378436397},{'mean_absolute_error': 1.0624072680670933},{'mean_absolute_error': 0.7334087351052069},{'mean_absolute_error': 1.2501821330667193},{'mean_absolute_error': 0.6839235018653336},{'mean_absolute_error': 1.1622226574950398},{'mean_absolute_error': 0.6425145176558932},{'mean_absolute_error': 1.1736972679980773}
245,{'mean_absolute_error': 0.6647819093636335},{'mean_absolute_error': 1.4216048201844491},{'mean_absolute_error': 0.6954643408337554},{'mean_absolute_error': 1.3050503823727817},{'mean_absolute_error': 0.7977216514179543},{'mean_absolute_error': 1.084875242817148},{'mean_absolute_error': 0.7250106597094477},{'mean_absolute_error': 1.2883910013123734},{'mean_absolute_error': 0.6850443540580765},{'mean_absolute_error': 1.1997821307346734},{'mean_absolute_error': 0.6440732253364975},{'mean_absolute_error': 1.1921702244678}
246,{'mean_absolute_error': 0.7069750863785965},{'mean_absolute_error': 1.3866622987742587},{'mean_absolute_error': 0.7030050548656402},{'mean_absolute_error': 1.2905164257742312},{'mean_absolute_error': 0.7917298785723822},{'mean_absolute_error': 1.0730239733210265},{'mean_absolute_error': 0.7579624351950848},{'mean_absolute_error': 1.277008287497292},{'mean_absolute_error': 0.687880098319709},{'mean_absolute_error': 1.1886556212784705},{'mean_absolute_error': 0.6230563986698354},{'mean_absolute_error': 1.2002593405779987}
247,{'mean_absolute_error': 0.6845779169876732},{'mean_absolute_error': 1.375451572899282},{'mean_absolute_error': 0.6937474613514365},{'mean_absolute_error': 1.284705552871957},{'mean_absolute_error': 0.7938396308692071},{'mean_absolute_error': 1.0936004604531766},{'mean_absolute_error': 0.7101950961422363},{'mean_absolute_error': 1.2546698234840121},{'mean_absolute_error': 0.7062032050821938},{'mean_absolute_error': 1.1817234989332512},{'mean_absolute_error': 0.6181792558419119},{'mean_absolute_error': 1.198679028978094}
248,{'mean_absolute_error': 0.6809301285438725},{'mean_absolute_error': 1.3936487271858238},{'mean_absolute_error': 0.7638745335196189},{'mean_absolute_error': 1.3063762133475834},{'mean_absolute_error': 0.8022925329821087},{'mean_absolute_error': 1.0638849390098428},{'mean_absolute_error': 0.7135305506613324},{'mean_absolute_error': 1.2643388494177386},{'mean_absolute_error': 0.7294444610391809},{'mean_absolute_error': 1.2216539889106037},{'mean_absolute_error': 0.6404190454750678},{'mean_absolute_error': 1.1985925592395186}
249,{'mean_absolute_error': 0.6564365407777367},{'mean_absolute_error': 1.4151607831712283},{'mean_absolute_error': 0.7394351895671593},{'mean_absolute_error': 1.2771380092626716},{'mean_absolute_error': 0.7881878949710708},{'mean_absolute_error': 1.082684851553874},{'mean_absolute_error': 0.7656895621921316},{'mean_absolute_error': 1.313802340507852},{'mean_absolute_error': 0.7009643229265321},{'mean_absolute_error': 1.1858375543764823},{'mean_absolute_error': 0.6131517920324708},{'mean_absolute_error': 1.193898728422801}
