,train_losses,valid_losses,rms_train_valid_test
0,1.5741431713104248,1.0053439140319824,{'rms_score': 0.6116804045878362}
1,1.2700352668762207,0.8775539994239807,{'rms_score': 0.020711937309793798}
2,1.0070356130599976,0.7183566689491272,{'rms_score': 0.757171932000977}
