,train_losses,valid_losses
237,{'mean_absolute_error': 0.565609116683391},{'mean_absolute_error': 1.454083736236082}
238,{'mean_absolute_error': 0.5268987663624154},{'mean_absolute_error': 1.440773565856034}
239,{'mean_absolute_error': 0.4955854001959146},{'mean_absolute_error': 1.4262023746710102}
240,{'mean_absolute_error': 0.5153044467416673},{'mean_absolute_error': 1.4529653431948402}
241,{'mean_absolute_error': 0.5208630863610252},{'mean_absolute_error': 1.4473283326557904}
242,{'mean_absolute_error': 0.4872652527682099},{'mean_absolute_error': 1.3884187552336107}
243,{'mean_absolute_error': 0.46307097950127046},{'mean_absolute_error': 1.3963756535994376}
244,{'mean_absolute_error': 0.4819717618769138},{'mean_absolute_error': 1.4135223678161903}
245,{'mean_absolute_error': 0.4909136499262899},{'mean_absolute_error': 1.4507253310798}
246,{'mean_absolute_error': 0.5041695131400701},{'mean_absolute_error': 1.4609829533430843}
247,{'mean_absolute_error': 0.4819056157575597},{'mean_absolute_error': 1.4519429962145165}
248,{'mean_absolute_error': 0.47385313615707025},{'mean_absolute_error': 1.4393226035531241}
249,{'mean_absolute_error': 0.4652705963941362},{'mean_absolute_error': 1.433027210531617}
