id, FailedMolecules, FailedReason, smiles, eiso
786, 1185391, Negativeisomerization, Cc1cc(\N=N/c2cccc(C(=O)O)c2-c2ccccc2)c(C(=O)O)cc1C(=O)O, -0.509341573
787, 81132, Negativeisomerization, COc1c(\N=N/c2c(C#N)cc(C(=O)O)cc2-c2ccccc2)cccc1C(=O)O, -0.273283333
788, 1020420, Negativeisomerization, COc1cc(\N=N/c2cc(C)c(-c3ccccc3)cc2C)ccc1C(=O)O, -0.003646317
789, 1101891, Negativeisomerization, N#Cc1c(C(=O)O)ccc(C(=O)O)c1\N=N/c1cc(C(=O)O)ccc1C(=O)O, -2.735935418
790, 775330, Negativeisomerization, N#Cc1c(\N=N/c2ccc(-c3ccccc3)cc2-c2ccccc2)cccc1C(=O)O, -1.118657553
791, 778984, Negativeisomerization, Cc1cc(C#N)cc(\N=N/c2ccccc2C)c1, -0.04930692
792, 254877, Negativeisomerization, N#Cc1cc(C(=O)O)cc(C(=O)O)c1\N=N/c1cccc(F)c1C(=O)O, -0.485749355
793, 660464, Negativeisomerization, COc1cc(-c2ccccc2)cc(\N=N/c2c(C)cccc2C(=O)O)c1C(=O)O, -1.331504534
794, 719963, Negativeisomerization, COc1c(F)cc(C)cc1\N=N/c1cccc(C(=O)O)c1-c1ccccc1, -2.573211697
795, 846551, Negativeisomerization, COc1cc(C#N)cc(\N=N/c2cccc(OC)c2C(=O)O)c1C, -0.329529141
796, 117676, Negativeisomerization, COc1cccc(-c2ccccc2)c1\N=N/c1ccc(C)c(OC)c1C(=O)O, -1.613713181
797, 1035807, Negativeisomerization, Cc1ccc(C(=O)O)cc1\N=N/c1cc(C(=O)O)cc(C#N)c1-c1ccccc1, -4.278681464
798, 913623, Negativeisomerization, COc1c(\N=N/c2ccccc2C(=O)O)cc(C)cc1C(=O)O, -0.679493986
799, 780039, Negativeisomerization, COc1c(\N=N/c2c(C#N)ccc(F)c2-c2ccccc2)cccc1-c1ccccc1, -0.755087046
800, 276154, Negativeisomerization, COc1ccc(C(=O)O)cc1\N=N/c1ccc(C(=O)O)c(C(=O)O)c1C(=O)O, -0.083103385
801, 1056523, Negativeisomerization, COc1c(\N=N/c2c(-c3ccccc3)ccc(-c3ccccc3)c2C#N)cccc1C(=O)O, -2.051189646
802, 934006, Negativeisomerization, COc1cc(\N=N/c2c(C(=O)O)cccc2-c2ccccc2)c(C)c(-c2ccccc2)c1, -0.31246764
803, 52407, Negativeisomerization, N#Cc1cc(\N=N/c2cccc(C(=O)O)c2C(=O)O)c(C(=O)O)c(C(=O)O)c1, -9.077344129
804, 396431, Negativeisomerization, COc1cccc(-c2ccccc2)c1\N=N/c1ccc(-c2ccccc2)c(C)c1C, -0.493613428
805, 264409, Negativeisomerization, N#Cc1ccc(C(=O)O)c(\N=N/c2ccc(-c3ccccc3)cc2C(=O)O)c1C#N, -0.696392218
806, 673388, Negativeisomerization, COc1c(C#N)cc(\N=N/c2cccc(C)c2C(=O)O)cc1C(=O)O, -0.060000971
807, 818865, Negativeisomerization, O=C(O)c1cccc(\N=N/c2ccc(-c3ccccc3)c(C(=O)O)c2C(=O)O)c1C(=O)O, -5.668118908
808, 743681, Negativeisomerization, COc1ccc(\N=N/c2c(C(=O)O)ccc(C(=O)O)c2OC)cc1OC, -0.755032623
809, 1057026, Negativeisomerization, COc1ccc(\N=N/c2cc(C)cc(C#N)c2C(=O)O)cc1-c1ccccc1, -1.147882516
810, 1158790, Negativeisomerization, Cc1ccc(\N=N/c2cc(-c3ccccc3)cc(F)c2C(=O)O)c(C(=O)O)c1, -1.36551869
811, 899528, Negativeisomerization, N#Cc1ccc(\N=N/c2c(C(=O)O)cccc2-c2ccccc2)c(F)c1C(=O)O, -1.84500944
812, 744369, Negativeisomerization, COc1ccc(C(=O)O)cc1\N=N/c1c(-c2ccccc2)ccc(C)c1-c1ccccc1, -0.52221253
813, 225515, Negativeisomerization, Cc1cc(\N=N/c2ccccc2-c2ccccc2)c(-c2ccccc2)cc1C#N, -3.458205606
814, 373096, Negativeisomerization, COc1cc(C#N)cc(\N=N/c2cccc(C(=O)O)c2)c1C(=O)O, -0.440007118
815, 907313, Negativeisomerization, COc1cc(\N=N/c2cccc(-c3ccccc3)c2OC)cc(C)c1-c1ccccc1, -1.911269015
816, 822312, Negativeisomerization, COc1ccc(C(=O)O)c(\N=N/c2ccc(C)c(-c3ccccc3)c2C(=O)O)c1, -2.847855596
817, 265308, Negativeisomerization, COc1cc(C(=O)O)cc(\N=N/c2c(C#N)cccc2C(=O)O)c1F, -29.29252831
818, 85557, Negativeisomerization, COc1cccc(\N=N/c2c(C#N)ccc(C(=O)O)c2C(=O)O)c1C(=O)O, -3.47904948
819, 45386, Negativeisomerization, Cc1cc(C#N)cc(-c2ccccc2)c1\N=N/c1ccc(-c2ccccc2)cc1C(=O)O, -3.713638309
820, 1058613, Negativeisomerization, N#Cc1ccc(F)c(F)c1\N=N/c1cccc(C(=O)O)c1C(=O)O, -20.7731796
821, 624945, Negativeisomerization, Cc1ccc(F)c(C(=O)O)c1\N=N/c1ccc(C(=O)O)cc1C(=O)O, -0.353202993
822, 892938, Negativeisomerization, COc1cc(C(=O)O)cc(\N=N/c2cccc(OC)c2-c2ccccc2)c1F, -2.905353124
823, 615285, Negativeisomerization, COc1cccc(C(=O)O)c1\N=N/c1cc(F)c(C(=O)O)c(C(=O)O)c1, -2.920999636
824, 1149431, Negativeisomerization, COc1c(\N=N/c2ccc(C)c(C#N)c2C(=O)O)cccc1C(=O)O, -0.40634671
825, 756540, Negativeisomerization, Fc1cccc(\N=N/c2ccccc2-c2ccccc2)c1-c1ccccc1, -2.195981104
826, 694660, Negativeisomerization, COc1cc(\N=N/c2cccc(F)c2C(=O)O)c(-c2ccccc2)cc1C#N, -0.937375709
827, 387901, Negativeisomerization, Cc1cccc(C(=O)O)c1\N=N/c1ccc(C(=O)O)c(C(=O)O)c1C, -1.761443462
828, 629622, Negativeisomerization, COc1c(-c2ccccc2)ccc(-c2ccccc2)c1\N=N/c1ccccc1F, -0.315896267
829, 324844, Negativeisomerization, COc1ccc(\N=N/c2c(C(=O)O)ccc(C(=O)O)c2-c2ccccc2)cc1C(=O)O, -1.571018613
830, 59215, Negativeisomerization, COc1ccc(C(=O)O)c(\N=N/c2ccc(-c3ccccc3)c(C(=O)O)c2C)c1, -0.370237282
831, 971480, Negativeisomerization, Cc1cc(\N=N/c2cc(-c3ccccc3)cc(C#N)c2C(=O)O)cc(C(=O)O)c1, -1.21166586
832, 961106, Negativeisomerization, COc1ccc(-c2ccccc2)c(\N=N/c2c(C(=O)O)ccc(-c3ccccc3)c2F)c1, -0.406509978
833, 168167, Negativeisomerization, COc1cccc(\N=N/c2cc(F)cc(-c3ccccc3)c2C#N)c1C(=O)O, -0.191839838
834, 639200, Negativeisomerization, O=C(O)c1cccc(-c2ccccc2)c1\N=N/c1cc(-c2ccccc2)cc(-c2ccccc2)c1-c1ccccc1, -2.083081319
835, 289386, Negativeisomerization, COc1ccc(-c2ccccc2)cc1\N=N/c1cccc(OC)c1-c1ccccc1, -2.6388182
836, 929403, Negativeisomerization, Cc1cc(\N=N/c2cccc(C(=O)O)c2C)c(C#N)c(-c2ccccc2)c1, -0.262698127
837, 361848, Negativeisomerization, Cc1ccc(C(=O)O)c(\N=N/c2cc(C)cc(-c3ccccc3)c2-c2ccccc2)c1, -0.083783668
838, 684956, Negativeisomerization, N#Cc1cccc(C(=O)O)c1\N=N/c1cc(C(=O)O)c(F)cc1F, -0.574920866
839, 820267, Negativeisomerization, Cc1ccc(C(=O)O)cc1\N=N/c1c(-c2ccccc2)ccc(C#N)c1C(=O)O, -1.974834669
840, 345359, Negativeisomerization, COc1cc(\N=N/c2c(C(=O)O)ccc(C)c2C(=O)O)ccc1C(=O)O, -0.75620271
841, 920863, Negativeisomerization, COc1cccc(\N=N/c2c(C(=O)O)ccc(-c3ccccc3)c2C#N)c1-c1ccccc1, -4.876731956
842, 911330, Negativeisomerization, COc1cc(\N=N/c2c(C(=O)O)ccc(C(=O)O)c2C#N)cc(C(=O)O)c1, -0.838408121
843, 893541, Negativeisomerization, Cc1cc(\N=N/c2cccc(C(=O)O)c2C(=O)O)c(C(=O)O)cc1-c1ccccc1, -0.185962192
844, 952819, Negativeisomerization, COc1cc(\N=N/c2cccc(F)c2C(=O)O)c(C(=O)O)cc1C#N, -0.608744542
845, 660290, Negativeisomerization, N#Cc1cc(\N=N/c2c(C(=O)O)cccc2-c2ccccc2)cc(C#N)c1C(=O)O, -1.505983547
846, 1041201, Negativeisomerization, COc1c(\N=N/c2c(C(=O)O)cc(-c3ccccc3)cc2-c2ccccc2)cccc1-c1ccccc1, -2.296390892
847, 284010, Negativeisomerization, COc1cc(C#N)c(C(=O)O)c(\N=N/c2c(C(=O)O)cccc2-c2ccccc2)c1, -1.57773981
848, 755414, Negativeisomerization, N#Cc1cc(\N=N/c2c(C(=O)O)cccc2-c2ccccc2)cc(-c2ccccc2)c1, -0.157471935
849, 969659, Negativeisomerization, COc1cccc(-c2ccccc2)c1\N=N/c1ccc(F)c(C(=O)O)c1C(=O)O, -1.19708059
850, 1172557, Negativeisomerization, Cc1c(C#N)cc(C(=O)O)cc1\N=N/c1cc(C(=O)O)ccc1C(=O)O, -1.029676522
851, 1097369, Negativeisomerization, COc1cc(\N=N/c2cc(-c3ccccc3)c(-c3ccccc3)cc2C)cc(OC)c1, -0.170342892
852, 818727, Negativeisomerization, COc1cccc(\N=N/c2ccc(C#N)c(-c3ccccc3)c2C(=O)O)c1F, -24.21524889
853, 770983, Negativeisomerization, COc1cc(C#N)cc(\N=N/c2cccc(OC)c2C(=O)O)c1C#N, -2.518652991
854, 390056, Negativeisomerization, COc1ccc(C(=O)O)c(\N=N/c2c(C(=O)O)ccc(-c3ccccc3)c2F)c1, -0.4971509
855, 720330, Negativeisomerization, O=C(O)c1ccc(F)cc1\N=N/c1c(-c2ccccc2)ccc(-c2ccccc2)c1C(=O)O, -5.373665165
856, 211973, Negativeisomerization, Cc1cc(C(=O)O)c(\N=N/c2c(C(=O)O)cccc2-c2ccccc2)c(C(=O)O)c1, -4.050868255
857, 564172, Negativeisomerization, COc1ccc(C(=O)O)c(\N=N/c2cc(-c3ccccc3)ccc2-c2ccccc2)c1-c1ccccc1, -1.649006269
858, 683578, Negativeisomerization, COc1cccc(\N=N/c2c(OC)ccc(C)c2OC)c1F, -2.943503401
859, 289108, Negativeisomerization, COc1ccc(C(=O)O)c(\N=N/c2cc(C(=O)O)ccc2-c2ccccc2)c1C(=O)O, -4.249075543
860, 980272, Negativeisomerization, COc1ccc(C(=O)O)c(\N=N/c2cc(F)cc(-c3ccccc3)c2C(=O)O)c1, -0.501341444
861, 821566, Negativeisomerization, COc1ccc(F)c(\N=N/c2cc(C#N)cc(C(=O)O)c2OC)c1, -1.537711951
862, 1189783, Negativeisomerization, N#Cc1cccc(\N=N/c2ccc(C(=O)O)c(-c3ccccc3)c2)c1C(=O)O, -0.412632526
863, 564731, Negativeisomerization, Cc1cc(-c2ccccc2)cc(F)c1\N=N/c1cccc(C(=O)O)c1C(=O)O, -24.09932865
864, 1119722, Negativeisomerization, COc1cccc(C(=O)O)c1\N=N/c1ccc(C(=O)O)c(C(=O)O)c1OC, -5.230914556
865, 624966, Negativeisomerization, O=C(O)c1ccc(\N=N/c2cccc(F)c2C(=O)O)c(F)c1F, -2.291275163
866, 576361, Negativeisomerization, N#Cc1ccc(\N=N/c2ccc(-c3ccccc3)cc2C(=O)O)c(C(=O)O)c1F, -0.173064024
867, 799227, Negativeisomerization, COc1c(\N=N/c2c(-c3ccccc3)ccc(F)c2F)cccc1C(=O)O, -0.848176987
868, 706842, Negativeisomerization, COc1ccc(-c2ccccc2)c(\N=N/c2cccc(C(=O)O)c2C)c1OC, -1.040860376
869, 628831, Negativeisomerization, COc1cccc(\N=N/c2ccc(C#N)c(C(=O)O)c2C(=O)O)c1, -2.481672801
870, 1039132, Negativeisomerization, Cc1cc(C#N)c(\N=N/c2cccc(C(=O)O)c2C#N)cc1C(=O)O, -27.47037638
871, 1150920, Negativeisomerization, Cc1ccc(\N=N/c2ccc(F)cc2-c2ccccc2)c(C(=O)O)c1, -4.135359418
872, 323726, Negativeisomerization, N#Cc1cc(-c2ccccc2)cc(C(=O)O)c1\N=N/c1cccc(F)c1, -0.757100684
873, 917625, Negativeisomerization, Cc1cc(C)c(C)c(\N=N/c2cccc(C#N)c2C(=O)O)c1, -0.857102301
874, 16162, Negativeisomerization, COc1c(\N=N/c2ccc(F)cc2)cc(F)cc1C(=O)O, -1.406308465
875, 848144, Negativeisomerization, Cc1c(F)cc(F)cc1\N=N/c1c(C(=O)O)cccc1-c1ccccc1, -0.341474912
876, 903395, Negativeisomerization, COc1ccc(C)c(\N=N/c2ccc(C#N)c(OC)c2OC)c1, -0.303351846
877, 152913, Negativeisomerization, COc1cccc(\N=N/c2ccc(F)c(C(=O)O)c2OC)c1C#N, -1.922534504
878, 897469, Negativeisomerization, COc1c(C#N)ccc(\N=N/c2ccc(C#N)c(C(=O)O)c2)c1-c1ccccc1, -0.961702633
879, 160388, Negativeisomerization, COc1c(\N=N/c2c(C(=O)O)ccc(F)c2-c2ccccc2)cccc1C(=O)O, -1.677741428
880, 1174402, Negativeisomerization, Cc1c(C(=O)O)ccc(C(=O)O)c1\N=N/c1cccc(-c2ccccc2)c1C(=O)O, -2.268580918
881, 525743, Negativeisomerization, Cc1cccc(\N=N/c2c(C(=O)O)cccc2C(=O)O)c1C#N, -0.189989468
882, 460059, Negativeisomerization, COc1ccc(\N=N/c2ccc(OC)cc2-c2ccccc2)c(C(=O)O)c1, -0.699575943
883, 853809, Negativeisomerization, COc1c(\N=N/c2c(C)ccc(C(=O)O)c2C(=O)O)cccc1C(=O)O, -0.995308619
884, 672608, Negativeisomerization, O=C(O)c1cc(F)cc(\N=N/c2c(-c3ccccc3)ccc(C(=O)O)c2C(=O)O)c1, -25.19594503
885, 1129231, Negativeisomerization, Cc1c(C#N)ccc(\N=N/c2c(C(=O)O)cccc2C(=O)O)c1C(=O)O, -1.962344671
886, 699861, Negativeisomerization, COc1cccc(\N=N/c2cc(-c3ccccc3)c(C#N)cc2-c2ccccc2)c1C#N, -0.959008712
887, 364553, Negativeisomerization, COc1c(\N=N/c2cc(-c3ccccc3)ccc2C(=O)O)cc(C)cc1C(=O)O, -2.846495029
888, 322490, Negativeisomerization, COc1cccc(\N=N/c2c(F)ccc(C(=O)O)c2C)c1C(=O)O, -0.309664874
889, 998405, Negativeisomerization, COc1cc(\N=N/c2cc(-c3ccccc3)cc(C#N)c2C(=O)O)ccc1C#N, -1.889962548
890, 701336, Negativeisomerization, N#Cc1ccc(\N=N/c2ccc(C(=O)O)c(C#N)c2C(=O)O)cc1C(=O)O, -1.767919757
891, 458281, Negativeisomerization, COc1cccc(\N=N/c2cc(C)c(OC)c(F)c2)c1C(=O)O, -0.389121941
892, 1163817, Negativeisomerization, O=C(O)c1cccc(\N=N/c2ccccc2-c2ccccc2)c1-c1ccccc1, -0.565315268
893, 277331, Negativeisomerization, COc1ccccc1\N=N/c1ccc(-c2ccccc2)c(C(=O)O)c1C(=O)O, -0.397883988
894, 423909, Negativeisomerization, COc1cc(C(=O)O)ccc1\N=N/c1cc(C)c(C(=O)O)cc1C(=O)O, -0.144682613
895, 852502, Negativeisomerization, Cc1cc(C#N)c(F)c(\N=N/c2cccc(C#N)c2C(=O)O)c1, -1.522092651
896, 276903, Negativeisomerization, Cc1ccccc1\N=N/c1c(C#N)ccc(F)c1C(=O)O, -0.0821782
897, 78462, Negativeisomerization, COc1cccc(F)c1\N=N/c1ccc(C#N)c(-c2ccccc2)c1C(=O)O, -21.75899147
898, 2166, Negativeisomerization, COc1cc(F)c(C)c(\N=N/c2cc(-c3ccccc3)ccc2C(=O)O)c1, -0.875986961
899, 261718, Negativeisomerization, COc1cccc(\N=N/c2ccc(-c3ccccc3)c(OC)c2-c2ccccc2)c1-c1ccccc1, -0.35766565
900, 896774, Negativeisomerization, Cc1ccc(C(=O)O)cc1\N=N/c1cc(C(=O)O)c(F)cc1C, -0.766298111
901, 144942, Negativeisomerization, Cc1c(F)ccc(C(=O)O)c1\N=N/c1ccccc1C#N, -0.296793917
902, 558885, Negativeisomerization, COc1cc(\N=N/c2ccc(C(=O)O)c(C)c2OC)ccc1C#N, -4.060174528
903, 769961, Negativeisomerization, Cc1ccc(-c2ccccc2)c(\N=N/c2cccc(F)c2)c1C(=O)O, -1.466118957
904, 385776, Negativeisomerization, COc1ccc(OC)c(OC)c1\N=N/c1cccc(OC)c1OC, -0.169200016
905, 935184, Negativeisomerization, COc1cccc(-c2ccccc2)c1\N=N/c1ccc(C)c(C#N)c1C(=O)O, -1.824600946
906, 92669, Negativeisomerization, COc1cccc(\N=N/c2c(C)cc(C#N)cc2F)c1C(=O)O, -3.021110099
907, 425791, Negativeisomerization, Cc1c(-c2ccccc2)ccc(C#N)c1\N=N/c1cc(-c2ccccc2)ccc1-c1ccccc1, -0.676800065
908, 164674, Negativeisomerization, Cc1ccc(\N=N/c2cccc(-c3ccccc3)c2C(=O)O)c(F)c1C#N, -0.300494657
909, 181081, Negativeisomerization, COc1c(\N=N/c2ccc(C(=O)O)c(F)c2)ccc(C(=O)O)c1OC, -2.615933476
910, 1101501, Negativeisomerization, COc1cc(F)cc(F)c1\N=N/c1cccc(C(=O)O)c1-c1ccccc1, -0.386591288
911, 618413, Negativeisomerization, COc1cc(C#N)cc(\N=N/c2c(C(=O)O)cc(F)cc2-c2ccccc2)c1, -0.707276748
912, 1191987, Negativeisomerization, COc1ccc(\N=N/c2c(C(=O)O)cccc2C(=O)O)c(OC)c1C(=O)O, -31.64794056
913, 826807, Negativeisomerization, Cc1cc(C(=O)O)cc(C(=O)O)c1\N=N/c1cccc(C(=O)O)c1-c1ccccc1, -0.152546686
914, 1011498, Negativeisomerization, COc1cc(\N=N/c2c(C(=O)O)ccc(C)c2C)ccc1C(=O)O, -0.005605533
915, 818019, Negativeisomerization, N#Cc1cc(-c2ccccc2)c(\N=N/c2ccccc2-c2ccccc2)cc1F, -1.02143149
916, 428962, Negativeisomerization, N#Cc1cc(\N=N/c2ccc(F)c(F)c2C(=O)O)cc(C(=O)O)c1, -0.260929391
917, 700193, Negativeisomerization, N#Cc1cc(C#N)c(-c2ccccc2)c(\N=N/c2cccc(F)c2C(=O)O)c1, -0.641098807
918, 1175792, Negativeisomerization, COc1cccc(\N=N/c2ccc(C#N)c(C#N)c2C#N)c1C(=O)O, -0.558213112
919, 658540, Negativeisomerization, COc1cccc(\N=N/c2ccc(C)c(-c3ccccc3)c2OC)c1-c1ccccc1, -3.144105286
920, 62075, Negativeisomerization, COc1cccc(\N=N/c2cccc(C(=O)O)c2F)c1C(=O)O, -0.178587923
921, 860548, Negativeisomerization, O=C(O)c1cccc(-c2ccccc2)c1\N=N/c1cc(-c2ccccc2)cc(F)c1C(=O)O, -6.444457998
922, 971129, Negativeisomerization, O=C(O)c1cc(C(=O)O)c(\N=N/c2cccc(-c3ccccc3)c2C(=O)O)cc1F, -0.09717164
923, 275809, Negativeisomerization, COc1cc(-c2ccccc2)ccc1\N=N/c1cc(-c2ccccc2)cc(OC)c1-c1ccccc1, -0.500389048
924, 386203, Negativeisomerization, N#Cc1c(\N=N/c2cccc(-c3ccccc3)c2C(=O)O)ccc(C(=O)O)c1C#N, -0.227595519
925, 614293, Negativeisomerization, COc1cc(\N=N/c2ccc(F)cc2)cc(OC)c1, -2.557592396
926, 772578, Negativeisomerization, COc1cc(F)c(\N=N/c2cccc(OC)c2C(=O)O)cc1C#N, -1.285762297
927, 1169306, Negativeisomerization, COc1c(\N=N/c2c(C(=O)O)ccc(F)c2C(=O)O)cccc1-c1ccccc1, -1.848737391
928, 1077263, Negativeisomerization, COc1cc(F)c(\N=N/c2cccc(C)c2C(=O)O)cc1C(=O)O, -1.021866872
929, 1129459, Negativeisomerization, COc1c(\N=N/c2c(C#N)cc(F)cc2-c2ccccc2)cccc1C(=O)O, -0.585587705
930, 156219, Negativeisomerization, COc1c(\N=N/c2cccc(C(=O)O)c2C(=O)O)cc(-c2ccccc2)cc1-c1ccccc1, -0.878680882
931, 616639, Negativeisomerization, N#Cc1ccc(F)c(\N=N/c2cccc(C(=O)O)c2)c1C(=O)O, -0.347434192
932, 327745, Negativeisomerization, COc1cccc(\N=N/c2cc(-c3ccccc3)c(C)cc2C#N)c1-c1ccccc1, -1.72503471
933, 965404, Negativeisomerization, COc1cc(-c2ccccc2)cc(\N=N/c2cccc(-c3ccccc3)c2-c2ccccc2)c1C(=O)O, -2.983259147
934, 637452, Negativeisomerization, COc1c(F)ccc(-c2ccccc2)c1\N=N/c1cccc(C(=O)O)c1C, -0.713453719
935, 753949, Negativeisomerization, COc1cccc(C(=O)O)c1\N=N/c1cc(F)cc(F)c1-c1ccccc1, -2.126238479
936, 37616, Negativeisomerization, Cc1c(\N=N/c2ccc(C(=O)O)cc2-c2ccccc2)ccc(C#N)c1F, -1.068724772
937, 386964, Negativeisomerization, N#Cc1c(C(=O)O)ccc(F)c1\N=N/c1cc(C(=O)O)ccc1-c1ccccc1, -18.89083622
938, 1181083, Negativeisomerization, Cc1c(\N=N/c2c(C(=O)O)ccc(C#N)c2-c2ccccc2)cccc1C(=O)O, -2.230321796
939, 919615, Negativeisomerization, COc1c(-c2ccccc2)ccc(C#N)c1\N=N/c1ccccc1C(=O)O, -1.11797727
940, 680533, Negativeisomerization, Cc1c(C#N)cc(\N=N/c2cccc(F)c2C(=O)O)cc1C#N, -1.657196878
941, 798930, Negativeisomerization, COc1cccc(C(=O)O)c1\N=N/c1cc(C)ccc1-c1ccccc1, -0.199595066
942, 793942, Negativeisomerization, Cc1cc(C(=O)O)c(-c2ccccc2)cc1\N=N/c1c(C(=O)O)cccc1-c1ccccc1, -0.217881076
943, 918695, Negativeisomerization, COc1cccc(\N=N/c2cc(F)cc(OC)c2C(=O)O)c1OC, -1.254333217
944, 51009, Negativeisomerization, COc1c(C)cccc1\N=N/c1c(C(=O)O)ccc(F)c1C#N, -3.071314993
945, 1037603, Negativeisomerization, COc1c(-c2ccccc2)ccc(C#N)c1\N=N/c1cccc(C(=O)O)c1, -0.276058888
946, 316439, Negativeisomerization, N#Cc1cc(\N=N/c2c(C(=O)O)ccc(-c3ccccc3)c2-c2ccccc2)ccc1C(=O)O, -0.732474435
947, 1171858, Negativeisomerization, O=C(O)c1c(F)cccc1\N=N/c1ccc(F)c(-c2ccccc2)c1C(=O)O, -1.746531656
948, 201119, Negativeisomerization, COc1cc(\N=N/c2c(C)cccc2C(=O)O)c(-c2ccccc2)c(OC)c1, -3.136268425
949, 474830, Negativeisomerization, COc1cc(\N=N/c2ccc(F)c(F)c2C(=O)O)cc(C(=O)O)c1, -0.543627842
950, 36345, Negativeisomerization, COc1ccc(C(=O)O)c(\N=N/c2cccc(C(=O)O)c2C(=O)O)c1C(=O)O, -2.671907171
951, 871470, Negativeisomerization, COc1cccc(\N=N/c2cc(C#N)cc(OC)c2C(=O)O)c1C(=O)O, -0.128274184
952, 970347, Negativeisomerization, N#Cc1cc(\N=N/c2c(F)cccc2C(=O)O)ccc1F, -0.799604772
953, 961318, Negativeisomerization, COc1cccc(C(=O)O)c1\N=N/c1ccc(F)c(C(=O)O)c1C, -0.344032777
954, 284331, Negativeisomerization, N#Cc1ccc(-c2ccccc2)c(\N=N/c2cc(C(=O)O)cc(C(=O)O)c2)c1C#N, -0.210806131
955, 743522, Negativeisomerization, O=C(O)c1cccc(\N=N/c2cc(F)cc(-c3ccccc3)c2C(=O)O)c1, -0.400931656
956, 683338, Negativeisomerization, Cc1cc(C#N)cc(C(=O)O)c1\N=N/c1cc(C(=O)O)ccc1-c1ccccc1, -1.36758675
957, 1030176, Negativeisomerization, COc1c(\N=N/c2cc(C(=O)O)ccc2-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1, -1.617522766
958, 271472, Negativeisomerization, COc1c(\N=N/c2c(C(=O)O)ccc(F)c2F)cccc1-c1ccccc1, -2.125095604
959, 716775, Negativeisomerization, Cc1cc(F)c(C)c(\N=N/c2c(C(=O)O)cccc2-c2ccccc2)c1, -0.143294835
960, 36894, Negativeisomerization, COc1cc(C(=O)O)c(\N=N/c2cc(C(=O)O)ccc2-c2ccccc2)c(C(=O)O)c1, -2.562844182
961, 1121354, Negativeisomerization, COc1cc(\N=N/c2ccc(OC)c(C)c2C)ccc1C#N, -0.396305731
962, 1119261, Negativeisomerization, Cc1c(C#N)cc(F)cc1\N=N/c1c(C(=O)O)cccc1-c1ccccc1, -0.210289116
963, 1062505, Negativeisomerization, COc1c(C#N)ccc(\N=N/c2ccc(-c3ccccc3)cc2-c2ccccc2)c1-c1ccccc1, -0.272113246
964, 1127215, Negativeisomerization, COc1ccc(C#N)c(\N=N/c2cccc(-c3ccccc3)c2OC)c1OC, -3.309686196
965, 790900, Negativeisomerization, COc1ccc(\N=N/c2cc(C(=O)O)cc(-c3ccccc3)c2C(=O)O)cc1C(=O)O, -0.795305383
966, 426148, Negativeisomerization, N#Cc1ccc(C(=O)O)c(F)c1\N=N/c1cccc(C(=O)O)c1C(=O)O, -20.60748984
967, 774063, Negativeisomerization, COc1ccc(-c2ccccc2)c(C)c1\N=N/c1ccccc1C, -0.571601084
968, 1185676, Negativeisomerization, COc1cccc(\N=N/c2ccc(C(=O)O)c(OC)c2C(=O)O)c1C, -1.928058402
969, 1097822, Negativeisomerization, Cc1cc(C)cc(\N=N/c2c(C(=O)O)cccc2-c2ccccc2)c1, -0.082640793
970, 298298, Negativeisomerization, COc1cccc(\N=N/c2ccc(OC)c(C(=O)O)c2OC)c1C, -3.837640315
971, 707606, Negativeisomerization, N#Cc1cccc(\N=N/c2ccc(F)c(F)c2C(=O)O)c1C(=O)O, -0.151240542
972, 118132, Negativeisomerization, Cc1ccc(C#N)c(C)c1\N=N/c1ccc(C(=O)O)cc1C(=O)O, -0.058803672
973, 529111, Negativeisomerization, COc1cc(C)cc(-c2ccccc2)c1\N=N/c1cccc(-c2ccccc2)c1C(=O)O, -1.112045201
974, 1123528, Negativeisomerization, COc1c(C(=O)O)ccc(-c2ccccc2)c1\N=N/c1cccc(F)c1, -1.35074294
975, 528494, Negativeisomerization, Cc1c(C#N)ccc(C#N)c1\N=N/c1cc(C(=O)O)ccc1C(=O)O, -0.39053693
976, 895467, Negativeisomerization, COc1c(\N=N/c2cc(-c3ccccc3)ccc2C(=O)O)ccc(-c2ccccc2)c1OC, -0.222153254
977, 727240, Negativeisomerization, COc1cc(\N=N/c2c(-c3ccccc3)ccc(OC)c2C(=O)O)cc(C(=O)O)c1, -1.47153401
978, 1166080, Negativeisomerization, Cc1c(-c2ccccc2)ccc(C(=O)O)c1\N=N/c1cc(C#N)ccc1C(=O)O, -0.948178605
979, 161779, Negativeisomerization, COc1ccc(C)c(\N=N/c2ccccc2F)c1C(=O)O, -0.793863183
980, 740645, Negativeisomerization, COc1cccc(\N=N/c2ccc(C#N)c(C)c2C#N)c1C(=O)O, -0.233309897
981, 1160942, Negativeisomerization, N#Cc1ccc(F)c(\N=N/c2cccc(F)c2C(=O)O)c1C(=O)O, -0.70237871
982, 283654, Negativeisomerization, COc1c(C#N)ccc(C(=O)O)c1\N=N/c1cccc(C(=O)O)c1-c1ccccc1, -0.283188255
983, 838477, Negativeisomerization, COc1c(\N=N/c2cc(F)cc(C(=O)O)c2)cc(F)cc1-c1ccccc1, -1.529385286
984, 172144, Negativeisomerization, N#Cc1ccccc1\N=N/c1cccc(-c2ccccc2)c1C(=O)O, -0.204057723
