,train_mean,train_riso,train_eiso,train_vert,valid_mean,valid_riso,valid_eiso,valid_vert,,,(3,2048, [256,512, 1024],0.6, 1e-05)
229,2.814608981,7.284448594,1.063913304,0.095465044,3.03061313,7.919946397,1.078594678,0.093298314,,,,,,,,,
230,2.814584358,7.284066273,1.064273629,0.095413173,3.03042803,7.919439845,1.078534089,0.093310155,,,,,,,,,
231,2.813981122,7.282807297,1.063719068,0.095417,3.030205491,7.919018057,1.078320272,0.093278144,,,,,,,,,
232,2.813874118,7.282814759,1.063401725,0.095405871,3.030015153,7.918592781,1.078189088,0.093263589,,,,,,,,,
233,2.813590473,7.281899702,1.063453957,0.095417761,3.029630229,7.91745315,1.078180881,0.093256654,,,,,,,,,
234,2.813165024,7.281243337,1.062894326,0.095357408,3.02957828,7.917239445,1.078239942,0.093255454,,,,,,,,,
235,2.813156651,7.280657722,1.06344621,0.095366022,3.029523846,7.916660707,1.07867401,0.093236821,,,,,,,,,
236,2.812833206,7.280091051,1.06305644,0.095352127,3.02944636,7.916493551,1.078626084,0.093219445,,,,,,,,,
237,2.812524066,7.279369364,1.062854889,0.095347944,3.028655073,7.914724372,1.078038479,0.093202367,,,,,,,,,
238,2.811824658,7.277856346,1.062316613,0.095301016,3.02859995,7.914844897,1.077773056,0.093181896,,,,,,,,,
239,2.812071562,7.277872477,1.062865475,0.095476734,3.028240407,7.913560915,1.077906006,0.0932543,,,,,,,,,
240,2.811968092,7.277776631,1.062784295,0.095343349,3.028674869,7.91419052,1.078651429,0.093182659,,,,,,,,,
241,2.812070886,7.277887448,1.063024106,0.095301106,3.028110779,7.91325917,1.077918363,0.093154805,,,,,,,,,
242,2.810964826,7.275907708,1.061719647,0.095267123,3.027793664,7.912325862,1.07789468,0.09316045,,,,,,,,,
243,2.810647972,7.274879329,1.061799504,0.095265083,3.027476093,7.911964362,1.07733668,0.093127236,,,,,,,,,
244,2.810776928,7.275687823,1.061414698,0.095228265,3.027297109,7.91136651,1.077396898,0.09312792,,,,,,,,,
245,2.810205376,7.273964201,1.061376472,0.095275455,3.027083561,7.910942123,1.077184892,0.093123667,,,,,,,,,
246,2.81071233,7.275724872,1.061197001,0.095215116,3.027139565,7.910935307,1.077370144,0.093113245,,,,,,,,,
247,2.810092538,7.273464599,1.06148797,0.095325043,3.026830149,7.910008613,1.077339734,0.093142099,,,,,,,,,
248,2.810171409,7.273756456,1.061521972,0.095235799,3.026723973,7.90925402,1.077816772,0.093101126,,,,,,,,,
249,2.809609566,7.272063609,1.061610599,0.095154491,3.026664274,7.909550883,1.077354426,0.093087513,,,,,,,,,
