,train_mean,train_riso,train_eiso,train_vert,valid_mean,valid_riso,valid_eiso,valid_vert,,,,,,,,,,,,,,,,,,
197,2.817752717,7.301751696,1.056628233,0.094878222,3.037071795,7.943117334,1.075231896,0.092866154,,,,,,,,,,,,,,,,,,
198,2.81773657,7.301721502,1.056665953,0.094822254,3.037336508,7.942964055,1.076208199,0.09283727,,,,,,,,,,,,,,,,,,
199,2.817494289,7.300895079,1.056808354,0.094779433,3.037160724,7.942216327,1.076452708,0.092813138,,,,,,,,,,,,,,,,,,
200,2.816778901,7.299960929,1.055637962,0.094737813,3.03646564,7.941469318,1.075136785,0.092790816,,,,,,,,,,,,,,,,,,
201,2.816660388,7.299680422,1.055574459,0.094726283,3.036575387,7.941710577,1.0752301,0.092785482,,,,,,,,,,,,,,,,,,
202,2.816308437,7.299035181,1.055161627,0.094728503,3.036197528,7.941228276,1.074590479,0.092773829,,,,,,,,,,,,,,,,,,
203,2.816189169,7.298919418,1.054974781,0.094673308,3.036044646,7.94097803,1.074406976,0.092748933,,,,,,,,,,,,,,,,,,
204,2.815983457,7.298233252,1.055026517,0.094690601,3.035569569,7.939839458,1.07413387,0.092735378,,,,,,,,,,,,,,,,,,
205,2.815765367,7.29751754,1.055141582,0.094636977,3.035800983,7.939494526,1.075188464,0.092719961,,,,,,,,,,,,,,,,,,
206,2.815136182,7.296227792,1.054562982,0.094617772,3.03517004,7.938715421,1.074099503,0.092695197,,,,,,,,,,,,,,,,,,
207,2.815032261,7.296193616,1.05429011,0.094613056,3.035266367,7.939062719,1.074043205,0.092693179,,,,,,,,,,,,,,,,,,
208,2.814588442,7.295029709,1.054130261,0.094605355,3.034880995,7.937577473,1.074403737,0.092661776,,,,,,,,,,,,,,,,,,
209,2.814338805,7.294502944,1.053927433,0.094586038,3.034585728,7.937178531,1.073923697,0.092654957,,,,,,,,,,,,,,,,,,
210,2.814191839,7.293709442,1.054327189,0.094538886,3.034863451,7.936518341,1.075445134,0.092626877,,,,,,,,,,,,,,,,,,
211,2.814029087,7.294251863,1.053301766,0.094533631,3.034489415,7.937193531,1.073670592,0.092604122,,,,,,,,,,,,,,,,,,
212,2.813847981,7.293904915,1.053087246,0.094551784,3.034134597,7.93623047,1.073573629,0.092599693,,,,,,,,,,,,,,,,,,
213,2.813330267,7.292643374,1.052860591,0.094486836,3.034103309,7.936331175,1.073396225,0.092582529,,,,,,,,,,,,,,,,,,
214,2.813385115,7.292013976,1.053679917,0.094461451,3.034457638,7.935839308,1.07494628,0.092587327,,,,,,,,,,,,,,,,,,
215,2.812901341,7.291580404,1.052655086,0.094468533,3.033718557,7.935590544,1.073006023,0.092559105,,,,,,,,,,,,,,,,,,
216,2.812454786,7.290453622,1.052470743,0.094439993,3.03332647,7.934486584,1.072947325,0.092545501,,,,,,,,,,,,,,,,,,
217,2.812468656,7.290575977,1.052315084,0.094514908,3.033299431,7.93393701,1.073391827,0.092569455,,,,,,,,,,,,,,,,,,
218,2.811973795,7.289685714,1.051741783,0.094493888,3.032999292,7.933506028,1.072939115,0.092552732,,,,,,,,,,,,,,,,,,
219,2.811662822,7.289024799,1.051568225,0.094395444,3.032661061,7.932750749,1.072715052,0.092517381,,,,,,,,,,,,,,,,,,
220,2.81136149,7.288049847,1.051584758,0.094449866,3.032584566,7.931997103,1.073224572,0.092532024,,,,,,,,,,,,,,,,,,
221,2.811064083,7.287460353,1.051392685,0.09433921,3.032404943,7.931558241,1.073174063,0.092482524,,,,,,,,,,,,,,,,,,
222,2.810894955,7.287387139,1.050947484,0.094350243,3.03196492,7.930806929,1.072618312,0.092469518,,,,,,,,,,,,,,,,,,
223,2.810824177,7.287087535,1.051038178,0.094346818,3.031558799,7.930190306,1.07203511,0.092450981,,,,,,,,,,,,,,,,,,
224,2.810156846,7.285590126,1.050576031,0.094304381,3.031373837,7.929572454,1.072111503,0.092437556,,,,,,,,,,,,,,,,,,
225,2.810201771,7.285021958,1.051327509,0.094255847,3.031420459,7.928315003,1.073524957,0.092421416,,,,,,,,,,,,,,,,,,
226,2.809638446,7.284405324,1.050257352,0.094252663,3.031064695,7.928486038,1.072302294,0.092405751,,,,,,,,,,,,,,,,,,
227,2.809343959,7.283729741,1.050074206,0.094227931,3.030523666,7.927562228,1.071618694,0.092390077,,,,,,,,,,,,,,,,,,
228,2.809182458,7.283436276,1.04988659,0.094224509,3.030353735,7.927173774,1.071516883,0.092370548,,,,,,,,,,,,,,,,,,
229,2.809137526,7.283583302,1.04961543,0.094213844,3.030353656,7.927417042,1.071290138,0.092353789,,,,,,,,,,,,,,,,,,
230,2.808510113,7.282008701,1.049341634,0.094180003,3.030251397,7.926713298,1.071699335,0.092341559,,,,,,,,,,,,,,,,,,
231,2.808285195,7.281599767,1.049101673,0.094154144,3.030185366,7.926887829,1.071340537,0.092327733,,,,,,,,,,,,,,,,,,
232,2.807938691,7.280510626,1.049188097,0.094117349,3.029981426,7.925546105,1.072075083,0.092323088,,,,,,,,,,,,,,,,,,
233,2.807662058,7.28023406,1.048596629,0.094155486,3.029409116,7.925180506,1.070744857,0.092301985,,,,,,,,,,,,,,,,,,
234,2.807066081,7.278874474,1.048201303,0.094122466,3.028976901,7.923614536,1.071019814,0.092296353,,,,,,,,,,,,,,,,,,
235,2.806919411,7.278467436,1.048195896,0.094094902,3.028868708,7.923728621,1.07059429,0.092283212,,,,,,,,,,,,,,,,,,
236,2.806538234,7.277361718,1.048208427,0.094044558,3.028661321,7.923124239,1.070588526,0.092271196,,,,,,,,,,,,,,,,,,
237,2.806446703,7.277000614,1.048296429,0.094043065,3.028689003,7.922420925,1.071399393,0.09224669,,,,,,,,,,,,,,,,,,
238,2.806159181,7.276959042,1.047480437,0.094038066,3.028455304,7.922827562,1.070307847,0.092230503,,,,,,,,,,,,,,,,,,
239,2.805928316,7.276144978,1.047646921,0.09399305,3.028597799,7.92238885,1.071184629,0.092219918,,,,,,,,,,,,,,,,,,
240,2.805461222,7.275477063,1.046911744,0.09399486,3.028195933,7.922129158,1.070258331,0.09220031,,,,,,,,,,,,,,,,,,
241,2.80531853,7.27518229,1.046739597,0.094033703,3.027801443,7.92112452,1.070089705,0.092190105,,,,,,,,,,,,,,,,,,
242,2.805103982,7.274632863,1.046712127,0.093966956,3.027566346,7.920623489,1.069909827,0.092165722,,,,,,,,,,,,,,,,,,
243,2.804632126,7.273513749,1.046401326,0.093981303,3.027149908,7.919286706,1.070002725,0.092160294,,,,,,,,,,,,,,,,,,
244,2.804213674,7.27235372,1.046322958,0.093964344,3.026900488,7.918589302,1.069966299,0.092145864,,,,,,,,,,,,,,,,,,
245,2.803955062,7.271516988,1.046431731,0.093916466,3.026749428,7.917437918,1.070688207,0.092122159,,,,,,,,,,,,,,,,,,
246,2.803573777,7.271027998,1.045805106,0.093888228,3.02641072,7.917268998,1.06986053,0.092102631,,,,,,,,,,,,,,,,,,
247,2.80343197,7.270769041,1.04559023,0.093936638,3.026151768,7.916626317,1.069722774,0.092106213,,,,,,,,,,,,,,,,,,
248,2.803398976,7.270007316,1.04635157,0.093838041,3.026721937,7.916974615,1.071111394,0.092079803,,,,,,,,,,,,,,,,,,
249,2.802874518,7.269475845,1.045321987,0.093825722,3.026074369,7.916367477,1.069787533,0.092068096,,,,,,,,,,,,,,,,,,
