,train_scores,valid_scores
396,{'rms_score': 3.732433963151319},{'rms_score': 9.484060624479005}
397,{'rms_score': 4.254041625482188},{'rms_score': 9.575059579838625}
398,{'rms_score': 4.315024980551828},{'rms_score': 9.568668374537378}
399,{'rms_score': 6.826404040732043},{'rms_score': 9.617019584486597}
400,{'rms_score': 7.06062313696583},{'rms_score': 9.540621785225332}
401,{'rms_score': 5.720958353271789},{'rms_score': 9.397456205363229}
402,{'rms_score': 4.0831005039671755},{'rms_score': 9.390840760581163}
403,{'rms_score': 3.5731881736185067},{'rms_score': 9.42651411398159}
404,{'rms_score': 4.442036711378964},{'rms_score': 9.421970909336574}
405,{'rms_score': 4.604953880897008},{'rms_score': 9.40402875104305}
406,{'rms_score': 3.523916168339647},{'rms_score': 9.422664937867786}
407,{'rms_score': 3.7428088357832183},{'rms_score': 9.418337909870381}
408,{'rms_score': 3.679369061576347},{'rms_score': 9.470840351404698}
409,{'rms_score': 4.843332636580535},{'rms_score': 9.483540617421927}
410,{'rms_score': 5.52671360949111},{'rms_score': 9.444624755082298}
411,{'rms_score': 4.400162049732541},{'rms_score': 9.48455404096092}
412,{'rms_score': 3.4450438532614203},{'rms_score': 9.432330760130307}
413,{'rms_score': 3.877541894875669},{'rms_score': 9.454694353459205}
414,{'rms_score': 4.073572981216209},{'rms_score': 9.491345686039605}
415,{'rms_score': 5.826774484449533},{'rms_score': 9.411423032672618}
416,{'rms_score': 5.738408000416837},{'rms_score': 9.406209971158976}
417,{'rms_score': 4.232507840410726},{'rms_score': 9.375193525443548}
418,{'rms_score': 3.2953067322438843},{'rms_score': 9.37021242443387}
419,{'rms_score': 4.356428793909747},{'rms_score': 9.38691898222166}
420,{'rms_score': 4.6948652358764},{'rms_score': 9.438665762561001}
421,{'rms_score': 3.773107732062225},{'rms_score': 9.397909993166857}
422,{'rms_score': 3.218415325822173},{'rms_score': 9.400841272478065}
423,{'rms_score': 5.653096656722793},{'rms_score': 9.452435030917574}
424,{'rms_score': 5.932323052710114},{'rms_score': 9.44462636901356}
425,{'rms_score': 5.271823971362597},{'rms_score': 9.392820614000664}
426,{'rms_score': 3.788242475333819},{'rms_score': 9.391765923291779}
427,{'rms_score': 3.325579171959621},{'rms_score': 9.400925751775864}
428,{'rms_score': 3.7943346199544195},{'rms_score': 9.402287813337502}
429,{'rms_score': 3.2862667679048165},{'rms_score': 9.347401775267517}
430,{'rms_score': 3.7558774733771356},{'rms_score': 9.342591556359357}
431,{'rms_score': 3.756407410169104},{'rms_score': 9.360972161330006}
432,{'rms_score': 3.7109285227063924},{'rms_score': 9.483842736395978}
433,{'rms_score': 3.3896888402882097},{'rms_score': 9.400056391502874}
434,{'rms_score': 3.294481205481771},{'rms_score': 9.350195317917233}
435,{'rms_score': 4.7361533769910995},{'rms_score': 9.390795830668118}
436,{'rms_score': 4.751032733580051},{'rms_score': 9.369975765676298}
437,{'rms_score': 3.5764643119992847},{'rms_score': 9.347489063975559}
438,{'rms_score': 3.1445809066014423},{'rms_score': 9.349238089436234}
439,{'rms_score': 3.415451750732477},{'rms_score': 9.387362574042783}
440,{'rms_score': 3.4518448583809365},{'rms_score': 9.393515964329277}
441,{'rms_score': 4.790947775132328},{'rms_score': 9.374953841901132}
442,{'rms_score': 3.9089490679912373},{'rms_score': 9.333983077339639}
443,{'rms_score': 3.2467332270181175},{'rms_score': 9.37831709469556}
444,{'rms_score': 4.456810781934742},{'rms_score': 9.527786291253676}
445,{'rms_score': 5.119930464748121},{'rms_score': 9.449915769342612}
446,{'rms_score': 4.310128383899076},{'rms_score': 9.376183217931287}
447,{'rms_score': 3.1510036115935973},{'rms_score': 9.328742754219356}
448,{'rms_score': 3.0314848847791693},{'rms_score': 9.325665839305248}
449,{'rms_score': 4.0371888359486725},{'rms_score': 9.352697423142086}
450,{'rms_score': 4.637666803981025},{'rms_score': 9.367563432214414}
451,{'rms_score': 3.499907014634277},{'rms_score': 9.342600987296034}
452,{'rms_score': 2.8856078621619603},{'rms_score': 9.342485055764794}
453,{'rms_score': 3.5654132635338054},{'rms_score': 9.350136030515381}
454,{'rms_score': 3.1791861492298903},{'rms_score': 9.35725957648581}
455,{'rms_score': 3.42368615632377},{'rms_score': 9.368579194824482}
456,{'rms_score': 4.669359626356647},{'rms_score': 9.361999140211003}
457,{'rms_score': 4.6164919857715585},{'rms_score': 9.313795818223277}
458,{'rms_score': 3.5572842837880843},{'rms_score': 9.323291685510965}
459,{'rms_score': 3.3094832366021776},{'rms_score': 9.346762615989006}
460,{'rms_score': 3.15822334211814},{'rms_score': 9.35224034166227}
461,{'rms_score': 4.02392996098823},{'rms_score': 9.363410978179388}
462,{'rms_score': 3.912744835720886},{'rms_score': 9.323146022412958}
463,{'rms_score': 3.7253434483032275},{'rms_score': 9.318872447171525}
464,{'rms_score': 3.2953855043891482},{'rms_score': 9.31870352971905}
465,{'rms_score': 3.0031994681017244},{'rms_score': 9.336997897384407}
466,{'rms_score': 3.28250340148529},{'rms_score': 9.38722838357555}
467,{'rms_score': 4.396474807475611},{'rms_score': 9.32225642784919}
468,{'rms_score': 3.702739934976588},{'rms_score': 9.305526634982433}
469,{'rms_score': 3.5640950132558205},{'rms_score': 9.31138188301208}
470,{'rms_score': 3.6034555958720587},{'rms_score': 9.325848936795241}
471,{'rms_score': 2.9769391777958276},{'rms_score': 9.328270403809068}
472,{'rms_score': 2.593704779864489},{'rms_score': 9.311429027551835}
473,{'rms_score': 3.818736505600893},{'rms_score': 9.333026508941929}
474,{'rms_score': 3.1972347025398498},{'rms_score': 9.353071491453207}
475,{'rms_score': 4.727219152425183},{'rms_score': 9.357107631303705}
476,{'rms_score': 3.938836531132332},{'rms_score': 9.333402146520346}
477,{'rms_score': 2.5013340757518794},{'rms_score': 9.312786748858299}
478,{'rms_score': 2.7352264361515304},{'rms_score': 9.332414636499315}
479,{'rms_score': 2.8236245314352786},{'rms_score': 9.350542966493174}
480,{'rms_score': 2.539866181857646},{'rms_score': 9.320324207994924}
481,{'rms_score': 2.5591584601364623},{'rms_score': 9.321927920661604}
482,{'rms_score': 4.02796526138449},{'rms_score': 9.32129107431016}
483,{'rms_score': 5.515765856477967},{'rms_score': 9.324718228397048}
484,{'rms_score': 3.7197635450817197},{'rms_score': 9.343526211138533}
485,{'rms_score': 2.9381189331909994},{'rms_score': 9.310994287301483}
486,{'rms_score': 5.126662217024973},{'rms_score': 9.306456014101672}
487,{'rms_score': 4.358424430013123},{'rms_score': 9.32024457679238}
488,{'rms_score': 5.91102334441813},{'rms_score': 9.323925031604391}
489,{'rms_score': 5.549755529438164},{'rms_score': 9.339257517751742}
490,{'rms_score': 3.1524278781719524},{'rms_score': 9.323096359054135}
491,{'rms_score': 3.2551007446636993},{'rms_score': 9.323370492586545}
492,{'rms_score': 5.25154048462586},{'rms_score': 9.339902868202476}
493,{'rms_score': 3.350559381964461},{'rms_score': 9.372267834504013}
494,{'rms_score': 3.0424697104981773},{'rms_score': 9.339875992253825}
495,{'rms_score': 4.397983488251378},{'rms_score': 9.349787796344355}
496,{'rms_score': 5.109034736034412},{'rms_score': 9.334929406857725}
497,{'rms_score': 4.139261468423162},{'rms_score': 9.332299713061653}
498,{'rms_score': 2.8109473817749553},{'rms_score': 9.310876043340617}
499,{'rms_score': 3.2370863012045983},{'rms_score': 9.385257650140426}
500,{'rms_score': 3.7908029460974992},{'rms_score': 9.462485324717358}
501,{'rms_score': 3.535935854100266},{'rms_score': 9.388014681354315}
502,{'rms_score': 3.010107233366018},{'rms_score': 9.327638370070773}
503,{'rms_score': 3.5569694028351937},{'rms_score': 9.326376154339053}
504,{'rms_score': 4.922493755032707},{'rms_score': 9.323196787659768}
505,{'rms_score': 2.888113657973942},{'rms_score': 9.332741516600825}
506,{'rms_score': 3.075146208413425},{'rms_score': 9.338910664990028}
507,{'rms_score': 2.4988345907056417},{'rms_score': 9.336577673381058}
508,{'rms_score': 2.1433720969018184},{'rms_score': 9.308448419061499}
509,{'rms_score': 2.8600612924474906},{'rms_score': 9.30962432486167}
510,{'rms_score': 2.925739914898354},{'rms_score': 9.316984296401548}
511,{'rms_score': 2.2421777336095943},{'rms_score': 9.31573492364768}
512,{'rms_score': 2.891294414009642},{'rms_score': 9.33530153318266}
513,{'rms_score': 2.863605967233194},{'rms_score': 9.32140000891432}
514,{'rms_score': 2.7451149348071255},{'rms_score': 9.320401198543134}
515,{'rms_score': 2.5289393252678107},{'rms_score': 9.321606926085384}
516,{'rms_score': 3.239891094548486},{'rms_score': 9.331454686352693}
517,{'rms_score': 3.666733606898186},{'rms_score': 9.330516268979274}
518,{'rms_score': 2.8430038003268305},{'rms_score': 9.32435198109116}
519,{'rms_score': 3.155271682373624},{'rms_score': 9.32977422626971}
520,{'rms_score': 2.4971425317337745},{'rms_score': 9.32249240027715}
521,{'rms_score': 3.1052388991207716},{'rms_score': 9.346021542171929}
522,{'rms_score': 3.593056166011018},{'rms_score': 9.34447446376087}
523,{'rms_score': 3.500344436947468},{'rms_score': 9.343127793928357}
524,{'rms_score': 2.6078699079241505},{'rms_score': 9.329957328823886}
525,{'rms_score': 2.5007619558640695},{'rms_score': 9.319062068045573}
526,{'rms_score': 2.224351802651312},{'rms_score': 9.33027582094732}
527,{'rms_score': 4.3979236890805895},{'rms_score': 9.328793334379732}
528,{'rms_score': 6.242386202302326},{'rms_score': 9.331646299380594}
529,{'rms_score': 6.0630655649541385},{'rms_score': 9.329615549360893}
530,{'rms_score': 5.671603210488871},{'rms_score': 9.337479604611906}
531,{'rms_score': 3.950624827514044},{'rms_score': 9.34105808514879}
532,{'rms_score': 2.9356565797584264},{'rms_score': 9.332980679728822}
533,{'rms_score': 2.4718090303633495},{'rms_score': 9.354925091571038}
534,{'rms_score': 2.7018577413471268},{'rms_score': 9.34676143120883}
535,{'rms_score': 2.702209486960519},{'rms_score': 9.335123851344965}
536,{'rms_score': 3.4032191114484767},{'rms_score': 9.352860192672344}
537,{'rms_score': 2.4560075307733067},{'rms_score': 9.338596553493149}
538,{'rms_score': 2.310403264710601},{'rms_score': 9.3213098604752}
539,{'rms_score': 2.5151145017024072},{'rms_score': 9.32884603946271}
540,{'rms_score': 2.9518830894240655},{'rms_score': 9.347804007677224}
541,{'rms_score': 2.4975982968191253},{'rms_score': 9.349274223368404}
542,{'rms_score': 3.898705567271231},{'rms_score': 9.345119912408782}
543,{'rms_score': 4.24672653253233},{'rms_score': 9.340318286372655}
544,{'rms_score': 2.4399022543414453},{'rms_score': 9.342313535579041}
545,{'rms_score': 3.3389970360978647},{'rms_score': 9.349181597230135}
546,{'rms_score': 4.450115317303821},{'rms_score': 9.35214615861701}
547,{'rms_score': 4.630848951484179},{'rms_score': 9.34693475177653}
548,{'rms_score': 4.9710802094466775},{'rms_score': 9.34538848496679}
549,{'rms_score': 4.356551408883934},{'rms_score': 9.341392831524306}
550,{'rms_score': 2.9257976545717943},{'rms_score': 9.338682711456642}
551,{'rms_score': 2.399938168997292},{'rms_score': 9.336605135390496}
552,{'rms_score': 2.255676764566418},{'rms_score': 9.351859748908039}
553,{'rms_score': 2.878145857347126},{'rms_score': 9.35625061624237}
554,{'rms_score': 4.208599432670577},{'rms_score': 9.351784284748161}
555,{'rms_score': 3.5465928948624645},{'rms_score': 9.36110918660126}
556,{'rms_score': 2.9971409925404235},{'rms_score': 9.340301384341931}
557,{'rms_score': 2.3854855152658585},{'rms_score': 9.329343919666131}
558,{'rms_score': 2.388560031784565},{'rms_score': 9.333648335998573}
559,{'rms_score': 2.254172264317826},{'rms_score': 9.340408591099424}
560,{'rms_score': 2.415722044062373},{'rms_score': 9.35427918204666}
561,{'rms_score': 2.3426014905709236},{'rms_score': 9.34328855960158}
562,{'rms_score': 3.2349008209287757},{'rms_score': 9.357930286886862}
563,{'rms_score': 2.3001035056628565},{'rms_score': 9.350849293346188}
564,{'rms_score': 2.1585056858326666},{'rms_score': 9.345655590625126}
565,{'rms_score': 2.252772904390892},{'rms_score': 9.3580159450689}
566,{'rms_score': 2.985617029975774},{'rms_score': 9.345776972484854}
567,{'rms_score': 3.7942530107608032},{'rms_score': 9.339980763854143}
568,{'rms_score': 3.0235591986269625},{'rms_score': 9.358362833809325}
569,{'rms_score': 2.5195835356921834},{'rms_score': 9.3792974351272}
570,{'rms_score': 2.654913914469456},{'rms_score': 9.358107326145896}
571,{'rms_score': 4.37091064995615},{'rms_score': 9.357117670537495}
572,{'rms_score': 2.1559259578390573},{'rms_score': 9.36438793141879}
573,{'rms_score': 2.083029357927081},{'rms_score': 9.352574968256002}
574,{'rms_score': 2.296959918779186},{'rms_score': 9.334073564417645}
575,{'rms_score': 2.2680854046750465},{'rms_score': 9.36171506252752}
576,{'rms_score': 3.5016582441447532},{'rms_score': 9.345451185293333}
577,{'rms_score': 3.5876386951165387},{'rms_score': 9.346438734250304}
578,{'rms_score': 2.1914381714378237},{'rms_score': 9.3517657448159}
579,{'rms_score': 2.2192382540793867},{'rms_score': 9.363093378620807}
580,{'rms_score': 1.9589520314357338},{'rms_score': 9.352985893967215}
581,{'rms_score': 2.4271298759256377},{'rms_score': 9.361628981522918}
582,{'rms_score': 2.077581028319042},{'rms_score': 9.378325536743843}
583,{'rms_score': 1.9232999063956693},{'rms_score': 9.344227079066957}
584,{'rms_score': 2.4973661133615876},{'rms_score': 9.346226643714505}
585,{'rms_score': 2.1510559892931402},{'rms_score': 9.369477602922286}
586,{'rms_score': 2.370163761760155},{'rms_score': 9.364994967148426}
587,{'rms_score': 2.021906697435338},{'rms_score': 9.351969993374553}
588,{'rms_score': 2.3355603277213923},{'rms_score': 9.360391540833966}
589,{'rms_score': 1.8222052544965077},{'rms_score': 9.371909179138191}
590,{'rms_score': 2.43353738446128},{'rms_score': 9.351160577696225}
591,{'rms_score': 2.2679332813412048},{'rms_score': 9.354458004988976}
592,{'rms_score': 3.5743058518492687},{'rms_score': 9.370624134668045}
593,{'rms_score': 3.8152681111904005},{'rms_score': 9.368754077586182}
594,{'rms_score': 2.402960571835618},{'rms_score': 9.35580882665895}
595,{'rms_score': 2.0357518941088975},{'rms_score': 9.361317386026682}
596,{'rms_score': 2.0632083432028865},{'rms_score': 9.373119017382322}
597,{'rms_score': 3.6233727127349025},{'rms_score': 9.374397009676187}
598,{'rms_score': 3.7506321812569348},{'rms_score': 9.359619564258258}
599,{'rms_score': 2.4372906150709923},{'rms_score': 9.379365571680932}
600,{'rms_score': 2.2651830290087593},{'rms_score': 9.376663448170495}
601,{'rms_score': 2.803388719095618},{'rms_score': 9.338810311989052}
602,{'rms_score': 2.2804855074932733},{'rms_score': 9.369596725594999}
603,{'rms_score': 2.5125398288283844},{'rms_score': 9.360314977635392}
604,{'rms_score': 2.2557850221069655},{'rms_score': 9.350240374992719}
605,{'rms_score': 1.8319510929319751},{'rms_score': 9.362875262740705}
606,{'rms_score': 1.630770854629912},{'rms_score': 9.365897412633538}
607,{'rms_score': 3.27581402753098},{'rms_score': 9.365961283355377}
608,{'rms_score': 3.8116102566556793},{'rms_score': 9.387197668583072}
609,{'rms_score': 2.198444965801526},{'rms_score': 9.384208196189194}
610,{'rms_score': 1.8654093623828532},{'rms_score': 9.359454042475509}
611,{'rms_score': 4.536738675185529},{'rms_score': 9.366751433728966}
612,{'rms_score': 4.770580026426973},{'rms_score': 9.388484134653735}
613,{'rms_score': 4.510054998860742},{'rms_score': 9.395410311916127}
614,{'rms_score': 3.3975516393369296},{'rms_score': 9.381059656900902}
615,{'rms_score': 1.7053592450215733},{'rms_score': 9.366837420065885}
616,{'rms_score': 2.9719204188744643},{'rms_score': 9.373260745053095}
617,{'rms_score': 3.384920473455914},{'rms_score': 9.365601443458583}
618,{'rms_score': 2.2904278528510957},{'rms_score': 9.382871791328277}
619,{'rms_score': 2.5286187350452716},{'rms_score': 9.363620208379423}
620,{'rms_score': 2.104537444444389},{'rms_score': 9.361189931252225}
621,{'rms_score': 1.819808201613656},{'rms_score': 9.370047572146605}
622,{'rms_score': 1.7664795698080926},{'rms_score': 9.374589401079376}
623,{'rms_score': 2.408118714646205},{'rms_score': 9.342623315716045}
624,{'rms_score': 2.8643268781809255},{'rms_score': 9.36184686766809}
625,{'rms_score': 6.429839157438737},{'rms_score': 9.400906362053494}
626,{'rms_score': 6.1999168972702785},{'rms_score': 9.369405252264281}
627,{'rms_score': 5.104799886327401},{'rms_score': 9.371291226194453}
628,{'rms_score': 2.649804566672511},{'rms_score': 9.354474464991636}
629,{'rms_score': 2.266208199632949},{'rms_score': 9.356397032392174}
630,{'rms_score': 1.983654069899407},{'rms_score': 9.371902707902601}
631,{'rms_score': 2.200507910325343},{'rms_score': 9.369428029512456}
632,{'rms_score': 1.9800303696592436},{'rms_score': 9.360035671773291}
633,{'rms_score': 2.3763803037489377},{'rms_score': 9.371649192492931}
634,{'rms_score': 2.0568947491600738},{'rms_score': 9.364336741134387}
635,{'rms_score': 3.0478144306652926},{'rms_score': 9.361130192406561}
636,{'rms_score': 3.5134001153698664},{'rms_score': 9.376636662180195}
637,{'rms_score': 2.64940716799533},{'rms_score': 9.361680558105013}
638,{'rms_score': 1.7754173369126405},{'rms_score': 9.355246812791144}
639,{'rms_score': 1.3594742637615551},{'rms_score': 9.386394689348464}
640,{'rms_score': 1.9182265776245857},{'rms_score': 9.350042712476592}
641,{'rms_score': 2.094309805593087},{'rms_score': 9.360275950528116}
642,{'rms_score': 2.2954182050555634},{'rms_score': 9.393825642435703}
643,{'rms_score': 1.895940273301127},{'rms_score': 9.357962753162148}
644,{'rms_score': 2.8081329840689504},{'rms_score': 9.341455049193515}
645,{'rms_score': 4.909643868349034},{'rms_score': 9.36140215056001}
646,{'rms_score': 4.451615681833518},{'rms_score': 9.368223819842703}
647,{'rms_score': 2.2788901091682563},{'rms_score': 9.34218660051832}
648,{'rms_score': 1.8041601542961987},{'rms_score': 9.34068990695411}
649,{'rms_score': 2.7723164101977504},{'rms_score': 9.380560185822997}
650,{'rms_score': 2.737156761573482},{'rms_score': 9.3669134216976}
651,{'rms_score': 1.5910261603860114},{'rms_score': 9.357215832077182}
652,{'rms_score': 1.738913618597632},{'rms_score': 9.35737215075879}
653,{'rms_score': 2.33787555225006},{'rms_score': 9.372505161406462}
654,{'rms_score': 3.748574787329844},{'rms_score': 9.367733002714218}
655,{'rms_score': 2.5819073547524205},{'rms_score': 9.387783802695155}
656,{'rms_score': 2.0415094802402707},{'rms_score': 9.37862336278258}
657,{'rms_score': 3.0928740488292346},{'rms_score': 9.370017512797379}
658,{'rms_score': 3.524776841701007},{'rms_score': 9.378617423428054}
659,{'rms_score': 2.534358256345323},{'rms_score': 9.41978325627876}
660,{'rms_score': 1.8403148392349675},{'rms_score': 9.381544826195562}
661,{'rms_score': 2.672528070235213},{'rms_score': 9.349976684517625}
662,{'rms_score': 2.7644674412405315},{'rms_score': 9.37909646235064}
663,{'rms_score': 4.413729036176731},{'rms_score': 9.382411545992781}
664,{'rms_score': 3.9198936580925627},{'rms_score': 9.37107537754828}
665,{'rms_score': 2.9453268882103223},{'rms_score': 9.352604331210703}
666,{'rms_score': 1.947484496461459},{'rms_score': 9.368332846235115}
667,{'rms_score': 3.9660536194410914},{'rms_score': 9.373214809078087}
668,{'rms_score': 2.44588229404497},{'rms_score': 9.361777624554874}
669,{'rms_score': 2.437236715713999},{'rms_score': 9.365492741243507}
670,{'rms_score': 2.1710869972881923},{'rms_score': 9.357923510530702}
671,{'rms_score': 1.8760907525704291},{'rms_score': 9.349472272608931}
672,{'rms_score': 1.7600446862602726},{'rms_score': 9.370604051633842}
673,{'rms_score': 2.2403573882978716},{'rms_score': 9.361101256674973}
674,{'rms_score': 1.8032096295769393},{'rms_score': 9.350880901917089}
675,{'rms_score': 2.729163258449922},{'rms_score': 9.389072306959486}
676,{'rms_score': 2.4666059212137705},{'rms_score': 9.362472685750777}
677,{'rms_score': 1.8569184996543269},{'rms_score': 9.342772210400414}
678,{'rms_score': 1.5923138724791013},{'rms_score': 9.365582700725012}
679,{'rms_score': 1.489137624590516},{'rms_score': 9.39265962297112}
680,{'rms_score': 1.8369226415192486},{'rms_score': 9.34927920200079}
681,{'rms_score': 2.571697639839983},{'rms_score': 9.362442992932902}
682,{'rms_score': 2.120501235340032},{'rms_score': 9.35744710990471}
683,{'rms_score': 2.79081902133604},{'rms_score': 9.37565893876436}
684,{'rms_score': 3.5876273399477916},{'rms_score': 9.36719386488777}
685,{'rms_score': 2.8754277299688575},{'rms_score': 9.361006180598128}
686,{'rms_score': 2.2709896589481495},{'rms_score': 9.366573469108056}
687,{'rms_score': 2.2837194294564354},{'rms_score': 9.345852997956415}
688,{'rms_score': 2.2246846106095157},{'rms_score': 9.394536678339604}
689,{'rms_score': 1.846082251184858},{'rms_score': 9.359397106465597}
690,{'rms_score': 1.6850357591138516},{'rms_score': 9.35935992416185}
691,{'rms_score': 1.8336526271609606},{'rms_score': 9.371585349294214}
692,{'rms_score': 2.024122414420078},{'rms_score': 9.367814738287386}
693,{'rms_score': 1.504441081064859},{'rms_score': 9.373799997130726}
694,{'rms_score': 1.6924493757739405},{'rms_score': 9.364371061813188}
695,{'rms_score': 1.6546592632934898},{'rms_score': 9.370879210845162}
696,{'rms_score': 1.6695521369915631},{'rms_score': 9.374181177983488}
697,{'rms_score': 2.358355812280921},{'rms_score': 9.37452315465667}
698,{'rms_score': 2.9065892354556753},{'rms_score': 9.383578253600744}
699,{'rms_score': 2.653212279060802},{'rms_score': 9.39395844883158}
700,{'rms_score': 1.6845440621273748},{'rms_score': 9.379611899530454}
701,{'rms_score': 1.8284106551252837},{'rms_score': 9.365020334971183}
702,{'rms_score': 1.6022331090995274},{'rms_score': 9.3757802006744}
703,{'rms_score': 1.3877325974586492},{'rms_score': 9.402949516232264}
704,{'rms_score': 1.7110895761055998},{'rms_score': 9.380430909315452}
705,{'rms_score': 3.043565764311439},{'rms_score': 9.37980173513377}
706,{'rms_score': 2.95119597978418},{'rms_score': 9.40310974853298}
707,{'rms_score': 2.017076671655932},{'rms_score': 9.384936748417617}
708,{'rms_score': 3.8922629625195415},{'rms_score': 9.387860732750736}
709,{'rms_score': 4.090506575656674},{'rms_score': 9.40759791998827}
710,{'rms_score': 1.6277939024118946},{'rms_score': 9.400403902502504}
711,{'rms_score': 1.8950750613800749},{'rms_score': 9.403649809203495}
712,{'rms_score': 1.9549007988214833},{'rms_score': 9.414193285364275}
713,{'rms_score': 1.5616954997192138},{'rms_score': 9.39596606055358}
714,{'rms_score': 1.8102813458463274},{'rms_score': 9.39457278676639}
715,{'rms_score': 2.0016487965698033},{'rms_score': 9.385739337646786}
716,{'rms_score': 1.8628776683041754},{'rms_score': 9.376672095873504}
717,{'rms_score': 2.2941356435141143},{'rms_score': 9.384921773198718}
718,{'rms_score': 2.5246689388857497},{'rms_score': 9.37803272362155}
719,{'rms_score': 2.301079958066856},{'rms_score': 9.370557974009609}
720,{'rms_score': 1.9020007626554165},{'rms_score': 9.39019000989449}
721,{'rms_score': 1.6730639482211829},{'rms_score': 9.366946680925238}
722,{'rms_score': 2.489661569375},{'rms_score': 9.381303620160601}
723,{'rms_score': 1.8061479713208846},{'rms_score': 9.402257146534746}
724,{'rms_score': 1.475694431287611},{'rms_score': 9.40673196822806}
725,{'rms_score': 2.24017471677761},{'rms_score': 9.398778665018881}
726,{'rms_score': 1.8595762949784205},{'rms_score': 9.40863839787609}
727,{'rms_score': 3.674938447306132},{'rms_score': 9.387142324868135}
728,{'rms_score': 3.084068493109192},{'rms_score': 9.378560089895645}
729,{'rms_score': 1.6109051830740924},{'rms_score': 9.36936365738981}
730,{'rms_score': 1.5067139651528223},{'rms_score': 9.372662758397668}
731,{'rms_score': 1.5506121826900807},{'rms_score': 9.386089984131376}
732,{'rms_score': 1.5539974263876644},{'rms_score': 9.38966505201315}
733,{'rms_score': 2.8029765687635555},{'rms_score': 9.371036277061977}
734,{'rms_score': 3.2059055871268174},{'rms_score': 9.378570181500614}
735,{'rms_score': 1.9502319698788915},{'rms_score': 9.37495706394329}
736,{'rms_score': 1.8481110714702664},{'rms_score': 9.376774977380133}
737,{'rms_score': 2.769160141052578},{'rms_score': 9.381955308445608}
738,{'rms_score': 2.5161497864004314},{'rms_score': 9.389507408402029}
739,{'rms_score': 1.8312881717405607},{'rms_score': 9.382340179147647}
740,{'rms_score': 2.600139534613084},{'rms_score': 9.387928374550423}
741,{'rms_score': 5.5718099552519345},{'rms_score': 9.389176401074891}
742,{'rms_score': 4.962995239603935},{'rms_score': 9.393957690205374}
743,{'rms_score': 3.8254126343545924},{'rms_score': 9.38221226883548}
744,{'rms_score': 1.5651526483793918},{'rms_score': 9.403657511047442}
745,{'rms_score': 1.6859077034538348},{'rms_score': 9.358853179044809}
746,{'rms_score': 2.3138935492671626},{'rms_score': 9.393447409142}
747,{'rms_score': 1.933211431142525},{'rms_score': 9.392321287708027}
748,{'rms_score': 1.837753439519924},{'rms_score': 9.364622208649225}
749,{'rms_score': 3.1981146263670728},{'rms_score': 9.389814814890235}
750,{'rms_score': 3.909707411263629},{'rms_score': 9.374285744307755}
751,{'rms_score': 2.759381901546346},{'rms_score': 9.397283184702484}
752,{'rms_score': 1.7727511068164534},{'rms_score': 9.402333471256908}
753,{'rms_score': 2.187818976652344},{'rms_score': 9.40300255311634}
754,{'rms_score': 4.995175258508676},{'rms_score': 9.418728911224866}
755,{'rms_score': 5.0567613324392},{'rms_score': 9.421780593555688}
756,{'rms_score': 3.546163907302019},{'rms_score': 9.410595622680981}
757,{'rms_score': 1.8445621075506493},{'rms_score': 9.42032341544057}
758,{'rms_score': 1.548994538587635},{'rms_score': 9.4049189671981}
759,{'rms_score': 1.7451063562921094},{'rms_score': 9.407735272504885}
760,{'rms_score': 1.6389070861569985},{'rms_score': 9.388549902708569}
761,{'rms_score': 1.354900258150417},{'rms_score': 9.409289834627097}
762,{'rms_score': 1.3447585807144555},{'rms_score': 9.450050238351755}
763,{'rms_score': 2.967875919710368},{'rms_score': 9.426489918349192}
764,{'rms_score': 4.637877383997542},{'rms_score': 9.3918826047114}
765,{'rms_score': 3.7295317424279237},{'rms_score': 9.415692298290184}
766,{'rms_score': 2.1226082094898167},{'rms_score': 9.412761729359787}
767,{'rms_score': 1.5731061518659721},{'rms_score': 9.442966566513434}
768,{'rms_score': 1.529916711810166},{'rms_score': 9.437588120965566}
769,{'rms_score': 2.1403439048167154},{'rms_score': 9.41378782780799}
770,{'rms_score': 1.828103058015562},{'rms_score': 9.390479070345032}
771,{'rms_score': 2.86632615698135},{'rms_score': 9.381555010162067}
772,{'rms_score': 3.7429675135617213},{'rms_score': 9.377644217998313}
773,{'rms_score': 3.05635333847826},{'rms_score': 9.385142855113653}
774,{'rms_score': 1.8505352047469745},{'rms_score': 9.38650645243887}
775,{'rms_score': 2.6136173056630554},{'rms_score': 9.405219857910351}
776,{'rms_score': 2.9810069279822753},{'rms_score': 9.434891713180265}
777,{'rms_score': 2.4032810277543883},{'rms_score': 9.44815717908617}
778,{'rms_score': 1.483124442724333},{'rms_score': 9.448000845514409}
779,{'rms_score': 1.7394422241140146},{'rms_score': 9.376566352021895}
780,{'rms_score': 1.735888727864981},{'rms_score': 9.403880056646026}
781,{'rms_score': 1.5075447276808418},{'rms_score': 9.390832613518382}
782,{'rms_score': 1.8338362802185533},{'rms_score': 9.383551728045314}
783,{'rms_score': 2.1698793264170275},{'rms_score': 9.408352586254725}
784,{'rms_score': 3.890663034193993},{'rms_score': 9.358570382917742}
785,{'rms_score': 3.0415406633713356},{'rms_score': 9.365582868900496}
786,{'rms_score': 1.4621099356740888},{'rms_score': 9.38052806439435}
787,{'rms_score': 1.7403613811901462},{'rms_score': 9.392690781289176}
788,{'rms_score': 2.6222794404337604},{'rms_score': 9.375576090336482}
